invoice_number,vendor_id,what_for,amount_usd,invoice_date,approval_path
INV-2026-02103,VEN028,strategy consulting,56452.39,2025-10-18,cfo_over_25k
INV-2026-02152,VEN008,telecoms,35842.1,2025-10-18,cfo_over_25k
INV-2026-00169,VEN012,insurance broking,22996.23,2025-10-19,manager_under_25k
INV-2026-00330,VEN060,legal advisory,24653.93,2025-10-19,manager_under_25k
INV-2026-00514,VEN016,utilities,76564.9,2025-10-19,cfo_over_25k
INV-2026-00708,VEN002,software licenses,30072.15,2025-10-19,cfo_over_25k
INV-2026-01468,VEN010,cloud hosting,60927.18,2025-10-19,cfo_over_25k
INV-2026-02128,VEN060,legal advisory,38836.13,2025-10-19,cfo_over_25k
INV-2026-02376,VEN057,marketing services,17782.03,2025-10-19,manager_under_25k
INV-2026-02386,VEN013,audit and tax,44942.09,2025-10-19,cfo_over_25k
INV-2026-02800,VEN044,managed print,9414.7,2025-10-19,manager_under_25k
INV-2026-00517,VEN015,fleet lease,60404.3,2025-10-20,cfo_over_25k
INV-2026-01494,VEN062,HR advisory,19168.97,2025-10-20,manager_under_25k
INV-2026-01684,VEN032,software licenses,25679.87,2025-10-20,cfo_over_25k
INV-2026-01868,VEN006,strategy consulting,82059.02,2025-10-20,cfo_over_25k
INV-2026-02472,VEN055,catering,8387.61,2025-10-20,manager_under_25k
INV-2026-02477,VEN013,audit and tax,46335.41,2025-10-20,cfo_over_25k
INV-2026-02726,VEN008,telecoms,37285.59,2025-10-20,cfo_over_25k
INV-2026-02982,VEN052,IT support,20294.36,2025-10-20,manager_under_25k
INV-2026-00427,VEN030,cloud hosting,27547.95,2025-10-21,cfo_over_25k
INV-2026-00464,VEN046,legal advisory,37333.23,2025-10-21,cfo_over_25k
INV-2026-00671,VEN013,audit and tax,52465.31,2025-10-21,cfo_over_25k
INV-2026-00931,VEN039,training services,11678.27,2025-10-21,manager_under_25k
INV-2026-01102,VEN028,strategy consulting,46400.5,2025-10-21,cfo_over_25k
INV-2026-02087,VEN010,cloud hosting,39688.41,2025-10-21,cfo_over_25k
INV-2026-02204,VEN010,cloud hosting,41168.28,2025-10-21,cfo_over_25k
INV-2026-02851,VEN038,marketing services,17608.96,2025-10-21,manager_under_25k
INV-2026-00182,VEN042,audit and tax,23470.56,2025-10-22,manager_under_25k
INV-2026-00277,VEN015,fleet lease,40066.7,2025-10-22,manager_under_25k
INV-2026-00368,VEN034,legal advisory,14111.89,2025-10-22,manager_under_25k
INV-2026-00397,VEN024,marketing services,19315.08,2025-10-22,manager_under_25k
INV-2026-00589,VEN078,legal advisory,29826.77,2025-10-22,cfo_over_25k
INV-2026-00657,VEN068,industrial consumables,14515.91,2025-10-22,manager_under_25k
INV-2026-00731,VEN012,insurance broking,24530.72,2025-10-22,manager_under_25k
INV-2026-00935,VEN028,strategy consulting,49926.47,2025-10-22,cfo_over_25k
INV-2026-00948,VEN010,cloud hosting,41732.62,2025-10-22,cfo_over_25k
INV-2026-01499,VEN032,software licenses,36814.63,2025-10-22,cfo_over_25k
INV-2026-01599,VEN076,utilities,20035.84,2025-10-22,manager_under_25k
INV-2026-01864,VEN034,legal advisory,17935.76,2025-10-22,manager_under_25k
INV-2026-02980,VEN026,cloud hosting,30654.67,2025-10-22,cfo_over_25k
INV-2026-00068,VEN036,security services,22149.9,2025-10-23,manager_under_25k
INV-2026-00568,VEN064,managed print,9628.6,2025-10-23,manager_under_25k
INV-2026-00583,VEN003,marketing services,25833.91,2025-10-23,cfo_over_25k
INV-2026-00903,VEN034,legal advisory,13732.13,2025-10-23,manager_under_25k
INV-2026-01765,VEN006,strategy consulting,63900.87,2025-10-23,cfo_over_25k
INV-2026-02059,VEN034,legal advisory,36713.32,2025-10-23,cfo_over_25k
INV-2026-02205,VEN024,marketing services,16588.5,2025-10-23,manager_under_25k
INV-2026-02455,VEN008,telecoms,44203.8,2025-10-23,cfo_over_25k
INV-2026-00209,VEN016,utilities,33787.09,2025-10-24,cfo_over_25k
INV-2026-00407,VEN004,legal advisory,63375.57,2025-10-24,cfo_over_25k
INV-2026-01008,VEN016,utilities,77609.38,2025-10-24,cfo_over_25k
INV-2026-01438,VEN039,training services,14314.81,2025-10-24,manager_under_25k
INV-2026-01634,VEN015,fleet lease,20266.51,2025-10-24,manager_under_25k
INV-2026-02082,VEN002,software licenses,12095.89,2025-10-24,manager_under_25k
INV-2026-02298,VEN050,industrial consumables,8159.62,2025-10-24,manager_under_25k
INV-2026-00031,VEN018,recruitment,27051.5,2025-10-25,cfo_over_25k
INV-2026-00387,VEN010,cloud hosting,26235.24,2025-10-25,cfo_over_25k
INV-2026-00540,VEN006,strategy consulting,122977.79,2025-10-25,cfo_over_25k
INV-2026-00760,VEN065,office supplies,8847.3,2025-10-25,manager_under_25k
INV-2026-00957,VEN006,strategy consulting,40693.33,2025-10-25,cfo_over_25k
INV-2026-01361,VEN013,audit and tax,52857.67,2025-10-25,cfo_over_25k
INV-2026-01793,VEN031,managed print,10916.74,2025-10-25,manager_under_25k
INV-2026-00171,VEN023,IT support,11891.73,2025-10-26,manager_under_25k
INV-2026-00467,VEN044,managed print,7164.3,2025-10-26,manager_under_25k
INV-2026-01130,VEN026,cloud hosting,45349.2,2025-10-26,cfo_over_25k
INV-2026-01173,VEN068,industrial consumables,7946.07,2025-10-26,manager_under_25k
INV-2026-01226,VEN060,legal advisory,38657.32,2025-10-26,cfo_over_25k
INV-2026-01581,VEN010,cloud hosting,25141.45,2025-10-26,cfo_over_25k
INV-2026-01756,VEN023,IT support,23500.34,2025-10-26,manager_under_25k
INV-2026-02549,VEN011,market research,14425.6,2025-10-26,manager_under_25k
INV-2026-00113,VEN022,legal advisory,24413.47,2025-10-27,manager_under_25k
INV-2026-00201,VEN024,marketing services,34760.74,2025-10-27,manager_under_25k
INV-2026-00258,VEN012,insurance broking,25896.15,2025-10-27,cfo_over_25k
INV-2026-00274,VEN007,industrial consumables,17849.04,2025-10-27,manager_under_25k
INV-2026-00494,VEN055,catering,3734.77,2025-10-27,manager_under_25k
INV-2026-00579,VEN070,recruitment,19245.06,2025-10-27,manager_under_25k
INV-2026-00605,VEN030,cloud hosting,28853.41,2025-10-27,cfo_over_25k
INV-2026-00795,VEN074,cleaning services,7716.76,2025-10-27,manager_under_25k
INV-2026-00821,VEN008,telecoms,30594.96,2025-10-27,cfo_over_25k
INV-2026-01298,VEN028,strategy consulting,21022.65,2025-10-27,manager_under_25k
INV-2026-01403,VEN060,legal advisory,35703.08,2025-10-27,cfo_over_25k
INV-2026-01419,VEN003,marketing services,21657.76,2025-10-27,manager_under_25k
INV-2026-01475,VEN012,insurance broking,23999.65,2025-10-27,manager_under_25k
INV-2026-01619,VEN030,cloud hosting,16759.02,2025-10-27,manager_under_25k
INV-2026-02130,VEN052,IT support,21949.7,2025-10-27,manager_under_25k
INV-2026-02389,VEN016,utilities,76464.71,2025-10-27,cfo_over_25k
INV-2026-02911,VEN028,strategy consulting,21995.06,2025-10-27,manager_under_25k
INV-2026-02942,VEN015,fleet lease,31381.99,2025-10-27,cfo_over_25k
INV-2026-00088,VEN004,legal advisory,61765.21,2025-10-28,cfo_over_25k
INV-2026-00346,VEN057,marketing services,13147.94,2025-10-28,manager_under_25k
INV-2026-00545,VEN059,corporate travel,17765.52,2025-10-28,manager_under_25k
INV-2026-00636,VEN078,legal advisory,32165.99,2025-10-28,cfo_over_25k
INV-2026-00638,VEN062,HR advisory,14715.66,2025-10-28,manager_under_25k
INV-2026-00933,VEN036,security services,19982.6,2025-10-28,manager_under_25k
INV-2026-01153,VEN012,insurance broking,24420.68,2025-10-28,manager_under_25k
INV-2026-01658,VEN015,fleet lease,38108.55,2025-10-28,cfo_over_25k
INV-2026-02201,VEN043,utilities,40360.93,2025-10-28,cfo_over_25k
INV-2026-02750,VEN045,software licenses,21272.05,2025-10-28,manager_under_25k
INV-2026-02773,VEN025,office supplies,6807.19,2025-10-28,manager_under_25k
INV-2026-02880,VEN021,training services,9716.06,2025-10-28,manager_under_25k
INV-2026-00165,VEN013,audit and tax,29390.79,2025-10-29,cfo_over_25k
INV-2026-00485,VEN016,utilities,32539.4,2025-10-29,cfo_over_25k
INV-2026-00551,VEN016,utilities,56381.12,2025-10-29,cfo_over_25k
INV-2026-00781,VEN019,security services,31566.41,2025-10-29,cfo_over_25k
INV-2026-00826,VEN004,legal advisory,35458.9,2025-10-29,cfo_over_25k
INV-2026-00964,VEN059,corporate travel,22306.46,2025-10-29,manager_under_25k
INV-2026-01552,VEN055,catering,4638.6,2025-10-29,manager_under_25k
INV-2026-02270,VEN078,legal advisory,29489.96,2025-10-29,cfo_over_25k
INV-2026-00077,VEN006,strategy consulting,116791.63,2025-10-30,cfo_over_25k
INV-2026-00367,VEN054,marketing services,31389.25,2025-10-30,cfo_over_25k
INV-2026-00419,VEN070,recruitment,23077.99,2025-10-30,manager_under_25k
INV-2026-00939,VEN042,audit and tax,26322.01,2025-10-30,cfo_over_25k
INV-2026-01381,VEN043,utilities,43806.3,2025-10-30,cfo_over_25k
INV-2026-01669,VEN006,strategy consulting,117440.99,2025-10-30,cfo_over_25k
INV-2026-01830,VEN022,legal advisory,15396.97,2025-10-30,manager_under_25k
INV-2026-01972,VEN022,legal advisory,27078.18,2025-10-30,cfo_over_25k
INV-2026-02426,VEN006,strategy consulting,53298.32,2025-10-30,cfo_over_25k
INV-2026-02614,VEN079,software licenses,18685.8,2025-10-30,manager_under_25k
INV-2026-02672,VEN079,software licenses,16636.73,2025-10-30,manager_under_25k
INV-2026-00070,VEN040,HR advisory,12840.94,2025-10-31,manager_under_25k
INV-2026-00347,VEN026,cloud hosting,34869.46,2025-10-31,cfo_over_25k
INV-2026-00797,VEN058,security services,16543.2,2025-10-31,manager_under_25k
INV-2026-00983,VEN001,office supplies,16675.89,2025-10-31,manager_under_25k
INV-2026-01010,VEN035,couriers,18573.84,2025-10-31,manager_under_25k
INV-2026-01391,VEN006,strategy consulting,97704.01,2025-10-31,cfo_over_25k
INV-2026-01557,VEN019,security services,24754.13,2025-10-31,manager_under_25k
INV-2026-01766,VEN029,HR advisory,18581.72,2025-10-31,manager_under_25k
INV-2026-00433,VEN080,HR advisory,10881.71,2025-11-01,manager_under_25k
INV-2026-00803,VEN021,training services,21752.35,2025-11-01,manager_under_25k
INV-2026-01194,VEN061,software licenses,20581.24,2025-11-01,manager_under_25k
INV-2026-01229,VEN052,IT support,10931.9,2025-11-01,manager_under_25k
INV-2026-01292,VEN026,cloud hosting,37169.82,2025-11-01,cfo_over_25k
INV-2026-01395,VEN007,industrial consumables,15439.75,2025-11-01,manager_under_25k
INV-2026-01777,VEN008,telecoms,34709.4,2025-11-01,cfo_over_25k
INV-2026-02992,VEN015,fleet lease,39130.28,2025-11-01,cfo_over_25k
INV-2026-00283,VEN014,cleaning services,7395.3,2025-11-02,manager_under_25k
INV-2026-00312,VEN058,security services,13033.94,2025-11-02,manager_under_25k
INV-2026-00746,VEN003,marketing services,38548.0,2025-11-02,cfo_over_25k
INV-2026-00901,VEN043,utilities,34981.66,2025-11-02,cfo_over_25k
INV-2026-01264,VEN048,cleaning services,6123.85,2025-11-02,manager_under_25k
INV-2026-01609,VEN053,couriers,8861.4,2025-11-02,manager_under_25k
INV-2026-01850,VEN070,recruitment,15269.17,2025-11-02,manager_under_25k
INV-2026-02015,VEN041,translation services,4993.66,2025-11-02,manager_under_25k
INV-2026-02110,VEN042,audit and tax,29031.32,2025-11-02,cfo_over_25k
INV-2026-00082,VEN006,strategy consulting,114900.77,2025-11-03,cfo_over_25k
INV-2026-00408,VEN006,strategy consulting,88777.95,2025-11-03,cfo_over_25k
INV-2026-00411,VEN010,cloud hosting,40589.58,2025-11-03,manager_under_25k
INV-2026-01487,VEN046,legal advisory,30991.8,2025-11-03,cfo_over_25k
INV-2026-01980,VEN041,translation services,8954.53,2025-11-03,manager_under_25k
INV-2026-02093,VEN013,audit and tax,39860.01,2025-11-03,cfo_over_25k
INV-2026-02858,VEN013,audit and tax,36811.48,2025-11-03,cfo_over_25k
INV-2026-02938,VEN032,software licenses,38163.05,2025-11-03,cfo_over_25k
INV-2026-02995,VEN061,software licenses,16443.35,2025-11-03,manager_under_25k
INV-2026-00594,VEN049,corporate travel,18662.56,2025-11-04,manager_under_25k
INV-2026-01004,VEN030,cloud hosting,18705.31,2025-11-04,manager_under_25k
INV-2026-01347,VEN028,strategy consulting,25188.6,2025-11-04,cfo_over_25k
INV-2026-02149,VEN006,strategy consulting,101637.01,2025-11-04,cfo_over_25k
INV-2026-02286,VEN030,cloud hosting,40794.09,2025-11-04,cfo_over_25k
INV-2026-00020,VEN028,strategy consulting,42352.85,2025-11-05,cfo_over_25k
INV-2026-01525,VEN026,cloud hosting,41682.83,2025-11-05,cfo_over_25k
INV-2026-01572,VEN003,marketing services,33953.91,2025-11-05,cfo_over_25k
INV-2026-01809,VEN006,strategy consulting,44337.75,2025-11-05,cfo_over_25k
INV-2026-01997,VEN022,legal advisory,33340.39,2025-11-05,cfo_over_25k
INV-2026-02454,VEN071,IT support,17522.74,2025-11-05,manager_under_25k
INV-2026-02529,VEN027,corporate travel,11944.19,2025-11-05,manager_under_25k
INV-2026-00527,VEN026,cloud hosting,28893.68,2025-11-06,cfo_over_25k
INV-2026-00677,VEN006,strategy consulting,76637.36,2025-11-06,cfo_over_25k
INV-2026-01057,VEN040,HR advisory,7969.92,2025-11-06,manager_under_25k
INV-2026-01469,VEN006,strategy consulting,41072.76,2025-11-06,cfo_over_25k
INV-2026-02423,VEN060,legal advisory,28246.58,2025-11-06,cfo_over_25k
INV-2026-02464,VEN042,audit and tax,38573.57,2025-11-06,cfo_over_25k
INV-2026-02881,VEN018,recruitment,30702.71,2025-11-06,cfo_over_25k
INV-2026-00066,VEN004,legal advisory,37206.71,2025-11-07,cfo_over_25k
INV-2026-00287,VEN055,catering,3990.25,2025-11-07,manager_under_25k
INV-2026-01011,VEN028,strategy consulting,48215.02,2025-11-07,cfo_over_25k
INV-2026-01367,VEN051,recruitment,14376.04,2025-11-07,manager_under_25k
INV-2026-01671,VEN015,fleet lease,34638.5,2025-11-07,cfo_over_25k
INV-2026-02109,VEN006,strategy consulting,44546.97,2025-11-07,cfo_over_25k
INV-2026-02213,VEN027,corporate travel,23567.72,2025-11-07,manager_under_25k
INV-2026-00513,VEN003,marketing services,40518.39,2025-11-08,cfo_over_25k
INV-2026-00622,VEN076,utilities,15438.26,2025-11-08,manager_under_25k
INV-2026-00841,VEN013,audit and tax,35087.37,2025-11-08,cfo_over_25k
INV-2026-00876,VEN016,utilities,75293.12,2025-11-08,cfo_over_25k
INV-2026-00962,VEN006,strategy consulting,87029.5,2025-11-08,cfo_over_25k
INV-2026-01902,VEN026,cloud hosting,20156.58,2025-11-08,manager_under_25k
INV-2026-02041,VEN042,audit and tax,30307.38,2025-11-08,cfo_over_25k
INV-2026-02091,VEN004,legal advisory,25811.82,2025-11-08,cfo_over_25k
INV-2026-02274,VEN043,utilities,14966.77,2025-11-08,manager_under_25k
INV-2026-02957,VEN076,utilities,23409.11,2025-11-08,manager_under_25k
INV-2026-00682,VEN019,security services,27987.72,2025-11-09,cfo_over_25k
INV-2026-00898,VEN057,marketing services,13901.44,2025-11-09,manager_under_25k
INV-2026-00902,VEN060,legal advisory,25787.35,2025-11-09,cfo_over_25k
INV-2026-01610,VEN060,legal advisory,33174.6,2025-11-09,cfo_over_25k
INV-2026-01808,VEN074,cleaning services,6684.36,2025-11-09,manager_under_25k
INV-2026-02161,VEN059,corporate travel,18745.66,2025-11-09,manager_under_25k
INV-2026-02428,VEN024,marketing services,25007.63,2025-11-09,cfo_over_25k
INV-2026-02774,VEN065,office supplies,3812.94,2025-11-09,manager_under_25k
INV-2026-02886,VEN016,utilities,48907.59,2025-11-09,cfo_over_25k
INV-2026-00478,VEN006,strategy consulting,108269.95,2025-11-10,cfo_over_25k
INV-2026-00539,VEN042,audit and tax,16137.43,2025-11-10,manager_under_25k
INV-2026-00893,VEN034,legal advisory,21964.29,2025-11-10,manager_under_25k
INV-2026-01577,VEN069,audit and tax,14199.05,2025-11-10,manager_under_25k
INV-2026-02186,VEN034,legal advisory,37030.86,2025-11-10,cfo_over_25k
INV-2026-02202,VEN045,software licenses,14084.0,2025-11-10,manager_under_25k
INV-2026-02255,VEN076,utilities,32706.11,2025-11-10,cfo_over_25k
INV-2026-02448,VEN049,corporate travel,15310.59,2025-11-10,manager_under_25k
INV-2026-02878,VEN008,telecoms,39653.22,2025-11-10,cfo_over_25k
INV-2026-00383,VEN043,utilities,40103.99,2025-11-11,cfo_over_25k
INV-2026-00491,VEN061,software licenses,13560.2,2025-11-11,manager_under_25k
INV-2026-00533,VEN046,legal advisory,43676.84,2025-11-11,cfo_over_25k
INV-2026-01036,VEN017,translation services,9351.64,2025-11-11,manager_under_25k
INV-2026-01451,VEN078,legal advisory,17342.63,2025-11-11,manager_under_25k
INV-2026-01545,VEN029,HR advisory,18605.25,2025-11-11,manager_under_25k
INV-2026-02192,VEN004,legal advisory,56211.96,2025-11-11,cfo_over_25k
INV-2026-02331,VEN046,legal advisory,49393.69,2025-11-11,cfo_over_25k
INV-2026-02731,VEN038,marketing services,27125.27,2025-11-11,cfo_over_25k
INV-2026-02875,VEN016,utilities,36434.22,2025-11-11,cfo_over_25k
INV-2026-01722,VEN003,marketing services,49341.0,2025-11-12,cfo_over_25k
INV-2026-02013,VEN072,marketing services,9081.4,2025-11-12,manager_under_25k
INV-2026-02293,VEN010,cloud hosting,33044.79,2025-11-12,cfo_over_25k
INV-2026-02411,VEN001,office supplies,24902.67,2025-11-12,manager_under_25k
INV-2026-02648,VEN010,cloud hosting,51110.35,2025-11-12,cfo_over_25k
INV-2026-00080,VEN009,corporate travel,34306.93,2025-11-13,cfo_over_25k
INV-2026-00631,VEN078,legal advisory,24683.47,2025-11-13,manager_under_25k
INV-2026-00690,VEN046,legal advisory,49757.59,2025-11-13,cfo_over_25k
INV-2026-01611,VEN023,IT support,14619.2,2025-11-13,manager_under_25k
INV-2026-01656,VEN076,utilities,29536.13,2025-11-13,cfo_over_25k
INV-2026-02139,VEN037,catering,7959.12,2025-11-13,manager_under_25k
INV-2026-02227,VEN043,utilities,27352.81,2025-11-13,cfo_over_25k
INV-2026-02504,VEN062,HR advisory,12504.72,2025-11-13,manager_under_25k
INV-2026-00688,VEN010,cloud hosting,35318.2,2025-11-14,cfo_over_25k
INV-2026-01279,VEN059,corporate travel,11634.1,2025-11-14,manager_under_25k
INV-2026-01532,VEN076,utilities,15118.89,2025-11-14,manager_under_25k
INV-2026-01761,VEN008,telecoms,33455.84,2025-11-14,cfo_over_25k
INV-2026-02016,VEN003,marketing services,32635.36,2025-11-14,cfo_over_25k
INV-2026-02840,VEN045,software licenses,21852.5,2025-11-14,manager_under_25k
INV-2026-00141,VEN064,managed print,9532.97,2025-11-15,manager_under_25k
INV-2026-00183,VEN070,recruitment,10228.26,2025-11-15,manager_under_25k
INV-2026-00582,VEN069,audit and tax,16483.96,2025-11-15,manager_under_25k
INV-2026-01425,VEN003,marketing services,36291.99,2025-11-15,cfo_over_25k
INV-2026-01644,VEN044,managed print,7533.07,2025-11-15,manager_under_25k
INV-2026-02244,VEN006,strategy consulting,117231.12,2025-11-15,cfo_over_25k
INV-2026-02436,VEN011,market research,8826.05,2025-11-15,manager_under_25k
INV-2026-02727,VEN035,couriers,17663.33,2025-11-15,manager_under_25k
INV-2026-02751,VEN030,cloud hosting,21803.62,2025-11-15,manager_under_25k
INV-2026-00481,VEN006,strategy consulting,112712.23,2025-11-16,cfo_over_25k
INV-2026-00603,VEN036,security services,10258.22,2025-11-16,manager_under_25k
INV-2026-00715,VEN038,marketing services,14355.6,2025-11-16,manager_under_25k
INV-2026-00754,VEN070,recruitment,13243.9,2025-11-16,manager_under_25k
INV-2026-00900,VEN046,legal advisory,30836.1,2025-11-16,cfo_over_25k
INV-2026-02267,VEN047,insurance broking,18698.08,2025-11-16,manager_under_25k
INV-2026-02680,VEN034,legal advisory,32015.24,2025-11-16,cfo_over_25k
INV-2026-00242,VEN006,strategy consulting,67062.71,2025-11-17,cfo_over_25k
INV-2026-01376,VEN030,cloud hosting,19730.29,2025-11-17,manager_under_25k
INV-2026-01959,VEN078,legal advisory,20641.12,2025-11-17,manager_under_25k
INV-2026-02566,VEN002,software licenses,21950.07,2025-11-17,manager_under_25k
INV-2026-02896,VEN061,software licenses,15078.48,2025-11-17,manager_under_25k
INV-2026-00140,VEN019,security services,25247.52,2025-11-18,cfo_over_25k
INV-2026-00379,VEN015,fleet lease,21221.06,2025-11-18,manager_under_25k
INV-2026-00459,VEN067,insurance broking,7114.22,2025-11-18,manager_under_25k
INV-2026-00675,VEN051,recruitment,19591.63,2025-11-18,manager_under_25k
INV-2026-01162,VEN032,software licenses,39083.16,2025-11-18,cfo_over_25k
INV-2026-02182,VEN008,telecoms,27699.24,2025-11-18,cfo_over_25k
INV-2026-02595,VEN032,software licenses,32920.61,2025-11-18,cfo_over_25k
INV-2026-00232,VEN028,strategy consulting,34958.54,2025-11-19,cfo_over_25k
INV-2026-00865,VEN006,strategy consulting,66455.16,2025-11-19,cfo_over_25k
INV-2026-00294,VEN023,IT support,28740.47,2025-11-20,cfo_over_25k
INV-2026-00454,VEN013,audit and tax,50047.02,2025-11-20,cfo_over_25k
INV-2026-01674,VEN006,strategy consulting,70292.35,2025-11-20,cfo_over_25k
INV-2026-01919,VEN060,legal advisory,22221.81,2025-11-20,manager_under_25k
INV-2026-02638,VEN006,strategy consulting,121760.25,2025-11-20,cfo_over_25k
INV-2026-02839,VEN052,IT support,11202.3,2025-11-20,manager_under_25k
INV-2026-00219,VEN016,utilities,30347.32,2025-11-21,cfo_over_25k
INV-2026-00601,VEN072,marketing services,11754.33,2025-11-21,manager_under_25k
INV-2026-01337,VEN079,software licenses,20924.32,2025-11-21,manager_under_25k
INV-2026-01792,VEN042,audit and tax,18661.97,2025-11-21,manager_under_25k
INV-2026-02262,VEN028,strategy consulting,55597.36,2025-11-21,cfo_over_25k
INV-2026-02975,VEN027,corporate travel,25577.12,2025-11-21,cfo_over_25k
INV-2026-00189,VEN063,cloud hosting,19166.8,2025-11-22,manager_under_25k
INV-2026-00414,VEN012,insurance broking,35015.23,2025-11-22,cfo_over_25k
INV-2026-00567,VEN002,software licenses,20331.21,2025-11-22,manager_under_25k
INV-2026-00653,VEN071,IT support,19403.6,2025-11-22,manager_under_25k
INV-2026-00721,VEN070,recruitment,11432.93,2025-11-22,manager_under_25k
INV-2026-01114,VEN043,utilities,41425.46,2025-11-22,cfo_over_25k
INV-2026-01314,VEN016,utilities,25679.22,2025-11-22,cfo_over_25k
INV-2026-01874,VEN057,marketing services,21355.47,2025-11-22,manager_under_25k
INV-2026-02633,VEN052,IT support,13864.31,2025-11-22,manager_under_25k
INV-2026-00950,VEN010,cloud hosting,25482.83,2025-11-23,cfo_over_25k
INV-2026-01233,VEN019,security services,12977.08,2025-11-23,manager_under_25k
INV-2026-01768,VEN006,strategy consulting,83620.56,2025-11-23,cfo_over_25k
INV-2026-01998,VEN059,corporate travel,16370.19,2025-11-23,manager_under_25k
INV-2026-02101,VEN029,HR advisory,25575.94,2025-11-23,cfo_over_25k
INV-2026-02158,VEN003,marketing services,24934.84,2025-11-23,manager_under_25k
INV-2026-02253,VEN024,marketing services,20310.58,2025-11-23,manager_under_25k
INV-2026-02379,VEN043,utilities,15898.96,2025-11-23,manager_under_25k
INV-2026-02867,VEN010,cloud hosting,45813.56,2025-11-23,cfo_over_25k
INV-2026-02927,VEN050,industrial consumables,13161.03,2025-11-23,manager_under_25k
INV-2026-00176,VEN022,legal advisory,14617.26,2025-11-24,manager_under_25k
INV-2026-00234,VEN011,market research,18397.1,2025-11-24,manager_under_25k
INV-2026-00833,VEN029,HR advisory,25469.72,2025-11-24,cfo_over_25k
INV-2026-00907,VEN075,training services,7969.64,2025-11-24,manager_under_25k
INV-2026-01436,VEN038,marketing services,14889.84,2025-11-24,manager_under_25k
INV-2026-01622,VEN034,legal advisory,34956.17,2025-11-24,cfo_over_25k
INV-2026-01995,VEN004,legal advisory,34763.41,2025-11-24,cfo_over_25k
INV-2026-02100,VEN003,marketing services,24650.63,2025-11-24,manager_under_25k
INV-2026-02171,VEN006,strategy consulting,69259.11,2025-11-24,cfo_over_25k
INV-2026-02179,VEN012,insurance broking,26302.15,2025-11-24,cfo_over_25k
INV-2026-02458,VEN006,strategy consulting,74438.48,2025-11-24,cfo_over_25k
INV-2026-02821,VEN057,marketing services,11874.49,2025-11-24,manager_under_25k
INV-2026-00241,VEN051,recruitment,13566.38,2025-11-25,manager_under_25k
INV-2026-00264,VEN032,software licenses,38740.69,2025-11-25,cfo_over_25k
INV-2026-01046,VEN067,insurance broking,17503.86,2025-11-25,manager_under_25k
INV-2026-01127,VEN004,legal advisory,53938.73,2025-11-25,cfo_over_25k
INV-2026-01806,VEN067,insurance broking,21338.78,2025-11-25,manager_under_25k
INV-2026-01949,VEN005,managed print,12363.62,2025-11-25,manager_under_25k
INV-2026-02056,VEN018,recruitment,43725.34,2025-11-25,cfo_over_25k
INV-2026-02466,VEN015,fleet lease,61284.9,2025-11-25,cfo_over_25k
INV-2026-02560,VEN076,utilities,13802.43,2025-11-25,manager_under_25k
INV-2026-02971,VEN013,audit and tax,24150.37,2025-11-25,manager_under_25k
INV-2026-00969,VEN078,legal advisory,31567.61,2025-11-26,cfo_over_25k
INV-2026-01590,VEN030,cloud hosting,26065.26,2025-11-26,cfo_over_25k
INV-2026-02302,VEN058,security services,10402.39,2025-11-26,manager_under_25k
INV-2026-02580,VEN026,cloud hosting,31511.85,2025-11-26,cfo_over_25k
INV-2026-02816,VEN016,utilities,28385.55,2025-11-26,cfo_over_25k
INV-2026-00043,VEN004,legal advisory,60116.52,2025-11-27,cfo_over_25k
INV-2026-00147,VEN015,fleet lease,21445.53,2025-11-27,manager_under_25k
INV-2026-00158,VEN054,marketing services,38150.38,2025-11-27,cfo_over_25k
INV-2026-00953,VEN018,recruitment,27007.17,2025-11-27,cfo_over_25k
INV-2026-01060,VEN006,strategy consulting,48014.2,2025-11-27,cfo_over_25k
INV-2026-01315,VEN012,insurance broking,19340.68,2025-11-27,manager_under_25k
INV-2026-01720,VEN006,strategy consulting,106545.58,2025-11-27,cfo_over_25k
INV-2026-01823,VEN052,IT support,12821.39,2025-11-27,manager_under_25k
INV-2026-02122,VEN008,telecoms,45440.67,2025-11-27,cfo_over_25k
INV-2026-02172,VEN046,legal advisory,18126.14,2025-11-27,manager_under_25k
INV-2026-02174,VEN078,legal advisory,24242.82,2025-11-27,manager_under_25k
INV-2026-02953,VEN034,legal advisory,34589.98,2025-11-27,cfo_over_25k
INV-2026-00220,VEN034,legal advisory,38983.51,2025-11-28,cfo_over_25k
INV-2026-00923,VEN065,office supplies,7591.96,2025-11-28,manager_under_25k
INV-2026-02023,VEN013,audit and tax,54112.18,2025-11-28,cfo_over_25k
INV-2026-02118,VEN026,cloud hosting,39208.84,2025-11-28,cfo_over_25k
INV-2026-02157,VEN030,cloud hosting,20357.38,2025-11-28,manager_under_25k
INV-2026-02168,VEN076,utilities,32048.24,2025-11-28,cfo_over_25k
INV-2026-02724,VEN070,recruitment,23219.4,2025-11-28,manager_under_25k
INV-2026-00027,VEN029,HR advisory,14158.22,2025-11-29,manager_under_25k
INV-2026-00138,VEN064,managed print,4388.98,2025-11-29,manager_under_25k
INV-2026-00656,VEN023,IT support,19682.02,2025-11-29,manager_under_25k
INV-2026-00830,VEN058,security services,16831.96,2025-11-29,manager_under_25k
INV-2026-01014,VEN033,audit and tax,26219.45,2025-11-29,cfo_over_25k
INV-2026-01269,VEN015,fleet lease,37718.9,2025-11-29,cfo_over_25k
