shipment_id,carrier_id,from_location,to_location,total_usd,ship_date
SH-LOG-01891,CAR009,Long Beach,Singapore,3088.65,2025-11-16
SH-LOG-02119,CAR013,Seattle,Portland,4345.73,2025-11-16
SH-LOG-02489,CAR012,Dallas,Atlanta,2115.47,2025-11-16
SH-LOG-02719,CAR013,Denver,Salt Lake City,3999.97,2025-11-16
SH-LOG-02849,CAR010,Seattle,Portland,4339.07,2025-11-16
SH-LOG-02940,CAR006,Long Beach,Shanghai,3171.46,2025-11-16
SH-LOG-03240,CAR014,Savannah,Rotterdam,1737.5,2025-11-16
SH-LOG-03605,CAR013,Chicago,Indianapolis,2079.89,2025-11-16
SH-LOG-04145,CAR013,Dallas,San Antonio,2016.62,2025-11-16
SH-LOG-04907,CAR013,Seattle,Portland,3483.21,2025-11-16
SH-LOG-00107,CAR012,Dallas,Atlanta,2878.4,2025-11-17
SH-LOG-00229,CAR007,JFK,Dubai,6289.4,2025-11-17
SH-LOG-00302,CAR008,Los Angeles,Phoenix,3078.42,2025-11-17
SH-LOG-00342,CAR005,Dallas,San Antonio,2583.46,2025-11-17
SH-LOG-00432,CAR016,Denver,Salt Lake City,4517.58,2025-11-17
SH-LOG-01218,CAR007,JFK,Los Angeles,7002.62,2025-11-17
SH-LOG-01446,CAR020,Chicago,Milwaukee,1310.17,2025-11-17
SH-LOG-02209,CAR007,JFK,Dubai,5958.63,2025-11-17
SH-LOG-02302,CAR015,JFK,Dubai,5605.64,2025-11-17
SH-LOG-02502,CAR005,Chicago,Detroit,2518.46,2025-11-17
SH-LOG-02785,CAR008,Chicago,Houston,2745.07,2025-11-17
SH-LOG-02787,CAR005,Chicago,Detroit,3162.54,2025-11-17
SH-LOG-03159,CAR013,Chicago,Milwaukee,1104.93,2025-11-17
SH-LOG-03334,CAR014,Newark,Hamburg,2413.77,2025-11-17
SH-LOG-03670,CAR018,Multiple US,Multiple US,12759.34,2025-11-17
SH-LOG-04074,CAR002,Long Beach,Shanghai,3147.86,2025-11-17
SH-LOG-04093,CAR015,JFK,Singapore,10099.02,2025-11-17
SH-LOG-04241,CAR013,Detroit,Cleveland,427.27,2025-11-17
SH-LOG-04292,CAR003,JFK,Singapore,9716.08,2025-11-17
SH-LOG-04985,CAR020,Chicago,Indianapolis,2243.51,2025-11-17
SH-LOG-00197,CAR012,Chicago,Indianapolis,1804.54,2025-11-18
SH-LOG-00409,CAR003,JFK,Dubai,5588.34,2025-11-18
SH-LOG-00834,CAR013,Denver,Salt Lake City,3624.14,2025-11-18
SH-LOG-00939,CAR002,Newark,Hamburg,2787.93,2025-11-18
SH-LOG-01003,CAR002,Newark,Hamburg,2799.73,2025-11-18
SH-LOG-01164,CAR020,Detroit,Cleveland,542.2,2025-11-18
SH-LOG-01209,CAR001,Chicago,Milwaukee,1719.8,2025-11-18
SH-LOG-02418,CAR007,JFK,Singapore,9841.29,2025-11-18
SH-LOG-02600,CAR006,Long Beach,Singapore,3038.43,2025-11-18
SH-LOG-02760,CAR003,JFK,Dubai,6155.02,2025-11-18
SH-LOG-04135,CAR006,Newark,Hamburg,2779.57,2025-11-18
SH-LOG-04177,CAR009,Savannah,Rotterdam,1765.7,2025-11-18
SH-LOG-04221,CAR007,O'Hare,Dallas-Fort Worth,4922.9,2025-11-18
SH-LOG-00674,CAR013,Seattle,Portland,3641.83,2025-11-19
SH-LOG-00867,CAR019,JFK,Dubai,5988.42,2025-11-19
SH-LOG-01118,CAR013,Chicago,Milwaukee,1251.75,2025-11-19
SH-LOG-01243,CAR001,Chicago,Milwaukee,1265.16,2025-11-19
SH-LOG-01427,CAR001,Denver,Salt Lake City,4507.98,2025-11-19
SH-LOG-01566,CAR017,Savannah,Rotterdam,1429.04,2025-11-19
SH-LOG-01832,CAR009,Newark,Hamburg,2427.94,2025-11-19
SH-LOG-02421,CAR020,Chicago,Houston,2452.12,2025-11-19
SH-LOG-02497,CAR013,Chicago,Indianapolis,2229.47,2025-11-19
SH-LOG-02827,CAR017,Long Beach,Singapore,3199.9,2025-11-19
SH-LOG-02985,CAR003,JFK,Dubai,6301.8,2025-11-19
SH-LOG-03460,CAR013,Detroit,Cleveland,352.83,2025-11-19
SH-LOG-04250,CAR006,Newark,Hamburg,2513.36,2025-11-19
SH-LOG-04438,CAR007,O'Hare,Dallas-Fort Worth,4670.05,2025-11-19
SH-LOG-04612,CAR006,Long Beach,Singapore,3207.91,2025-11-19
SH-LOG-04767,CAR013,Seattle,Portland,3896.94,2025-11-19
SH-LOG-04847,CAR017,Savannah,Rotterdam,1314.83,2025-11-19
SH-LOG-00658,CAR015,JFK,Dubai,6075.71,2025-11-20
SH-LOG-01119,CAR013,Los Angeles,Phoenix,2839.21,2025-11-20
SH-LOG-01135,CAR007,O'Hare,Dallas-Fort Worth,4869.25,2025-11-20
SH-LOG-01515,CAR013,Los Angeles,Phoenix,3625.52,2025-11-20
SH-LOG-02023,CAR006,Long Beach,Singapore,2895.25,2025-11-20
SH-LOG-02852,CAR013,Detroit,Cleveland,591.05,2025-11-20
SH-LOG-02951,CAR015,JFK,Dubai,5532.27,2025-11-20
SH-LOG-03091,CAR003,JFK,Los Angeles,7001.59,2025-11-20
SH-LOG-03259,CAR002,Long Beach,Hong Kong,3519.47,2025-11-20
SH-LOG-03487,CAR013,Chicago,Milwaukee,1483.21,2025-11-20
SH-LOG-04081,CAR006,Savannah,Rotterdam,1459.88,2025-11-20
SH-LOG-04358,CAR005,Detroit,Cleveland,567.92,2025-11-20
SH-LOG-04760,CAR006,Long Beach,Shanghai,3327.1,2025-11-20
SH-LOG-04853,CAR013,Chicago,Detroit,2526.07,2025-11-20
SH-LOG-00776,CAR005,Chicago,Houston,3047.28,2025-11-21
SH-LOG-01021,CAR001,Chicago,Detroit,3318.2,2025-11-21
SH-LOG-01582,CAR019,JFK,Singapore,9424.56,2025-11-21
SH-LOG-01643,CAR013,Los Angeles,Phoenix,3114.86,2025-11-21
SH-LOG-01997,CAR006,Newark,Hamburg,2840.46,2025-11-21
SH-LOG-02158,CAR013,Chicago,Milwaukee,1524.69,2025-11-21
SH-LOG-03267,CAR002,Long Beach,Singapore,2813.65,2025-11-21
SH-LOG-04144,CAR013,Chicago,Indianapolis,2187.97,2025-11-21
SH-LOG-04503,CAR004,Multiple US,Multiple US,15883.97,2025-11-21
SH-LOG-04587,CAR015,JFK,Los Angeles,7469.54,2025-11-21
SH-LOG-00115,CAR007,JFK,Dubai,6374.25,2025-11-22
SH-LOG-00692,CAR011,Long Beach,Hong Kong,3208.28,2025-11-22
SH-LOG-00954,CAR020,Seattle,Portland,3739.94,2025-11-22
SH-LOG-00988,CAR015,JFK,Singapore,9255.16,2025-11-22
SH-LOG-01083,CAR009,Long Beach,Hong Kong,3203.96,2025-11-22
SH-LOG-01105,CAR013,Chicago,Milwaukee,1364.09,2025-11-22
SH-LOG-02097,CAR002,Savannah,Rotterdam,1762.03,2025-11-22
SH-LOG-02437,CAR006,Long Beach,Singapore,2938.87,2025-11-22
SH-LOG-02856,CAR004,Multiple US,Multiple US,11107.11,2025-11-22
SH-LOG-03096,CAR003,JFK,Los Angeles,7312.69,2025-11-22
SH-LOG-03280,CAR005,Detroit,Cleveland,376.25,2025-11-22
SH-LOG-03372,CAR019,JFK,Los Angeles,7131.5,2025-11-22
SH-LOG-03513,CAR019,JFK,Dubai,6013.6,2025-11-22
SH-LOG-03871,CAR002,Newark,Hamburg,2552.54,2025-11-22
SH-LOG-04033,CAR001,Chicago,Milwaukee,1613.15,2025-11-22
SH-LOG-04203,CAR011,Long Beach,Hong Kong,3150.92,2025-11-22
SH-LOG-04223,CAR013,Chicago,Houston,2976.69,2025-11-22
SH-LOG-04504,CAR005,Chicago,Indianapolis,1896.26,2025-11-22
SH-LOG-04953,CAR001,Denver,Salt Lake City,4426.75,2025-11-22
SH-LOG-00819,CAR020,Seattle,Portland,3515.54,2025-11-23
SH-LOG-01538,CAR002,Long Beach,Shanghai,3221.43,2025-11-23
SH-LOG-01709,CAR006,Long Beach,Hong Kong,3483.0,2025-11-23
SH-LOG-01878,CAR013,Chicago,Detroit,2852.81,2025-11-23
SH-LOG-01990,CAR013,Denver,Salt Lake City,4522.6,2025-11-23
SH-LOG-02007,CAR007,JFK,Singapore,9682.42,2025-11-23
SH-LOG-02399,CAR006,Newark,Hamburg,2801.17,2025-11-23
SH-LOG-02637,CAR008,Chicago,Milwaukee,1795.6,2025-11-23
SH-LOG-03517,CAR006,Long Beach,Singapore,2957.45,2025-11-23
SH-LOG-04136,CAR016,Dallas,San Antonio,2673.39,2025-11-23
SH-LOG-04572,CAR003,O'Hare,Dallas-Fort Worth,4669.45,2025-11-23
SH-LOG-04690,CAR005,Detroit,Cleveland,477.32,2025-11-23
SH-LOG-04993,CAR015,JFK,Dubai,5467.41,2025-11-23
SH-LOG-00102,CAR003,JFK,Singapore,9590.85,2025-11-24
SH-LOG-00258,CAR017,Savannah,Rotterdam,1485.85,2025-11-24
SH-LOG-00268,CAR002,Long Beach,Hong Kong,3332.22,2025-11-24
SH-LOG-00945,CAR001,Denver,Salt Lake City,4248.72,2025-11-24
SH-LOG-01129,CAR016,Detroit,Cleveland,335.91,2025-11-24
SH-LOG-01469,CAR009,Long Beach,Hong Kong,3442.58,2025-11-24
SH-LOG-02203,CAR013,Dallas,San Antonio,2424.89,2025-11-24
SH-LOG-02367,CAR013,Los Angeles,Phoenix,3190.92,2025-11-24
SH-LOG-02523,CAR013,Chicago,Milwaukee,1178.37,2025-11-24
SH-LOG-03085,CAR009,Newark,Hamburg,2793.45,2025-11-24
SH-LOG-03218,CAR009,Newark,Hamburg,2773.13,2025-11-24
SH-LOG-03434,CAR002,Savannah,Rotterdam,1371.95,2025-11-24
SH-LOG-03843,CAR013,Los Angeles,Phoenix,3687.18,2025-11-24
SH-LOG-03870,CAR017,Long Beach,Hong Kong,3508.99,2025-11-24
SH-LOG-03991,CAR001,Los Angeles,Phoenix,3187.29,2025-11-24
SH-LOG-04386,CAR013,Denver,Salt Lake City,4160.18,2025-11-24
SH-LOG-04460,CAR014,Newark,Hamburg,2608.63,2025-11-24
SH-LOG-04600,CAR006,Long Beach,Shanghai,3251.16,2025-11-24
SH-LOG-04748,CAR001,Detroit,Cleveland,333.56,2025-11-24
SH-LOG-00474,CAR007,JFK,Dubai,5821.14,2025-11-25
SH-LOG-01833,CAR012,Denver,Salt Lake City,4568.84,2025-11-25
SH-LOG-02857,CAR012,Dallas,Atlanta,2109.97,2025-11-25
SH-LOG-02930,CAR017,Long Beach,Singapore,2971.27,2025-11-25
SH-LOG-03052,CAR013,Los Angeles,Phoenix,2942.92,2025-11-25
SH-LOG-03294,CAR010,Detroit,Cleveland,574.84,2025-11-25
SH-LOG-03716,CAR013,Chicago,Indianapolis,2303.98,2025-11-25
SH-LOG-03751,CAR005,Chicago,Milwaukee,1588.98,2025-11-25
SH-LOG-04514,CAR001,Seattle,Portland,4165.29,2025-11-25
SH-LOG-04535,CAR020,Chicago,Indianapolis,2221.48,2025-11-25
SH-LOG-00108,CAR011,Savannah,Rotterdam,1675.64,2025-11-26
SH-LOG-00665,CAR016,Chicago,Indianapolis,1865.39,2025-11-26
SH-LOG-01493,CAR015,JFK,Singapore,9556.13,2025-11-26
SH-LOG-01831,CAR002,Long Beach,Singapore,3269.44,2025-11-26
SH-LOG-02529,CAR017,Long Beach,Shanghai,3223.7,2025-11-26
SH-LOG-02717,CAR005,Chicago,Detroit,3094.83,2025-11-26
SH-LOG-02824,CAR009,Savannah,Rotterdam,1344.41,2025-11-26
SH-LOG-02896,CAR009,Savannah,Rotterdam,1331.05,2025-11-26
SH-LOG-04108,CAR001,Dallas,Atlanta,2335.93,2025-11-26
SH-LOG-04443,CAR006,Savannah,Rotterdam,1535.45,2025-11-26
SH-LOG-04741,CAR005,Chicago,Detroit,2412.86,2025-11-26
SH-LOG-04850,CAR001,Chicago,Indianapolis,2036.83,2025-11-26
SH-LOG-04957,CAR018,Multiple US,Multiple US,13939.85,2025-11-26
SH-LOG-00055,CAR013,Chicago,Milwaukee,1124.38,2025-11-27
SH-LOG-00757,CAR019,JFK,Singapore,9515.57,2025-11-27
SH-LOG-02313,CAR009,Long Beach,Singapore,3072.35,2025-11-27
SH-LOG-02389,CAR013,Los Angeles,Phoenix,3474.4,2025-11-27
SH-LOG-02471,CAR006,Savannah,Rotterdam,1579.17,2025-11-27
SH-LOG-02558,CAR018,Multiple US,Multiple US,15472.5,2025-11-27
SH-LOG-02830,CAR009,Long Beach,Singapore,3297.13,2025-11-27
SH-LOG-02982,CAR020,Chicago,Indianapolis,1882.04,2025-11-27
SH-LOG-03124,CAR018,Multiple US,Multiple US,10636.13,2025-11-27
SH-LOG-03127,CAR013,Seattle,Portland,3565.75,2025-11-27
SH-LOG-03391,CAR020,Chicago,Indianapolis,2207.4,2025-11-27
SH-LOG-03483,CAR009,Long Beach,Hong Kong,3313.95,2025-11-27
SH-LOG-03639,CAR013,Los Angeles,Phoenix,3120.27,2025-11-27
SH-LOG-03824,CAR006,Savannah,Rotterdam,1767.37,2025-11-27
SH-LOG-03891,CAR013,Seattle,Portland,4232.07,2025-11-27
SH-LOG-01060,CAR010,Detroit,Cleveland,432.7,2025-11-28
SH-LOG-01319,CAR006,Savannah,Rotterdam,1666.44,2025-11-28
SH-LOG-01503,CAR006,Long Beach,Shanghai,3395.06,2025-11-28
SH-LOG-02568,CAR008,Denver,Salt Lake City,4371.7,2025-11-28
SH-LOG-03187,CAR001,Los Angeles,Phoenix,3619.4,2025-11-28
SH-LOG-03223,CAR001,Los Angeles,Phoenix,3525.2,2025-11-28
SH-LOG-03702,CAR015,JFK,Dubai,6051.21,2025-11-28
SH-LOG-03755,CAR006,Long Beach,Hong Kong,3287.28,2025-11-28
SH-LOG-04482,CAR005,Dallas,Atlanta,2987.18,2025-11-28
SH-LOG-04631,CAR009,Newark,Hamburg,2751.74,2025-11-28
SH-LOG-00064,CAR020,Chicago,Houston,2985.49,2025-11-29
SH-LOG-00196,CAR016,Denver,Salt Lake City,4049.71,2025-11-29
SH-LOG-00951,CAR006,Savannah,Rotterdam,1568.54,2025-11-29
SH-LOG-01431,CAR014,Savannah,Rotterdam,1485.98,2025-11-29
SH-LOG-01583,CAR015,JFK,Los Angeles,7438.59,2025-11-29
SH-LOG-02226,CAR003,JFK,Dubai,5894.65,2025-11-29
SH-LOG-02288,CAR007,JFK,Los Angeles,7360.27,2025-11-29
SH-LOG-02550,CAR001,Seattle,Portland,4312.87,2025-11-29
SH-LOG-03120,CAR013,Chicago,Houston,2713.49,2025-11-29
SH-LOG-03214,CAR020,Chicago,Detroit,3211.91,2025-11-29
SH-LOG-03803,CAR011,Long Beach,Singapore,2920.05,2025-11-29
SH-LOG-03829,CAR009,Long Beach,Hong Kong,3475.04,2025-11-29
SH-LOG-04031,CAR006,Savannah,Rotterdam,1535.19,2025-11-29
SH-LOG-04381,CAR006,Long Beach,Shanghai,3239.84,2025-11-29
SH-LOG-04837,CAR006,Long Beach,Hong Kong,3137.42,2025-11-29
SH-LOG-04860,CAR013,Dallas,Atlanta,2953.24,2025-11-29
SH-LOG-00032,CAR014,Newark,Hamburg,2453.93,2025-11-30
SH-LOG-00415,CAR014,Savannah,Rotterdam,1772.12,2025-11-30
SH-LOG-00925,CAR013,Chicago,Indianapolis,1929.49,2025-11-30
SH-LOG-01029,CAR013,Detroit,Cleveland,383.3,2025-11-30
SH-LOG-01611,CAR006,Savannah,Rotterdam,1430.83,2025-11-30
SH-LOG-02753,CAR009,Long Beach,Shanghai,3130.93,2025-11-30
SH-LOG-03589,CAR018,Multiple US,Multiple US,15660.33,2025-11-30
SH-LOG-03785,CAR005,Dallas,Atlanta,2558.31,2025-11-30
SH-LOG-03876,CAR014,Long Beach,Shanghai,3249.8,2025-11-30
SH-LOG-04159,CAR013,Chicago,Milwaukee,1470.57,2025-11-30
SH-LOG-04392,CAR013,Seattle,Portland,3700.42,2025-11-30
SH-LOG-04749,CAR013,Los Angeles,Phoenix,2923.97,2025-11-30
SH-LOG-00871,CAR015,O'Hare,Dallas-Fort Worth,4520.04,2025-12-01
SH-LOG-00922,CAR004,Multiple US,Multiple US,10085.27,2025-12-01
SH-LOG-01322,CAR019,O'Hare,Dallas-Fort Worth,5049.93,2025-12-01
SH-LOG-01449,CAR013,Chicago,Milwaukee,1398.14,2025-12-01
SH-LOG-01511,CAR005,Seattle,Portland,4335.56,2025-12-01
SH-LOG-01663,CAR007,JFK,Singapore,9923.99,2025-12-01
SH-LOG-01719,CAR020,Chicago,Indianapolis,1831.13,2025-12-01
SH-LOG-02043,CAR013,Chicago,Houston,2870.33,2025-12-01
SH-LOG-02734,CAR013,Chicago,Detroit,3218.79,2025-12-01
SH-LOG-02768,CAR020,Denver,Salt Lake City,4011.9,2025-12-01
SH-LOG-02960,CAR013,Chicago,Houston,2846.98,2025-12-01
SH-LOG-02999,CAR017,Long Beach,Hong Kong,3390.37,2025-12-01
SH-LOG-03125,CAR003,JFK,Los Angeles,6968.32,2025-12-01
SH-LOG-03260,CAR013,Chicago,Detroit,2542.79,2025-12-01
SH-LOG-03307,CAR006,Newark,Hamburg,2564.26,2025-12-01
SH-LOG-03582,CAR006,Savannah,Rotterdam,1764.52,2025-12-01
SH-LOG-03653,CAR003,JFK,Los Angeles,7474.38,2025-12-01
SH-LOG-03999,CAR006,Savannah,Rotterdam,1530.49,2025-12-01
SH-LOG-04242,CAR013,Denver,Salt Lake City,4598.21,2025-12-01
SH-LOG-00547,CAR009,Long Beach,Shanghai,3309.92,2025-12-02
SH-LOG-01150,CAR019,JFK,Singapore,8872.87,2025-12-02
SH-LOG-01476,CAR013,Seattle,Portland,3565.14,2025-12-02
SH-LOG-01559,CAR017,Newark,Hamburg,2706.7,2025-12-02
SH-LOG-01838,CAR006,Long Beach,Shanghai,3220.49,2025-12-02
SH-LOG-01956,CAR019,JFK,Los Angeles,7551.9,2025-12-02
SH-LOG-02017,CAR017,Long Beach,Shanghai,3277.69,2025-12-02
SH-LOG-02259,CAR012,Chicago,Indianapolis,2303.28,2025-12-02
SH-LOG-02306,CAR006,Savannah,Rotterdam,1787.71,2025-12-02
SH-LOG-02397,CAR013,Chicago,Houston,2370.73,2025-12-02
SH-LOG-02630,CAR016,Chicago,Detroit,2525.44,2025-12-02
SH-LOG-03040,CAR007,O'Hare,Dallas-Fort Worth,5073.49,2025-12-02
SH-LOG-03083,CAR002,Long Beach,Singapore,2927.38,2025-12-02
SH-LOG-03722,CAR012,Seattle,Portland,3700.77,2025-12-02
SH-LOG-00484,CAR018,Multiple US,Multiple US,15622.73,2025-12-03
SH-LOG-00726,CAR019,JFK,Singapore,9368.95,2025-12-03
SH-LOG-00837,CAR013,Chicago,Milwaukee,1630.94,2025-12-03
SH-LOG-00938,CAR007,JFK,Singapore,9994.91,2025-12-03
SH-LOG-02933,CAR009,Newark,Hamburg,2850.0,2025-12-03
SH-LOG-03027,CAR005,Dallas,Atlanta,2265.87,2025-12-03
SH-LOG-03254,CAR002,Long Beach,Shanghai,3125.09,2025-12-03
SH-LOG-03671,CAR004,Multiple US,Multiple US,11104.45,2025-12-03
SH-LOG-03931,CAR005,Chicago,Indianapolis,2368.9,2025-12-03
SH-LOG-04202,CAR005,Seattle,Portland,3622.66,2025-12-03
SH-LOG-04237,CAR006,Long Beach,Shanghai,3244.44,2025-12-03
SH-LOG-00017,CAR007,JFK,Los Angeles,7793.76,2025-12-04
SH-LOG-00251,CAR007,JFK,Singapore,9971.15,2025-12-04
SH-LOG-00327,CAR005,Chicago,Milwaukee,1254.97,2025-12-04
SH-LOG-00651,CAR015,O'Hare,Dallas-Fort Worth,5098.82,2025-12-04
SH-LOG-00774,CAR002,Long Beach,Singapore,3135.58,2025-12-04
SH-LOG-01041,CAR005,Dallas,Atlanta,2473.55,2025-12-04
SH-LOG-01074,CAR006,Long Beach,Hong Kong,3120.19,2025-12-04
SH-LOG-01842,CAR005,Dallas,Atlanta,2446.81,2025-12-04
SH-LOG-03341,CAR006,Long Beach,Shanghai,3477.51,2025-12-04
SH-LOG-03742,CAR018,Multiple US,Multiple US,10893.92,2025-12-04
SH-LOG-04746,CAR006,Long Beach,Singapore,3087.16,2025-12-04
SH-LOG-00086,CAR007,JFK,Dubai,5615.21,2025-12-05
SH-LOG-00293,CAR002,Savannah,Rotterdam,1453.52,2025-12-05
SH-LOG-00759,CAR020,Detroit,Cleveland,332.42,2025-12-05
SH-LOG-00796,CAR009,Savannah,Rotterdam,1370.82,2025-12-05
SH-LOG-01453,CAR016,Chicago,Milwaukee,1745.38,2025-12-05
SH-LOG-01473,CAR005,Dallas,Atlanta,2785.98,2025-12-05
SH-LOG-01560,CAR009,Long Beach,Shanghai,3163.44,2025-12-05
SH-LOG-02099,CAR014,Newark,Hamburg,2601.11,2025-12-05
SH-LOG-03118,CAR013,Chicago,Milwaukee,1299.99,2025-12-05
SH-LOG-03364,CAR014,Newark,Hamburg,2506.56,2025-12-05
SH-LOG-03408,CAR013,Chicago,Detroit,3191.55,2025-12-05
SH-LOG-03500,CAR013,Los Angeles,Phoenix,2943.2,2025-12-05
SH-LOG-03762,CAR019,JFK,Singapore,10129.75,2025-12-05
SH-LOG-04176,CAR003,JFK,Dubai,5440.9,2025-12-05
SH-LOG-00027,CAR003,JFK,Los Angeles,7552.05,2025-12-06
SH-LOG-00132,CAR013,Dallas,San Antonio,2643.29,2025-12-06
SH-LOG-01763,CAR001,Dallas,San Antonio,2348.17,2025-12-06
SH-LOG-01816,CAR003,JFK,Los Angeles,6930.58,2025-12-06
SH-LOG-01894,CAR016,Denver,Salt Lake City,4415.29,2025-12-06
SH-LOG-02172,CAR020,Seattle,Portland,3462.93,2025-12-06
SH-LOG-02268,CAR013,Chicago,Milwaukee,1507.99,2025-12-06
SH-LOG-02518,CAR019,O'Hare,Dallas-Fort Worth,4461.63,2025-12-06
SH-LOG-04235,CAR001,Chicago,Detroit,3157.98,2025-12-06
SH-LOG-00181,CAR013,Dallas,San Antonio,2277.92,2025-12-07
SH-LOG-00240,CAR014,Long Beach,Shanghai,3068.66,2025-12-07
SH-LOG-00334,CAR013,Chicago,Detroit,2747.3,2025-12-07
SH-LOG-00456,CAR006,Long Beach,Hong Kong,3112.65,2025-12-07
SH-LOG-00840,CAR019,JFK,Dubai,5730.15,2025-12-07
SH-LOG-01700,CAR013,Los Angeles,Phoenix,3747.0,2025-12-07
SH-LOG-02060,CAR007,JFK,Los Angeles,7336.82,2025-12-07
SH-LOG-02771,CAR005,Chicago,Indianapolis,2186.44,2025-12-07
SH-LOG-02990,CAR006,Long Beach,Shanghai,3173.43,2025-12-07
SH-LOG-03117,CAR003,JFK,Los Angeles,6896.37,2025-12-07
SH-LOG-03682,CAR019,JFK,Singapore,8974.72,2025-12-07
SH-LOG-03831,CAR013,Chicago,Indianapolis,2538.93,2025-12-07
SH-LOG-04130,CAR013,Denver,Salt Lake City,3833.36,2025-12-07
SH-LOG-04198,CAR006,Newark,Hamburg,2637.93,2025-12-07
SH-LOG-04620,CAR019,O'Hare,Dallas-Fort Worth,4449.15,2025-12-07
SH-LOG-04947,CAR007,JFK,Los Angeles,7117.34,2025-12-07
SH-LOG-00175,CAR008,Chicago,Houston,2919.98,2025-12-08
SH-LOG-01420,CAR001,Detroit,Cleveland,485.83,2025-12-08
SH-LOG-01562,CAR006,Savannah,Rotterdam,1545.01,2025-12-08
SH-LOG-01746,CAR001,Chicago,Milwaukee,1169.93,2025-12-08
SH-LOG-02082,CAR005,Seattle,Portland,3694.43,2025-12-08
SH-LOG-02478,CAR018,Multiple US,Multiple US,15113.81,2025-12-08
SH-LOG-03023,CAR007,JFK,Dubai,5457.58,2025-12-08
SH-LOG-03150,CAR005,Seattle,Portland,3950.49,2025-12-08
SH-LOG-03321,CAR014,Newark,Hamburg,2784.11,2025-12-08
SH-LOG-03406,CAR016,Denver,Salt Lake City,3794.24,2025-12-08
SH-LOG-03791,CAR007,JFK,Dubai,5887.32,2025-12-08
SH-LOG-04473,CAR013,Chicago,Detroit,3134.71,2025-12-08
SH-LOG-04781,CAR001,Denver,Salt Lake City,4163.53,2025-12-08
SH-LOG-04822,CAR001,Los Angeles,Phoenix,2856.79,2025-12-08
SH-LOG-04915,CAR005,Dallas,San Antonio,2521.08,2025-12-08
SH-LOG-00001,CAR003,JFK,Singapore,8917.56,2025-12-09
SH-LOG-00703,CAR013,Chicago,Milwaukee,1260.11,2025-12-09
SH-LOG-01789,CAR018,Multiple US,Multiple US,10006.58,2025-12-09
SH-LOG-01890,CAR018,Multiple US,Multiple US,11335.39,2025-12-09
SH-LOG-02724,CAR004,Multiple US,Multiple US,12541.96,2025-12-09
SH-LOG-02739,CAR018,Multiple US,Multiple US,13362.17,2025-12-09
SH-LOG-03075,CAR011,Long Beach,Shanghai,3428.16,2025-12-09
SH-LOG-03143,CAR006,Savannah,Rotterdam,1335.3,2025-12-09
SH-LOG-04379,CAR011,Long Beach,Shanghai,3161.99,2025-12-09
SH-LOG-04773,CAR008,Los Angeles,Phoenix,2882.46,2025-12-09
SH-LOG-04935,CAR005,Detroit,Cleveland,530.21,2025-12-09
SH-LOG-04944,CAR006,Long Beach,Shanghai,3336.92,2025-12-09
SH-LOG-00495,CAR013,Denver,Salt Lake City,4183.45,2025-12-10
SH-LOG-00712,CAR002,Long Beach,Singapore,3132.32,2025-12-10
SH-LOG-00775,CAR013,Detroit,Cleveland,554.88,2025-12-10
SH-LOG-00788,CAR007,O'Hare,Dallas-Fort Worth,4792.77,2025-12-10
SH-LOG-01367,CAR013,Chicago,Houston,2380.46,2025-12-10
SH-LOG-01724,CAR011,Savannah,Rotterdam,1467.0,2025-12-10
SH-LOG-02387,CAR013,Detroit,Cleveland,381.48,2025-12-10
SH-LOG-02581,CAR008,Seattle,Portland,3536.11,2025-12-10
SH-LOG-03690,CAR013,Dallas,Atlanta,2570.57,2025-12-10
SH-LOG-03827,CAR008,Chicago,Houston,2436.33,2025-12-10
SH-LOG-03998,CAR009,Long Beach,Singapore,3219.1,2025-12-10
SH-LOG-04123,CAR017,Savannah,Rotterdam,1632.7,2025-12-10
SH-LOG-00374,CAR020,Dallas,Atlanta,2119.9,2025-12-11
SH-LOG-00414,CAR013,Seattle,Portland,3720.32,2025-12-11
SH-LOG-00439,CAR013,Chicago,Indianapolis,1833.44,2025-12-11
SH-LOG-00650,CAR020,Los Angeles,Phoenix,3034.82,2025-12-11
SH-LOG-02580,CAR004,Multiple US,Multiple US,15982.19,2025-12-11
SH-LOG-02742,CAR015,JFK,Dubai,5972.6,2025-12-11
SH-LOG-02841,CAR001,Detroit,Cleveland,413.02,2025-12-11
SH-LOG-02902,CAR015,JFK,Singapore,9185.09,2025-12-11
SH-LOG-03044,CAR020,Chicago,Houston,2482.72,2025-12-11
SH-LOG-04029,CAR011,Savannah,Rotterdam,1551.19,2025-12-11
SH-LOG-04312,CAR013,Chicago,Detroit,2808.25,2025-12-11
SH-LOG-04327,CAR012,Denver,Salt Lake City,3808.83,2025-12-11
SH-LOG-04660,CAR016,Dallas,San Antonio,2624.57,2025-12-11
SH-LOG-00062,CAR013,Chicago,Houston,2803.64,2025-12-12
SH-LOG-00142,CAR006,Long Beach,Hong Kong,3265.33,2025-12-12
SH-LOG-00523,CAR005,Seattle,Portland,3666.67,2025-12-12
SH-LOG-00915,CAR001,Los Angeles,Phoenix,2840.54,2025-12-12
SH-LOG-01022,CAR002,Savannah,Rotterdam,1621.51,2025-12-12
SH-LOG-01316,CAR017,Newark,Hamburg,2653.22,2025-12-12
SH-LOG-01950,CAR013,Los Angeles,Phoenix,3390.93,2025-12-12
SH-LOG-01996,CAR020,Seattle,Portland,3675.79,2025-12-12
