transaction_id,date,supplier_id,supplier_name,category,subcategory,description,amount_usd,po_number,cost_center,department,payment_terms,invoice_status
TXN-00954,2025-11-25,SUP045,ProWeld Gases,mro,PPE,PPE - ProWeld Gases,6172.3,PO-582860,CC100,Manufacturing,net_30,pending
TXN-01078,2025-11-25,SUP005,Cascade Fasteners,direct-materials,machined parts,machined parts - Cascade Fasteners,17910.41,PO-596330,CC100,Quality,net_30,paid
TXN-02508,2025-11-25,SUP025,Bright Spark Energy,indirect,insurance,insurance - Bright Spark Energy,8178.2,PO-344435,CC500,Admin,net_45,paid
TXN-00134,2025-11-26,SUP048,CoreShield Insulation,mro,lubricants,lubricants - CoreShield Insulation,5723.63,PO-715870,CC200,Quality,net_15,paid
TXN-00772,2025-11-26,SUP012,Redwood Rubber,direct-materials,raw steel,raw steel - Redwood Rubber,36458.8,PO-423026,CC300,Quality,net_30,paid
TXN-01410,2025-11-26,SUP042,BearingPoint Mechanical,mro,bearings,bearings - BearingPoint Mechanical,7412.04,PO-676023,CC400,Admin,net_30,paid
TXN-02218,2025-11-26,SUP001,Great Lakes Steel,direct-materials,electronic components,electronic components - Great Lakes Steel,43281.71,PO-696948,CC200,Quality,net_45,pending
TXN-02386,2025-11-26,SUP029,Greenfield Facilities,indirect,facilities maintenance,facilities maintenance - Greenfield Facilities,6037.82,PO-180472,CC100,Engineering,net_30,pending
TXN-00520,2025-11-27,SUP044,LubeMax Industrial,mro,filtration,filtration - LubeMax Industrial,5227.34,PO-793805,CC100,Admin,net_30,paid
TXN-01235,2025-11-27,SUP016,Midwest Express,logistics,FTL domestic,FTL domestic - Midwest Express,7399.69,PO-129301,CC100,Engineering,net_30,pending
TXN-01415,2025-11-27,SUP036,Industrial Supply Co,mro,calibration services,calibration services - Industrial Supply Co,7788.65,PO-354276,CC200,Operations,net_30,paid
TXN-01503,2025-11-27,SUP032,Metro Print Services,indirect,IT services,IT services - Metro Print Services,9727.74,PO-225052,CC100,Quality,net_30,paid
TXN-00347,2025-11-28,SUP016,Midwest Express,logistics,ocean freight,ocean freight - Midwest Express,8559.0,PO-927406,CC400,Manufacturing,net_30,paid
TXN-00402,2025-11-28,SUP046,Atlas Abrasives,mro,bearings,bearings - Atlas Abrasives,4257.87,PO-835901,CC400,Manufacturing,net_30,paid
TXN-01072,2025-11-28,SUP050,Beacon Calibration,mro,flooring,flooring - Beacon Calibration,3975.69,PO-122876,CC100,Operations,net_30,pending
TXN-01138,2025-11-28,SUP011,Prairie Components,direct-materials,wire harness,wire harness - Prairie Components,36934.88,PO-682119,CC400,Manufacturing,net_30,paid
TXN-01422,2025-11-28,SUP033,Riverview Insurance,indirect,temp staffing,temp staffing - Riverview Insurance,4145.76,PO-812930,CC400,Admin,net_45,paid
TXN-01521,2025-11-28,SUP026,Helix Consulting,indirect,IT services,IT services - Helix Consulting,4601.23,PO-272172,CC300,Admin,net_30,paid
TXN-02068,2025-11-28,SUP019,Mountain Transport,logistics,last mile,last mile - Mountain Transport,8460.98,PO-834680,CC100,Engineering,net_30,paid
TXN-02496,2025-11-28,SUP045,ProWeld Gases,mro,electrical,electrical - ProWeld Gases,7928.47,PO-570815,CC400,Engineering,net_30,paid
TXN-00293,2025-11-29,SUP030,Nova Staffing,indirect,print services,print services - Nova Staffing,12612.75,PO-657772,CC400,Operations,net_30,paid
TXN-01675,2025-11-29,SUP027,Apex Legal Partners,indirect,catering,catering - Apex Legal Partners,7957.74,PO-518045,CC300,Manufacturing,net_45,paid
TXN-01698,2025-11-29,SUP047,SignalFire Detection,mro,PPE,PPE - SignalFire Detection,1110.76,PO-833222,CC100,Quality,net_30,paid
TXN-02186,2025-11-29,SUP032,Metro Print Services,indirect,catering,catering - Metro Print Services,8698.82,PO-193806,CC400,Engineering,net_30,paid
TXN-02394,2025-11-29,SUP032,Metro Print Services,indirect,catering,catering - Metro Print Services,11835.24,PO-900117,CC500,Operations,net_30,paid
TXN-00464,2025-11-30,SUP010,Keystone Coatings,direct-materials,raw steel,raw steel - Keystone Coatings,10016.68,PO-191884,CC300,Admin,net_15,paid
TXN-00907,2025-11-30,SUP022,Skybridge Air Cargo,logistics,warehousing,warehousing - Skybridge Air Cargo,14680.25,PO-889460,CC300,Admin,net_30,paid
TXN-00996,2025-11-30,SUP022,Skybridge Air Cargo,logistics,expedited,expedited - Skybridge Air Cargo,9014.03,PO-319927,CC300,Manufacturing,net_30,paid
TXN-01156,2025-11-30,SUP036,Industrial Supply Co,mro,industrial supplies,industrial supplies - Industrial Supply Co,7123.26,PO-772101,CC100,Engineering,net_30,paid
TXN-01253,2025-11-30,SUP014,Continental Freight,logistics,LTL domestic,LTL domestic - Continental Freight,8198.82,PO-860206,CC400,Engineering,net_45,paid
TXN-01257,2025-11-30,SUP031,Westside Catering,indirect,temp staffing,temp staffing - Westside Catering,1826.88,PO-995528,CC100,Engineering,net_15,paid
TXN-01268,2025-11-30,SUP013,Pinnacle Alloys,direct-materials,aluminum sheet,aluminum sheet - Pinnacle Alloys,40412.23,PO-365154,CC300,Admin,net_45,overdue
TXN-02305,2025-11-30,SUP010,Keystone Coatings,direct-materials,aluminum sheet,aluminum sheet - Keystone Coatings,18487.51,PO-906411,CC100,Quality,net_15,pending
TXN-00168,2025-12-01,SUP005,Cascade Fasteners,direct-materials,coatings,coatings - Cascade Fasteners,39898.07,PO-701253,CC400,Quality,net_30,paid
TXN-00388,2025-12-01,SUP020,Lakeshore Warehousing,logistics,air freight,air freight - Lakeshore Warehousing,18971.74,PO-787326,CC100,Manufacturing,net_30,paid
TXN-00395,2025-12-01,SUP038,Precision Tools USA,mro,HVAC parts,HVAC parts - Precision Tools USA,5975.07,PO-429780,CC200,Operations,net_30,paid
TXN-00038,2025-12-02,SUP001,Great Lakes Steel,direct-materials,electronic components,electronic components - Great Lakes Steel,19243.37,PO-923927,CC500,Admin,net_45,paid
TXN-00981,2025-12-02,SUP035,Prism Marketing,indirect,office supplies,office supplies - Prism Marketing,10519.23,PO-224921,CC400,Quality,net_15,paid
TXN-02172,2025-12-02,SUP040,AquaPure Filtration,mro,filtration,filtration - AquaPure Filtration,5896.79,PO-352371,CC200,Operations,net_30,paid
TXN-02259,2025-12-02,SUP029,Greenfield Facilities,indirect,office supplies,office supplies - Greenfield Facilities,5443.17,PO-150083,CC100,Engineering,net_30,paid
TXN-00331,2025-12-03,SUP023,Harbor Drayage,logistics,last mile,last mile - Harbor Drayage,15166.83,PO-294760,CC500,Quality,net_30,paid
TXN-00728,2025-12-03,SUP037,SafeGuard PPE,mro,electrical,electrical - SafeGuard PPE,4285.47,PO-403859,CC400,Operations,net_30,paid
TXN-00997,2025-12-03,SUP020,Lakeshore Warehousing,logistics,warehousing,warehousing - Lakeshore Warehousing,14102.07,PO-795684,CC500,Engineering,net_30,paid
TXN-01161,2025-12-03,SUP041,ThermaFlow HVAC,mro,flooring,flooring - ThermaFlow HVAC,1225.45,PO-947311,CC100,Admin,net_30,pending
TXN-01448,2025-12-03,SUP012,Redwood Rubber,direct-materials,composite panels,composite panels - Redwood Rubber,35075.79,PO-309160,CC400,Engineering,net_30,paid
TXN-01862,2025-12-03,SUP050,Beacon Calibration,mro,hydraulic parts,hydraulic parts - Beacon Calibration,5694.4,PO-122527,CC400,Admin,net_30,paid
TXN-02008,2025-12-03,SUP011,Prairie Components,direct-materials,wire harness,wire harness - Prairie Components,32407.1,PO-289074,CC400,Manufacturing,net_30,paid
TXN-02053,2025-12-03,SUP032,Metro Print Services,indirect,catering,catering - Metro Print Services,11512.61,PO-556243,CC200,Quality,net_30,overdue
TXN-02102,2025-12-03,SUP025,Bright Spark Energy,indirect,catering,catering - Bright Spark Energy,1993.32,PO-970791,CC400,Quality,net_45,paid
TXN-00510,2025-12-04,SUP050,Beacon Calibration,mro,welding gases,welding gases - Beacon Calibration,1160.31,PO-764259,CC400,Quality,net_30,paid
TXN-00675,2025-12-04,SUP048,CoreShield Insulation,mro,welding gases,welding gases - CoreShield Insulation,5268.88,PO-648887,CC500,Engineering,net_15,pending
TXN-00824,2025-12-04,SUP044,LubeMax Industrial,mro,calibration services,calibration services - LubeMax Industrial,2784.13,PO-852658,CC300,Manufacturing,net_30,paid
TXN-01002,2025-12-04,SUP048,CoreShield Insulation,mro,filtration,filtration - CoreShield Insulation,5639.8,PO-530189,CC300,Manufacturing,net_15,paid
TXN-01029,2025-12-04,SUP008,Frontier Plastics,direct-materials,wire harness,wire harness - Frontier Plastics,8522.25,PO-910926,CC400,Quality,net_30,paid
TXN-01502,2025-12-04,SUP042,BearingPoint Mechanical,mro,insulation,insulation - BearingPoint Mechanical,3663.13,PO-433219,CC300,Operations,net_30,paid
TXN-01584,2025-12-04,SUP015,Atlantic Carriers,logistics,ocean freight,ocean freight - Atlantic Carriers,7426.24,PO-953370,CC500,Operations,net_45,paid
TXN-01974,2025-12-04,SUP035,Prism Marketing,indirect,training,training - Prism Marketing,2365.18,PO-874415,CC500,Admin,net_15,pending
TXN-00032,2025-12-05,SUP028,Clearview IT Services,indirect,facilities maintenance,facilities maintenance - Clearview IT Services,7203.84,PO-735656,CC500,Manufacturing,net_30,paid
TXN-00067,2025-12-05,SUP035,Prism Marketing,indirect,catering,catering - Prism Marketing,14281.58,PO-965845,CC500,Engineering,net_15,paid
TXN-01079,2025-12-05,SUP042,BearingPoint Mechanical,mro,fire detection,fire detection - BearingPoint Mechanical,3100.73,PO-121817,CC200,Engineering,net_30,paid
TXN-01491,2025-12-05,SUP030,Nova Staffing,indirect,catering,catering - Nova Staffing,13795.71,PO-637559,CC400,Operations,net_30,paid
TXN-01648,2025-12-05,SUP041,ThermaFlow HVAC,mro,hydraulic parts,hydraulic parts - ThermaFlow HVAC,3873.15,PO-403343,CC400,Operations,net_30,paid
TXN-01857,2025-12-05,SUP033,Riverview Insurance,indirect,insurance,insurance - Riverview Insurance,7662.33,PO-133642,CC500,Engineering,net_45,pending
TXN-01988,2025-12-05,SUP045,ProWeld Gases,mro,electrical,electrical - ProWeld Gases,6548.07,PO-745210,CC300,Quality,net_30,paid
TXN-00017,2025-12-06,SUP016,Midwest Express,logistics,ocean freight,ocean freight - Midwest Express,11129.6,PO-974244,CC500,Engineering,net_30,paid
TXN-00181,2025-12-06,SUP012,Redwood Rubber,direct-materials,rubber seals,rubber seals - Redwood Rubber,9448.26,PO-560767,CC500,Admin,net_30,paid
TXN-01379,2025-12-06,SUP033,Riverview Insurance,indirect,consulting,consulting - Riverview Insurance,17530.38,PO-887195,CC500,Quality,net_45,paid
TXN-01930,2025-12-06,SUP046,Atlas Abrasives,mro,HVAC parts,HVAC parts - Atlas Abrasives,4140.8,PO-479021,CC200,Operations,net_30,paid
TXN-01992,2025-12-06,SUP041,ThermaFlow HVAC,mro,abrasives,abrasives - ThermaFlow HVAC,1957.54,PO-126539,CC400,Manufacturing,net_30,pending
TXN-00109,2025-12-07,SUP038,Precision Tools USA,mro,PPE,PPE - Precision Tools USA,2989.96,PO-204555,CC500,Quality,net_30,paid
TXN-00125,2025-12-07,SUP042,BearingPoint Mechanical,mro,insulation,insulation - BearingPoint Mechanical,795.67,PO-134985,CC500,Engineering,net_30,paid
TXN-00213,2025-12-07,SUP024,Pinnacle Office Solutions,indirect,temp staffing,temp staffing - Pinnacle Office Solutions,8709.7,PO-505426,CC300,Operations,net_30,paid
TXN-00385,2025-12-07,SUP030,Nova Staffing,indirect,consulting,consulting - Nova Staffing,1768.64,PO-578693,CC100,Quality,net_30,paid
TXN-00393,2025-12-07,SUP001,Great Lakes Steel,direct-materials,aluminum sheet,aluminum sheet - Great Lakes Steel,30581.81,PO-468247,CC200,Operations,net_45,pending
TXN-00804,2025-12-07,SUP019,Mountain Transport,logistics,drayage,drayage - Mountain Transport,9086.29,PO-803724,CC100,Engineering,net_30,paid
TXN-01181,2025-12-07,SUP036,Industrial Supply Co,mro,filtration,filtration - Industrial Supply Co,1363.92,PO-303846,CC500,Engineering,net_30,paid
TXN-01443,2025-12-07,SUP019,Mountain Transport,logistics,ocean freight,ocean freight - Mountain Transport,11820.66,PO-484546,CC500,Admin,net_30,overdue
TXN-00007,2025-12-08,SUP012,Redwood Rubber,direct-materials,polymers,polymers - Redwood Rubber,129361.94,PO-947272,CC500,Manufacturing,net_30,paid
TXN-00676,2025-12-08,SUP031,Westside Catering,indirect,energy,energy - Westside Catering,10404.52,PO-422823,CC300,Quality,net_15,paid
TXN-00689,2025-12-08,SUP046,Atlas Abrasives,mro,insulation,insulation - Atlas Abrasives,2367.22,PO-359168,CC100,Operations,net_30,paid
TXN-00754,2025-12-08,SUP027,Apex Legal Partners,indirect,IT services,IT services - Apex Legal Partners,17359.74,PO-881828,CC300,Operations,net_45,pending
TXN-00775,2025-12-08,SUP043,FloorMaster Surfaces,mro,bearings,bearings - FloorMaster Surfaces,4067.84,PO-183262,CC500,Admin,net_15,paid
TXN-01102,2025-12-08,SUP040,AquaPure Filtration,mro,abrasives,abrasives - AquaPure Filtration,6412.56,PO-831351,CC300,Quality,net_30,pending
TXN-01837,2025-12-08,SUP044,LubeMax Industrial,mro,calibration services,calibration services - LubeMax Industrial,2784.81,PO-459065,CC500,Operations,net_30,paid
TXN-01935,2025-12-08,SUP006,Summit Metals,direct-materials,electronic components,electronic components - Summit Metals,19981.94,PO-966264,CC100,Operations,net_30,paid
TXN-02424,2025-12-08,SUP034,Cornerstone Training,indirect,insurance,insurance - Cornerstone Training,4732.34,PO-773262,CC400,Operations,net_30,paid
TXN-00921,2025-12-09,SUP045,ProWeld Gases,mro,lubricants,lubricants - ProWeld Gases,4476.25,PO-580255,CC300,Admin,net_30,paid
TXN-00046,2025-12-10,SUP033,Riverview Insurance,indirect,print services,print services - Riverview Insurance,8541.22,PO-266889,CC400,Quality,net_45,paid
TXN-00278,2025-12-10,SUP001,Great Lakes Steel,direct-materials,electronic components,electronic components - Great Lakes Steel,17649.06,PO-890371,CC300,Engineering,net_45,paid
TXN-00286,2025-12-10,SUP032,Metro Print Services,indirect,print services,print services - Metro Print Services,3000.54,PO-947975,CC100,Quality,net_30,paid
TXN-00352,2025-12-10,SUP017,Pacific Logistics,logistics,air freight,air freight - Pacific Logistics,7884.02,PO-492292,CC400,Quality,net_30,pending
TXN-00629,2025-12-10,SUP043,FloorMaster Surfaces,mro,electrical,electrical - FloorMaster Surfaces,1393.14,PO-921149,CC200,Manufacturing,net_15,paid
TXN-00664,2025-12-10,SUP019,Mountain Transport,logistics,expedited,expedited - Mountain Transport,10812.4,PO-182216,CC400,Admin,net_30,paid
TXN-00843,2025-12-10,SUP038,Precision Tools USA,mro,abrasives,abrasives - Precision Tools USA,6042.25,PO-487728,CC200,Engineering,net_30,pending
TXN-00931,2025-12-10,SUP026,Helix Consulting,indirect,legal services,legal services - Helix Consulting,11689.11,PO-474754,CC100,Engineering,net_30,paid
TXN-01056,2025-12-10,SUP024,Pinnacle Office Solutions,indirect,catering,catering - Pinnacle Office Solutions,9958.78,PO-506941,CC400,Engineering,net_30,paid
TXN-01671,2025-12-10,SUP049,Ridgeline Hydraulics,mro,bearings,bearings - Ridgeline Hydraulics,6229.52,PO-441203,CC200,Quality,net_30,paid
TXN-02044,2025-12-10,SUP028,Clearview IT Services,indirect,marketing,marketing - Clearview IT Services,2819.2,PO-112581,CC100,Engineering,net_30,paid
TXN-02070,2025-12-10,SUP050,Beacon Calibration,mro,cutting tools,cutting tools - Beacon Calibration,7323.55,PO-756293,CC400,Admin,net_30,paid
TXN-02088,2025-12-10,SUP042,BearingPoint Mechanical,mro,industrial supplies,industrial supplies - BearingPoint Mechanical,2640.36,PO-732677,CC500,Quality,net_30,paid
TXN-02426,2025-12-11,SUP019,Mountain Transport,logistics,FTL domestic,FTL domestic - Mountain Transport,11596.24,PO-246518,CC400,Quality,net_30,paid
TXN-00180,2025-12-12,SUP031,Westside Catering,indirect,office supplies,office supplies - Westside Catering,9772.56,PO-208529,CC300,Manufacturing,net_15,paid
TXN-00197,2025-12-12,SUP006,Summit Metals,direct-materials,electronic components,electronic components - Summit Metals,43017.29,PO-466566,CC100,Quality,net_30,paid
TXN-00661,2025-12-12,SUP017,Pacific Logistics,logistics,LTL domestic,LTL domestic - Pacific Logistics,13483.87,PO-880762,CC300,Engineering,net_30,paid
TXN-00737,2025-12-12,SUP045,ProWeld Gases,mro,filtration,filtration - ProWeld Gases,6532.11,PO-594078,CC100,Engineering,net_30,paid
TXN-00832,2025-12-12,SUP030,Nova Staffing,indirect,print services,print services - Nova Staffing,9905.35,PO-503402,CC300,Operations,net_30,paid
TXN-00797,2025-12-13,SUP032,Metro Print Services,indirect,facilities maintenance,facilities maintenance - Metro Print Services,15971.3,PO-969749,CC300,Operations,net_30,paid
TXN-01024,2025-12-13,SUP044,LubeMax Industrial,mro,HVAC parts,HVAC parts - LubeMax Industrial,3577.37,PO-601602,CC200,Engineering,net_30,paid
TXN-01523,2025-12-13,SUP002,Heartland Polymers,direct-materials,wire harness,wire harness - Heartland Polymers,25620.9,PO-469053,CC300,Manufacturing,net_45,pending
TXN-01956,2025-12-13,SUP042,BearingPoint Mechanical,mro,HVAC parts,HVAC parts - BearingPoint Mechanical,5247.55,PO-888335,CC100,Admin,net_30,paid
TXN-02190,2025-12-13,SUP006,Summit Metals,direct-materials,fasteners,fasteners - Summit Metals,27434.39,PO-256268,CC300,Operations,net_30,pending
TXN-02240,2025-12-13,SUP022,Skybridge Air Cargo,logistics,expedited,expedited - Skybridge Air Cargo,17630.19,PO-476178,CC500,Engineering,net_30,paid
TXN-02437,2025-12-13,SUP019,Mountain Transport,logistics,air freight,air freight - Mountain Transport,24888.43,PO-314843,CC300,Manufacturing,net_30,paid
TXN-00137,2025-12-14,SUP018,Gulf Coast Shipping,logistics,LTL domestic,LTL domestic - Gulf Coast Shipping,7175.79,PO-196126,CC200,Admin,net_30,overdue
TXN-00998,2025-12-14,SUP026,Helix Consulting,indirect,print services,print services - Helix Consulting,5645.87,PO-804181,CC500,Operations,net_30,pending
TXN-01723,2025-12-14,SUP031,Westside Catering,indirect,training,training - Westside Catering,17954.32,PO-614117,CC200,Quality,net_15,paid
TXN-01764,2025-12-14,SUP037,SafeGuard PPE,mro,abrasives,abrasives - SafeGuard PPE,4302.28,PO-112151,CC400,Quality,net_30,paid
TXN-02128,2025-12-14,SUP046,Atlas Abrasives,mro,PPE,PPE - Atlas Abrasives,5234.74,PO-498302,CC300,Operations,net_30,paid
TXN-02373,2025-12-14,SUP006,Summit Metals,direct-materials,coatings,coatings - Summit Metals,11499.27,PO-651772,CC400,Manufacturing,net_30,paid
TXN-00106,2025-12-15,SUP022,Skybridge Air Cargo,logistics,last mile,last mile - Skybridge Air Cargo,15142.18,PO-437408,CC200,Operations,net_30,paid
TXN-00410,2025-12-15,SUP037,SafeGuard PPE,mro,flooring,flooring - SafeGuard PPE,5206.5,PO-635593,CC300,Manufacturing,net_30,paid
TXN-00514,2025-12-15,SUP003,Pacific Aluminum,direct-materials,fasteners,fasteners - Pacific Aluminum,19033.48,PO-863187,CC500,Admin,net_30,paid
TXN-00779,2025-12-15,SUP019,Mountain Transport,logistics,ocean freight,ocean freight - Mountain Transport,16443.97,PO-885734,CC500,Engineering,net_30,pending
TXN-00831,2025-12-15,SUP042,BearingPoint Mechanical,mro,hydraulic parts,hydraulic parts - BearingPoint Mechanical,6544.56,PO-927251,CC500,Quality,net_30,paid
TXN-00876,2025-12-15,SUP004,Apex Electronics,direct-materials,polymers,polymers - Apex Electronics,41472.51,PO-740916,CC200,Admin,net_30,paid
TXN-00923,2025-12-15,SUP004,Apex Electronics,direct-materials,fasteners,fasteners - Apex Electronics,13488.52,PO-274444,CC500,Operations,net_30,paid
TXN-01746,2025-12-15,SUP002,Heartland Polymers,direct-materials,coatings,coatings - Heartland Polymers,24243.32,PO-722408,CC500,Quality,net_45,paid
TXN-01844,2025-12-15,SUP023,Harbor Drayage,logistics,ocean freight,ocean freight - Harbor Drayage,17207.44,PO-904308,CC300,Manufacturing,net_30,pending
TXN-01924,2025-12-15,SUP027,Apex Legal Partners,indirect,marketing,marketing - Apex Legal Partners,14731.27,PO-990691,CC300,Engineering,net_45,pending
TXN-02098,2025-12-15,SUP008,Frontier Plastics,direct-materials,fasteners,fasteners - Frontier Plastics,19175.85,PO-939444,CC200,Manufacturing,net_30,pending
TXN-00275,2025-12-16,SUP008,Frontier Plastics,direct-materials,rubber seals,rubber seals - Frontier Plastics,20235.31,PO-779776,CC300,Operations,net_30,paid
TXN-00340,2025-12-16,SUP032,Metro Print Services,indirect,legal services,legal services - Metro Print Services,11297.81,PO-212168,CC200,Engineering,net_30,paid
TXN-00642,2025-12-16,SUP050,Beacon Calibration,mro,HVAC parts,HVAC parts - Beacon Calibration,2324.55,PO-814703,CC400,Admin,net_30,pending
TXN-01573,2025-12-16,SUP023,Harbor Drayage,logistics,expedited,expedited - Harbor Drayage,24181.52,PO-390354,CC100,Operations,net_30,paid
TXN-01801,2025-12-16,SUP013,Pinnacle Alloys,direct-materials,aluminum sheet,aluminum sheet - Pinnacle Alloys,39461.43,PO-486991,CC200,Operations,net_45,paid
TXN-02274,2025-12-16,SUP050,Beacon Calibration,mro,insulation,insulation - Beacon Calibration,4207.81,PO-506087,CC300,Engineering,net_30,paid
TXN-01441,2025-12-17,SUP006,Summit Metals,direct-materials,rubber seals,rubber seals - Summit Metals,10631.96,PO-370473,CC400,Engineering,net_30,pending
TXN-01560,2025-12-17,SUP001,Great Lakes Steel,direct-materials,wire harness,wire harness - Great Lakes Steel,25123.89,PO-979962,CC100,Manufacturing,net_45,paid
TXN-01944,2025-12-17,SUP015,Atlantic Carriers,logistics,FTL domestic,FTL domestic - Atlantic Carriers,13236.3,PO-748865,CC400,Quality,net_45,paid
TXN-02165,2025-12-17,SUP031,Westside Catering,indirect,insurance,insurance - Westside Catering,13331.18,PO-663513,CC300,Operations,net_15,paid
TXN-02221,2025-12-17,SUP032,Metro Print Services,indirect,training,training - Metro Print Services,3384.91,PO-951118,CC300,Admin,net_30,paid
TXN-00101,2025-12-18,SUP027,Apex Legal Partners,indirect,energy,energy - Apex Legal Partners,3037.95,PO-223172,CC200,Quality,net_45,pending
TXN-00590,2025-12-18,SUP049,Ridgeline Hydraulics,mro,lubricants,lubricants - Ridgeline Hydraulics,7492.77,PO-775990,CC500,Manufacturing,net_30,paid
TXN-00765,2025-12-18,SUP020,Lakeshore Warehousing,logistics,warehousing,warehousing - Lakeshore Warehousing,20020.89,PO-274573,CC400,Engineering,net_30,paid
TXN-01027,2025-12-18,SUP041,ThermaFlow HVAC,mro,PPE,PPE - ThermaFlow HVAC,2215.3,PO-307897,CC300,Operations,net_30,paid
TXN-01505,2025-12-18,SUP037,SafeGuard PPE,mro,calibration services,calibration services - SafeGuard PPE,7909.66,PO-398179,CC200,Quality,net_30,paid
TXN-01785,2025-12-18,SUP023,Harbor Drayage,logistics,ocean freight,ocean freight - Harbor Drayage,21097.83,PO-995857,CC400,Operations,net_30,paid
TXN-00766,2025-12-19,SUP004,Apex Electronics,direct-materials,aluminum sheet,aluminum sheet - Apex Electronics,33528.26,PO-970206,CC400,Manufacturing,net_30,paid
TXN-01058,2025-12-19,SUP006,Summit Metals,direct-materials,specialty metals,specialty metals - Summit Metals,9496.21,PO-809298,CC200,Operations,net_30,pending
TXN-01228,2025-12-19,SUP009,Harbor Wire,direct-materials,rubber seals,rubber seals - Harbor Wire,20103.08,PO-608306,CC400,Manufacturing,net_30,paid
TXN-01795,2025-12-19,SUP015,Atlantic Carriers,logistics,expedited,expedited - Atlantic Carriers,21899.24,PO-400189,CC400,Operations,net_45,pending
TXN-01829,2025-12-19,SUP016,Midwest Express,logistics,expedited,expedited - Midwest Express,15884.9,PO-203043,CC500,Manufacturing,net_30,paid
TXN-02048,2025-12-19,SUP030,Nova Staffing,indirect,temp staffing,temp staffing - Nova Staffing,6852.07,PO-586950,CC400,Operations,net_30,paid
TXN-02226,2025-12-19,SUP015,Atlantic Carriers,logistics,air freight,air freight - Atlantic Carriers,22376.42,PO-260702,CC100,Admin,net_45,paid
TXN-02247,2025-12-19,SUP017,Pacific Logistics,logistics,expedited,expedited - Pacific Logistics,11570.3,PO-790308,CC400,Engineering,net_30,paid
TXN-02256,2025-12-19,SUP005,Cascade Fasteners,direct-materials,composite panels,composite panels - Cascade Fasteners,25557.15,PO-738331,CC500,Operations,net_30,pending
TXN-02438,2025-12-19,SUP035,Prism Marketing,indirect,consulting,consulting - Prism Marketing,3286.66,PO-876907,CC400,Admin,net_15,paid
TXN-00060,2025-12-20,SUP008,Frontier Plastics,direct-materials,electronic components,electronic components - Frontier Plastics,28866.87,PO-833442,CC300,Engineering,net_30,paid
TXN-00118,2025-12-20,SUP017,Pacific Logistics,logistics,FTL domestic,FTL domestic - Pacific Logistics,13110.55,PO-401603,CC500,Operations,net_30,paid
TXN-00230,2025-12-20,SUP021,Patriot Trucking,logistics,expedited,expedited - Patriot Trucking,17131.45,PO-813145,CC500,Engineering,net_15,paid
TXN-00494,2025-12-20,SUP023,Harbor Drayage,logistics,air freight,air freight - Harbor Drayage,13097.96,PO-416822,CC500,Admin,net_30,paid
TXN-00810,2025-12-20,SUP043,FloorMaster Surfaces,mro,PPE,PPE - FloorMaster Surfaces,6569.75,PO-695370,CC200,Manufacturing,net_15,pending
TXN-01447,2025-12-20,SUP030,Nova Staffing,indirect,facilities maintenance,facilities maintenance - Nova Staffing,12540.98,PO-591246,CC500,Quality,net_30,paid
TXN-02268,2025-12-20,SUP050,Beacon Calibration,mro,lubricants,lubricants - Beacon Calibration,6763.93,PO-635591,CC100,Quality,net_30,paid
TXN-00005,2025-12-21,SUP007,Liberty Composites,direct-materials,composite panels,composite panels - Liberty Composites,136415.09,PO-864491,CC100,Manufacturing,net_30,paid
TXN-00708,2025-12-21,SUP014,Continental Freight,logistics,LTL domestic,LTL domestic - Continental Freight,17426.49,PO-939930,CC100,Engineering,net_45,paid
TXN-00802,2025-12-21,SUP039,Voltex Electrical,mro,HVAC parts,HVAC parts - Voltex Electrical,7039.06,PO-148381,CC100,Admin,net_30,pending
TXN-01196,2025-12-21,SUP040,AquaPure Filtration,mro,flooring,flooring - AquaPure Filtration,3022.8,PO-553515,CC400,Engineering,net_30,pending
TXN-01204,2025-12-21,SUP034,Cornerstone Training,indirect,print services,print services - Cornerstone Training,11185.56,PO-857607,CC400,Engineering,net_30,pending
TXN-01338,2025-12-21,SUP030,Nova Staffing,indirect,facilities maintenance,facilities maintenance - Nova Staffing,4521.22,PO-626625,CC300,Engineering,net_30,overdue
TXN-01788,2025-12-21,SUP049,Ridgeline Hydraulics,mro,abrasives,abrasives - Ridgeline Hydraulics,2865.04,PO-131000,CC200,Admin,net_30,paid
TXN-01904,2025-12-21,SUP034,Cornerstone Training,indirect,catering,catering - Cornerstone Training,17538.15,PO-437558,CC200,Engineering,net_30,paid
TXN-00086,2025-12-22,SUP027,Apex Legal Partners,indirect,insurance,insurance - Apex Legal Partners,8933.31,PO-405407,CC100,Operations,net_45,paid
TXN-00310,2025-12-22,SUP032,Metro Print Services,indirect,marketing,marketing - Metro Print Services,9189.07,PO-898625,CC300,Operations,net_30,paid
TXN-00757,2025-12-22,SUP031,Westside Catering,indirect,insurance,insurance - Westside Catering,3712.43,PO-846606,CC300,Operations,net_15,pending
TXN-00914,2025-12-22,SUP032,Metro Print Services,indirect,energy,energy - Metro Print Services,9773.93,PO-844305,CC500,Admin,net_30,pending
TXN-01043,2025-12-22,SUP004,Apex Electronics,direct-materials,raw steel,raw steel - Apex Electronics,16504.84,PO-372864,CC200,Quality,net_30,paid
TXN-01420,2025-12-22,SUP048,CoreShield Insulation,mro,filtration,filtration - CoreShield Insulation,4455.88,PO-531512,CC300,Quality,net_15,pending
