transaction_id,date,supplier_id,supplier_name,category,amount_usd,po_number,cost_center
TXN007586,2026-04-17,SUP011,Continental Freight,logistics,5618.91,PO-57059,CC-100
TXN007587,2026-04-17,SUP012,Patriot Logistics,logistics,5988.04,PO-60324,CC-400
TXN007588,2026-04-17,SUP013,Eagle Transport,logistics,6554.55,PO-68176,CC-400
TXN007589,2026-04-17,SUP015,Summit Shipping,logistics,5886.31,PO-38905,CC-300
TXN007590,2026-04-17,SUP023,Nexus IT Services,it-services,6430.57,PO-74921,CC-100
TXN007591,2026-04-17,SUP024,Pinnacle Software,it-services,3485.98,PO-81186,CC-300
TXN007592,2026-04-17,SUP025,DataVault Analytics,it-services,4471.79,PO-67850,CC-200
TXN007593,2026-04-17,SUP026,CyberShield Security,it-services,1474.44,PO-95678,CC-200
TXN007594,2026-04-17,SUP026,CyberShield Security,it-services,2065.67,PO-14224,CC-400
TXN007595,2026-04-17,SUP032,Metro Building Services,facilities,3023.4,PO-25386,CC-200
TXN007596,2026-04-17,SUP034,Atlas HVAC,facilities,4206.74,PO-89988,CC-400
TXN007597,2026-04-17,SUP046,Catalyst Training,professional-services,1765.82,PO-48356,CC-300
TXN007598,2026-04-17,SUP047,Blueprint Marketing,professional-services,2476.22,PO-77425,CC-100
TXN007599,2026-04-17,SUP049,Northstar Audit,professional-services,822.39,PO-17770,CC-300
TXN007600,2026-04-17,SUP050,Clearpath Compliance,professional-services,400.79,PO-27392,CC-200
TXN007601,2026-04-17,SUP054,Precision Plumbing,facilities,1052.04,PO-28634,CC-300
TXN007602,2026-04-18,SUP001,Great Lakes Steel,raw-materials,11365.59,PO-19898,CC-100
TXN007603,2026-04-18,SUP002,Heartland Polymers,raw-materials,15353.49,PO-58374,CC-400
TXN007604,2026-04-18,SUP003,Pacific Aluminum,raw-materials,7860.21,PO-10324,CC-100
TXN007605,2026-04-18,SUP003,Pacific Aluminum,raw-materials,12316.86,PO-70089,CC-300
TXN007606,2026-04-18,SUP004,Apex Electronics,raw-materials,10089.08,PO-62129,CC-200
TXN007607,2026-04-18,SUP005,Cascade Fasteners,raw-materials,7753.82,PO-74843,CC-300
TXN007608,2026-04-18,SUP005,Cascade Fasteners,raw-materials,4535.63,PO-47171,CC-300
TXN007609,2026-04-18,SUP006,Summit Metals,raw-materials,2935.99,PO-73614,CC-300
TXN007610,2026-04-18,SUP007,Liberty Composites,raw-materials,4901.69,PO-16021,CC-100
TXN007611,2026-04-18,SUP008,Frontier Plastics,raw-materials,4262.9,PO-12134,CC-100
TXN007612,2026-04-18,SUP011,Continental Freight,logistics,6957.16,PO-69836,CC-100
TXN007613,2026-04-18,SUP011,Continental Freight,logistics,17648.78,PO-66072,CC-200
TXN007614,2026-04-18,SUP012,Patriot Logistics,logistics,13365.66,PO-95196,CC-300
TXN007615,2026-04-18,SUP012,Patriot Logistics,logistics,5614.64,PO-45916,CC-100
TXN007616,2026-04-18,SUP013,Eagle Transport,logistics,4749.49,PO-58738,CC-200
TXN007617,2026-04-18,SUP015,Summit Shipping,logistics,5537.8,PO-40689,CC-400
TXN007618,2026-04-18,SUP016,Gateway Freight,logistics,4069.99,PO-10142,CC-200
TXN007619,2026-04-18,SUP021,TechForward Solutions,it-services,5158.98,PO-39647,CC-400
TXN007620,2026-04-18,SUP023,Nexus IT Services,it-services,8132.22,PO-65353,CC-200
TXN007621,2026-04-18,SUP024,Pinnacle Software,it-services,3277.94,PO-21708,CC-100
TXN007622,2026-04-18,SUP033,Greenfield Maintenance,facilities,6278.32,PO-94092,CC-200
TXN007623,2026-04-18,SUP035,Cornerstone Electric,facilities,3189.24,PO-31511,CC-400
TXN007624,2026-04-18,SUP042,Sterling Advisory,professional-services,9757.02,PO-90750,CC-400
TXN007625,2026-04-18,SUP043,Meridian Legal,professional-services,2685.78,PO-23168,CC-200
TXN007626,2026-04-18,SUP044,Crestline Accounting,professional-services,4163.66,PO-60335,CC-300
TXN007627,2026-04-18,SUP045,Vanguard Staffing,professional-services,2365.51,PO-28327,CC-200
TXN007628,2026-04-18,SUP045,Vanguard Staffing,professional-services,2238.51,PO-21042,CC-200
TXN007629,2026-04-18,SUP046,Catalyst Training,professional-services,2454.81,PO-89638,CC-300
TXN007630,2026-04-18,SUP047,Blueprint Marketing,professional-services,1991.13,PO-96298,CC-300
TXN007631,2026-04-18,SUP049,Northstar Audit,professional-services,592.11,PO-61347,CC-300
TXN007632,2026-04-18,SUP050,Clearpath Compliance,professional-services,915.53,PO-41370,CC-400
TXN007633,2026-04-18,SUP053,Heritage Painting,facilities,340.78,PO-11581,CC-300
TXN007634,2026-04-18,SUP054,Precision Plumbing,facilities,699.18,PO-84498,CC-400
TXN007635,2026-04-18,SUP054,Precision Plumbing,facilities,1015.11,PO-99514,CC-200
TXN007636,2026-04-19,SUP001,Great Lakes Steel,raw-materials,20031.0,PO-19567,CC-100
TXN007637,2026-04-19,SUP002,Heartland Polymers,raw-materials,5392.16,PO-38277,CC-100
TXN007638,2026-04-19,SUP003,Pacific Aluminum,raw-materials,14721.04,PO-62163,CC-300
TXN007639,2026-04-19,SUP003,Pacific Aluminum,raw-materials,11186.68,PO-75673,CC-400
TXN007640,2026-04-19,SUP004,Apex Electronics,raw-materials,6726.32,PO-93956,CC-200
TXN007641,2026-04-19,SUP007,Liberty Composites,raw-materials,2512.3,PO-30365,CC-300
TXN007642,2026-04-19,SUP011,Continental Freight,logistics,15631.74,PO-99267,CC-100
TXN007643,2026-04-19,SUP013,Eagle Transport,logistics,10007.83,PO-41278,CC-100
TXN007644,2026-04-19,SUP015,Summit Shipping,logistics,2496.15,PO-90254,CC-100
TXN007645,2026-04-19,SUP015,Summit Shipping,logistics,3460.02,PO-96252,CC-200
TXN007646,2026-04-19,SUP021,TechForward Solutions,it-services,10831.39,PO-31473,CC-400
TXN007647,2026-04-19,SUP022,CloudBridge Systems,it-services,8081.55,PO-43980,CC-200
TXN007648,2026-04-19,SUP022,CloudBridge Systems,it-services,6735.82,PO-45227,CC-100
TXN007649,2026-04-19,SUP023,Nexus IT Services,it-services,2801.4,PO-66272,CC-300
TXN007650,2026-04-19,SUP024,Pinnacle Software,it-services,3459.59,PO-85582,CC-100
TXN007651,2026-04-19,SUP025,DataVault Analytics,it-services,3507.99,PO-17266,CC-400
TXN007652,2026-04-19,SUP026,CyberShield Security,it-services,1669.6,PO-30618,CC-300
TXN007653,2026-04-19,SUP031,National Facilities Group,facilities,10020.84,PO-98358,CC-100
TXN007654,2026-04-19,SUP033,Greenfield Maintenance,facilities,2137.39,PO-11610,CC-200
TXN007655,2026-04-19,SUP036,SafeGuard Fire Systems,facilities,1405.08,PO-14635,CC-400
TXN007656,2026-04-19,SUP036,SafeGuard Fire Systems,facilities,1518.65,PO-42540,CC-400
TXN007657,2026-04-19,SUP041,Whitfield Consulting,professional-services,6524.33,PO-20208,CC-300
TXN007658,2026-04-19,SUP041,Whitfield Consulting,professional-services,4667.33,PO-98254,CC-100
TXN007659,2026-04-19,SUP043,Meridian Legal,professional-services,7784.5,PO-62550,CC-100
TXN007660,2026-04-19,SUP044,Crestline Accounting,professional-services,5345.23,PO-50723,CC-300
TXN007661,2026-04-19,SUP046,Catalyst Training,professional-services,1878.68,PO-48219,CC-300
TXN007662,2026-04-19,SUP047,Blueprint Marketing,professional-services,1161.61,PO-58270,CC-400
TXN007663,2026-04-19,SUP048,Ironside Recruiting,professional-services,1570.65,PO-81638,CC-200
TXN007664,2026-04-19,SUP048,Ironside Recruiting,professional-services,724.33,PO-63744,CC-100
TXN007665,2026-04-19,SUP051,Redstone Cloud,it-services,1617.89,PO-53911,CC-100
TXN007666,2026-04-19,SUP052,Agile Platforms,it-services,1300.81,PO-50306,CC-100
TXN007667,2026-04-19,SUP054,Precision Plumbing,facilities,1088.74,PO-17850,CC-200
TXN007668,2026-04-19,SUP054,Precision Plumbing,facilities,1483.72,PO-22193,CC-100
TXN007669,2026-04-20,SUP001,Great Lakes Steel,raw-materials,19175.86,PO-78125,CC-400
TXN007670,2026-04-20,SUP001,Great Lakes Steel,raw-materials,16237.33,PO-58823,CC-400
TXN007671,2026-04-20,SUP002,Heartland Polymers,raw-materials,6354.57,PO-22527,CC-200
TXN007672,2026-04-20,SUP002,Heartland Polymers,raw-materials,13829.71,PO-61688,CC-100
TXN007673,2026-04-20,SUP003,Pacific Aluminum,raw-materials,4934.25,PO-96827,CC-200
TXN007674,2026-04-20,SUP007,Liberty Composites,raw-materials,4638.72,PO-52762,CC-300
TXN007675,2026-04-20,SUP008,Frontier Plastics,raw-materials,2157.86,PO-36569,CC-200
TXN007676,2026-04-20,SUP011,Continental Freight,logistics,12428.59,PO-30369,CC-100
TXN007677,2026-04-20,SUP013,Eagle Transport,logistics,5917.2,PO-80244,CC-300
TXN007678,2026-04-20,SUP014,Horizon Carriers,logistics,3585.96,PO-50410,CC-400
TXN007679,2026-04-20,SUP014,Horizon Carriers,logistics,3933.34,PO-25717,CC-100
TXN007680,2026-04-20,SUP016,Gateway Freight,logistics,4528.82,PO-89076,CC-100
TXN007681,2026-04-20,SUP022,CloudBridge Systems,it-services,4745.35,PO-42534,CC-300
TXN007682,2026-04-20,SUP026,CyberShield Security,it-services,1690.75,PO-63004,CC-400
TXN007683,2026-04-20,SUP031,National Facilities Group,facilities,7324.23,PO-22415,CC-400
TXN007684,2026-04-20,SUP033,Greenfield Maintenance,facilities,2523.41,PO-18083,CC-200
TXN007685,2026-04-20,SUP035,Cornerstone Electric,facilities,2426.08,PO-92614,CC-100
TXN007686,2026-04-20,SUP036,SafeGuard Fire Systems,facilities,1604.18,PO-19828,CC-100
TXN007687,2026-04-20,SUP041,Whitfield Consulting,professional-services,5392.87,PO-94670,CC-400
TXN007688,2026-04-20,SUP041,Whitfield Consulting,professional-services,11055.97,PO-22055,CC-300
TXN007689,2026-04-20,SUP043,Meridian Legal,professional-services,2480.35,PO-85220,CC-400
TXN007690,2026-04-20,SUP043,Meridian Legal,professional-services,6874.26,PO-61773,CC-400
TXN007691,2026-04-20,SUP045,Vanguard Staffing,professional-services,1886.07,PO-38143,CC-200
TXN007692,2026-04-20,SUP047,Blueprint Marketing,professional-services,987.6,PO-90492,CC-200
TXN007693,2026-04-20,SUP048,Ironside Recruiting,professional-services,1195.76,PO-82179,CC-400
TXN007694,2026-04-20,SUP053,Heritage Painting,facilities,680.95,PO-92674,CC-100
TXN007695,2026-04-20,SUP054,Precision Plumbing,facilities,1578.81,PO-57069,CC-400
TXN007696,2026-04-20,SUP054,Precision Plumbing,facilities,1257.51,PO-73527,CC-300
TXN007697,2026-04-21,SUP001,Great Lakes Steel,raw-materials,13268.68,PO-60905,CC-300
TXN007698,2026-04-21,SUP001,Great Lakes Steel,raw-materials,8443.27,PO-51795,CC-200
TXN007699,2026-04-21,SUP003,Pacific Aluminum,raw-materials,7348.38,PO-71824,CC-300
TXN007700,2026-04-21,SUP004,Apex Electronics,raw-materials,45514.12,PO-23124,CC-200
TXN007701,2026-04-21,SUP005,Cascade Fasteners,raw-materials,4174.45,PO-17328,CC-200
TXN007702,2026-04-21,SUP006,Summit Metals,raw-materials,7791.62,PO-60911,CC-300
TXN007703,2026-04-21,SUP007,Liberty Composites,raw-materials,5881.66,PO-32768,CC-200
TXN007704,2026-04-21,SUP007,Liberty Composites,raw-materials,2654.85,PO-51681,CC-300
TXN007705,2026-04-21,SUP008,Frontier Plastics,raw-materials,1440.92,PO-56095,CC-200
TXN007706,2026-04-21,SUP008,Frontier Plastics,raw-materials,3307.95,PO-34672,CC-400
TXN007707,2026-04-21,SUP011,Continental Freight,logistics,7182.48,PO-14975,CC-100
TXN007708,2026-04-21,SUP013,Eagle Transport,logistics,31263.92,PO-53481,CC-200
TXN007709,2026-04-21,SUP014,Horizon Carriers,logistics,4391.99,PO-33260,CC-300
TXN007710,2026-04-21,SUP021,TechForward Solutions,it-services,5248.26,PO-24538,CC-300
TXN007711,2026-04-21,SUP022,CloudBridge Systems,it-services,6751.15,PO-96787,CC-400
TXN007712,2026-04-21,SUP022,CloudBridge Systems,it-services,8642.61,PO-54113,CC-300
TXN007713,2026-04-21,SUP024,Pinnacle Software,it-services,5967.36,PO-67261,CC-400
TXN007714,2026-04-21,SUP024,Pinnacle Software,it-services,5523.02,PO-32833,CC-300
TXN007715,2026-04-21,SUP026,CyberShield Security,it-services,1695.24,PO-50215,CC-300
TXN007716,2026-04-21,SUP032,Metro Building Services,facilities,8548.39,PO-85082,CC-400
TXN007717,2026-04-21,SUP033,Greenfield Maintenance,facilities,5761.4,PO-84381,CC-100
TXN007718,2026-04-21,SUP036,SafeGuard Fire Systems,facilities,2483.17,PO-93839,CC-100
TXN007719,2026-04-21,SUP041,Whitfield Consulting,professional-services,4864.04,PO-20198,CC-200
TXN007720,2026-04-21,SUP041,Whitfield Consulting,professional-services,6773.2,PO-51879,CC-200
TXN007721,2026-04-21,SUP042,Sterling Advisory,professional-services,10080.02,PO-97821,CC-300
TXN007722,2026-04-21,SUP043,Meridian Legal,professional-services,3703.13,PO-42707,CC-100
TXN007723,2026-04-21,SUP045,Vanguard Staffing,professional-services,3738.93,PO-16310,CC-400
TXN007724,2026-04-21,SUP046,Catalyst Training,professional-services,2005.16,PO-31802,CC-400
TXN007725,2026-04-21,SUP047,Blueprint Marketing,professional-services,8032.32,PO-23294,CC-400
TXN007726,2026-04-21,SUP048,Ironside Recruiting,professional-services,1302.9,PO-39567,CC-200
TXN007727,2026-04-21,SUP049,Northstar Audit,professional-services,1222.73,PO-14379,CC-300
TXN007728,2026-04-21,SUP054,Precision Plumbing,facilities,738.32,PO-19830,CC-100
TXN007729,2026-04-22,SUP002,Heartland Polymers,raw-materials,17294.62,PO-14062,CC-400
TXN007730,2026-04-22,SUP002,Heartland Polymers,raw-materials,17960.73,PO-31626,CC-400
TXN007731,2026-04-22,SUP007,Liberty Composites,raw-materials,4729.81,PO-80795,CC-300
TXN007732,2026-04-22,SUP008,Frontier Plastics,raw-materials,2380.52,PO-22571,CC-100
TXN007733,2026-04-22,SUP012,Patriot Logistics,logistics,9043.49,PO-17144,CC-300
TXN007734,2026-04-22,SUP015,Summit Shipping,logistics,5034.7,PO-72957,CC-200
TXN007735,2026-04-22,SUP022,CloudBridge Systems,it-services,12124.49,PO-72071,CC-100
TXN007736,2026-04-22,SUP025,DataVault Analytics,it-services,4096.68,PO-21945,CC-400
TXN007737,2026-04-22,SUP031,National Facilities Group,facilities,5908.19,PO-68428,CC-100
TXN007738,2026-04-22,SUP033,Greenfield Maintenance,facilities,3045.92,PO-45200,CC-100
TXN007739,2026-04-22,SUP035,Cornerstone Electric,facilities,1542.85,PO-97574,CC-300
TXN007740,2026-04-22,SUP036,SafeGuard Fire Systems,facilities,1991.04,PO-87296,CC-200
TXN007741,2026-04-22,SUP041,Whitfield Consulting,professional-services,11347.66,PO-78495,CC-400
TXN007742,2026-04-22,SUP042,Sterling Advisory,professional-services,8015.6,PO-72236,CC-200
TXN007743,2026-04-22,SUP042,Sterling Advisory,professional-services,6438.89,PO-20348,CC-400
TXN007744,2026-04-22,SUP043,Meridian Legal,professional-services,6262.34,PO-75811,CC-200
TXN007745,2026-04-22,SUP043,Meridian Legal,professional-services,2877.22,PO-68856,CC-200
TXN007746,2026-04-22,SUP044,Crestline Accounting,professional-services,2358.29,PO-37772,CC-200
TXN007747,2026-04-22,SUP044,Crestline Accounting,professional-services,2183.15,PO-65492,CC-100
TXN007748,2026-04-22,SUP045,Vanguard Staffing,professional-services,2774.55,PO-92211,CC-200
TXN007749,2026-04-22,SUP045,Vanguard Staffing,professional-services,4123.63,PO-43801,CC-300
TXN007750,2026-04-22,SUP046,Catalyst Training,professional-services,3238.08,PO-18783,CC-100
TXN007751,2026-04-22,SUP046,Catalyst Training,professional-services,1926.49,PO-62082,CC-300
TXN007752,2026-04-22,SUP047,Blueprint Marketing,professional-services,1674.82,PO-11620,CC-400
TXN007753,2026-04-22,SUP050,Clearpath Compliance,professional-services,757.93,PO-23133,CC-100
TXN007754,2026-04-22,SUP051,Redstone Cloud,it-services,622.64,PO-47498,CC-300
TXN007755,2026-04-22,SUP052,Agile Platforms,it-services,1109.1,PO-95824,CC-400
TXN007756,2026-04-22,SUP053,Heritage Painting,facilities,641.48,PO-32570,CC-300
TXN007757,2026-04-22,SUP054,Precision Plumbing,facilities,1357.3,PO-99235,CC-400
TXN007758,2026-04-23,SUP002,Heartland Polymers,raw-materials,9692.0,PO-41139,CC-100
TXN007759,2026-04-23,SUP003,Pacific Aluminum,raw-materials,14413.6,PO-58816,CC-100
TXN007760,2026-04-23,SUP005,Cascade Fasteners,raw-materials,4459.24,PO-74437,CC-100
TXN007761,2026-04-23,SUP006,Summit Metals,raw-materials,3490.83,PO-49384,CC-400
TXN007762,2026-04-23,SUP006,Summit Metals,raw-materials,6602.7,PO-52056,CC-300
TXN007763,2026-04-23,SUP007,Liberty Composites,raw-materials,4229.5,PO-21703,CC-200
TXN007764,2026-04-23,SUP008,Frontier Plastics,raw-materials,4530.72,PO-63368,CC-400
TXN007765,2026-04-23,SUP011,Continental Freight,logistics,16050.53,PO-17367,CC-200
TXN007766,2026-04-23,SUP013,Eagle Transport,logistics,5893.81,PO-78719,CC-100
TXN007767,2026-04-23,SUP015,Summit Shipping,logistics,2918.69,PO-17553,CC-200
TXN007768,2026-04-23,SUP025,DataVault Analytics,it-services,3061.99,PO-26236,CC-100
TXN007769,2026-04-23,SUP031,National Facilities Group,facilities,6509.19,PO-72204,CC-300
TXN007770,2026-04-23,SUP033,Greenfield Maintenance,facilities,3207.56,PO-21847,CC-300
TXN007771,2026-04-23,SUP036,SafeGuard Fire Systems,facilities,2903.14,PO-38091,CC-200
TXN007772,2026-04-23,SUP041,Whitfield Consulting,professional-services,9837.29,PO-45269,CC-400
TXN007773,2026-04-23,SUP042,Sterling Advisory,professional-services,9343.67,PO-99417,CC-100
TXN007774,2026-04-23,SUP043,Meridian Legal,professional-services,2945.79,PO-32701,CC-100
TXN007775,2026-04-23,SUP045,Vanguard Staffing,professional-services,4492.09,PO-94245,CC-300
TXN007776,2026-04-23,SUP046,Catalyst Training,professional-services,1897.51,PO-55706,CC-400
TXN007777,2026-04-23,SUP048,Ironside Recruiting,professional-services,1437.08,PO-91737,CC-400
TXN007778,2026-04-23,SUP049,Northstar Audit,professional-services,404.85,PO-96816,CC-300
TXN007779,2026-04-23,SUP050,Clearpath Compliance,professional-services,766.63,PO-47051,CC-300
TXN007780,2026-04-23,SUP051,Redstone Cloud,it-services,1110.83,PO-54077,CC-300
TXN007781,2026-04-23,SUP052,Agile Platforms,it-services,2130.33,PO-44229,CC-300
TXN007782,2026-04-23,SUP054,Precision Plumbing,facilities,845.78,PO-17441,CC-400
TXN007783,2026-04-24,SUP001,Great Lakes Steel,raw-materials,138082.19,PO-13336,CC-400
TXN007784,2026-04-24,SUP002,Heartland Polymers,raw-materials,8716.62,PO-64862,CC-400
TXN007785,2026-04-24,SUP002,Heartland Polymers,raw-materials,10460.49,PO-14629,CC-200
TXN007786,2026-04-24,SUP004,Apex Electronics,raw-materials,9154.28,PO-93665,CC-400
TXN007787,2026-04-24,SUP005,Cascade Fasteners,raw-materials,6773.07,PO-76494,CC-300
TXN007788,2026-04-24,SUP005,Cascade Fasteners,raw-materials,7885.7,PO-96194,CC-200
TXN007789,2026-04-24,SUP007,Liberty Composites,raw-materials,4810.5,PO-83273,CC-200
TXN007790,2026-04-24,SUP008,Frontier Plastics,raw-materials,4482.41,PO-95778,CC-100
TXN007791,2026-04-24,SUP008,Frontier Plastics,raw-materials,2118.22,PO-39272,CC-300
TXN007792,2026-04-24,SUP011,Continental Freight,logistics,16302.54,PO-58717,CC-300
TXN007793,2026-04-24,SUP012,Patriot Logistics,logistics,8762.68,PO-25437,CC-400
TXN007794,2026-04-24,SUP014,Horizon Carriers,logistics,5842.44,PO-91350,CC-100
TXN007795,2026-04-24,SUP015,Summit Shipping,logistics,2887.86,PO-25704,CC-400
TXN007796,2026-04-24,SUP016,Gateway Freight,logistics,2983.26,PO-29762,CC-200
TXN007797,2026-04-24,SUP021,TechForward Solutions,it-services,7252.93,PO-84632,CC-400
TXN007798,2026-04-24,SUP021,TechForward Solutions,it-services,5263.93,PO-33639,CC-100
TXN007799,2026-04-24,SUP022,CloudBridge Systems,it-services,9043.44,PO-33176,CC-300
TXN007800,2026-04-24,SUP023,Nexus IT Services,it-services,2634.64,PO-45851,CC-200
TXN007801,2026-04-24,SUP024,Pinnacle Software,it-services,2955.57,PO-30766,CC-400
TXN007802,2026-04-24,SUP025,DataVault Analytics,it-services,4561.77,PO-26961,CC-400
TXN007803,2026-04-24,SUP026,CyberShield Security,it-services,2385.62,PO-72573,CC-400
TXN007804,2026-04-24,SUP032,Metro Building Services,facilities,7149.98,PO-11845,CC-300
TXN007805,2026-04-24,SUP033,Greenfield Maintenance,facilities,4565.7,PO-12348,CC-100
TXN007806,2026-04-24,SUP034,Atlas HVAC,facilities,2481.69,PO-55134,CC-300
TXN007807,2026-04-24,SUP041,Whitfield Consulting,professional-services,5108.3,PO-15992,CC-300
TXN007808,2026-04-24,SUP042,Sterling Advisory,professional-services,6286.79,PO-78195,CC-300
TXN007809,2026-04-24,SUP042,Sterling Advisory,professional-services,6120.29,PO-27536,CC-300
TXN007810,2026-04-24,SUP043,Meridian Legal,professional-services,4985.13,PO-34697,CC-200
TXN007811,2026-04-24,SUP043,Meridian Legal,professional-services,7594.56,PO-62873,CC-100
TXN007812,2026-04-24,SUP045,Vanguard Staffing,professional-services,1745.31,PO-12872,CC-200
TXN007813,2026-04-24,SUP047,Blueprint Marketing,professional-services,2179.39,PO-59177,CC-300
TXN007814,2026-04-24,SUP048,Ironside Recruiting,professional-services,1363.91,PO-87846,CC-100
TXN007815,2026-04-24,SUP049,Northstar Audit,professional-services,1072.32,PO-12587,CC-100
TXN007816,2026-04-24,SUP050,Clearpath Compliance,professional-services,627.94,PO-59840,CC-100
TXN007817,2026-04-24,SUP051,Redstone Cloud,it-services,1101.42,PO-30070,CC-200
TXN007818,2026-04-24,SUP052,Agile Platforms,it-services,1735.11,PO-49467,CC-400
TXN007819,2026-04-24,SUP053,Heritage Painting,facilities,783.17,PO-45386,CC-200
TXN007820,2026-04-24,SUP054,Precision Plumbing,facilities,1736.77,PO-77054,CC-100
TXN007821,2026-04-25,SUP002,Heartland Polymers,raw-materials,11942.0,PO-89823,CC-200
TXN007822,2026-04-25,SUP003,Pacific Aluminum,raw-materials,13427.23,PO-36433,CC-300
TXN007823,2026-04-25,SUP004,Apex Electronics,raw-materials,5812.32,PO-15164,CC-400
TXN007824,2026-04-25,SUP005,Cascade Fasteners,raw-materials,6877.8,PO-73001,CC-300
TXN007825,2026-04-25,SUP005,Cascade Fasteners,raw-materials,3969.16,PO-11671,CC-100
TXN007826,2026-04-25,SUP006,Summit Metals,raw-materials,6951.46,PO-97690,CC-400
TXN007827,2026-04-25,SUP006,Summit Metals,raw-materials,3041.7,PO-21807,CC-100
TXN007828,2026-04-25,SUP007,Liberty Composites,raw-materials,2076.75,PO-43540,CC-200
TXN007829,2026-04-25,SUP008,Frontier Plastics,raw-materials,4753.61,PO-44619,CC-400
TXN007830,2026-04-25,SUP012,Patriot Logistics,logistics,13001.4,PO-48085,CC-300
TXN007831,2026-04-25,SUP013,Eagle Transport,logistics,5215.59,PO-25191,CC-100
TXN007832,2026-04-25,SUP014,Horizon Carriers,logistics,7719.3,PO-11267,CC-200
TXN007833,2026-04-25,SUP015,Summit Shipping,logistics,2768.03,PO-56861,CC-400
TXN007834,2026-04-25,SUP016,Gateway Freight,logistics,2441.76,PO-22183,CC-300
TXN007835,2026-04-25,SUP016,Gateway Freight,logistics,4486.1,PO-33969,CC-100
TXN007836,2026-04-25,SUP021,TechForward Solutions,it-services,13432.35,PO-45629,CC-400
TXN007837,2026-04-25,SUP022,CloudBridge Systems,it-services,7683.0,PO-65278,CC-200
TXN007838,2026-04-25,SUP024,Pinnacle Software,it-services,2368.11,PO-30892,CC-100
TXN007839,2026-04-25,SUP025,DataVault Analytics,it-services,3821.3,PO-84572,CC-400
TXN007840,2026-04-25,SUP034,Atlas HVAC,facilities,4792.07,PO-27125,CC-400
TXN007841,2026-04-25,SUP035,Cornerstone Electric,facilities,1594.9,PO-63907,CC-400
TXN007842,2026-04-25,SUP035,Cornerstone Electric,facilities,1380.24,PO-44290,CC-300
TXN007843,2026-04-25,SUP041,Whitfield Consulting,professional-services,8421.6,PO-85582,CC-200
TXN007844,2026-04-25,SUP042,Sterling Advisory,professional-services,7886.78,PO-54341,CC-100
TXN007845,2026-04-25,SUP042,Sterling Advisory,professional-services,6114.18,PO-42581,CC-400
TXN007846,2026-04-25,SUP044,Crestline Accounting,professional-services,3288.79,PO-83183,CC-100
TXN007847,2026-04-25,SUP046,Catalyst Training,professional-services,2219.36,PO-71510,CC-400
TXN007848,2026-04-25,SUP046,Catalyst Training,professional-services,3126.49,PO-19812,CC-400
TXN007849,2026-04-25,SUP050,Clearpath Compliance,professional-services,732.72,PO-59628,CC-400
TXN007850,2026-04-25,SUP051,Redstone Cloud,it-services,594.23,PO-68220,CC-400
TXN007851,2026-04-25,SUP053,Heritage Painting,facilities,524.07,PO-75191,CC-100
