transaction_id,date,category,supplier,description,amount_usd,po_number,cost_center
TXN-2407,2026-02-09,MRO,Industrial Supply Co,MRO services,44360.93,PO-2407,CC-169
TXN-1285,2025-07-10,Logistics,Horizon Distribution,Logistics services,84034.97,PO-1285,CC-843
TXN-2237,2025-05-22,MRO,ToolWorks Inc,MRO services,53605.69,PO-2237,CC-235
TXN-1007,2025-05-26,IT services,Pinnacle IT Group,IT services services,86950.16,PO-1007,CC-990
TXN-1707,2026-04-27,Facilities,Meridian Maintenance Group,Facilities services,57433.99,PO-1707,CC-351
TXN-2392,2026-01-22,MRO,FastParts Direct,MRO services,50379.2,PO-2392,CC-136
TXN-1420,2026-01-13,Logistics,National Carriers Inc,Logistics services,50241.88,PO-1420,CC-121
TXN-1615,2025-11-23,Facilities,SafeGuard Security,Facilities services,93544.62,PO-1615,CC-378
TXN-1965,2026-04-09,Raw materials,Apex Electronics,Raw materials services,47763.64,PO-1965,CC-972
TXN-1223,2026-04-18,IT services,NetSecure Corp,IT services services,49455.69,PO-1223,CC-880
TXN-1244,2025-05-03,Logistics,SwiftLine Freight,Logistics services,42879.04,PO-1244,CC-260
TXN-1506,2025-05-11,Facilities,Meridian Maintenance Group,Facilities services,90461.32,PO-1506,CC-417
TXN-1006,2025-05-14,IT services,TechBridge Systems,IT services services,95895.24,PO-1006,CC-325
TXN-2314,2025-09-12,MRO,Grainger West,MRO services,35086.85,PO-2314,CC-237
TXN-1511,2025-06-24,Facilities,GreenSpace Facilities,Facilities services,90702.59,PO-1511,CC-550
TXN-2093,2025-10-12,Professional services,Broadview Analytics,Professional services services,27091.01,PO-2093,CC-821
TXN-2399,2026-02-07,MRO,FastParts Direct,MRO services,49980.45,PO-2399,CC-565
TXN-1013,2025-05-10,IT services,Pinnacle IT Group,IT services services,46202.47,PO-1013,CC-949
TXN-1260,2025-06-25,Logistics,Horizon Distribution,Logistics services,68488.44,PO-1260,CC-874
TXN-1004,2025-05-08,IT services,CloudStack Solutions,IT services services,47391.46,PO-1004,CC-617
TXN-1682,2026-03-14,Facilities,Meridian Maintenance Group,Facilities services,73502.33,PO-1682,CC-669
TXN-1720,2025-05-01,Raw materials,Cascade Fasteners,Raw materials services,53851.82,PO-1720,CC-642
TXN-1121,2025-11-26,IT services,NetSecure Corp,IT services services,64274.01,PO-1121,CC-992
TXN-1186,2026-02-21,IT services,TechBridge Systems,IT services services,45389.71,PO-1186,CC-141
TXN-1296,2025-08-15,Logistics,Redline Logistics LLC,Logistics services,87448.48,PO-1296,CC-202
TXN-1980,2025-05-15,Professional services,Keystone Legal,Professional services services,30632.31,PO-1980,CC-151
TXN-1749,2025-06-18,Raw materials,Apex Electronics,Raw materials services,43026.36,PO-1749,CC-484
TXN-2146,2026-01-22,Professional services,Nexus Staffing,Professional services services,33980.76,PO-2146,CC-104
TXN-1430,2026-02-05,Logistics,SwiftLine Freight,Logistics services,42859.03,PO-1430,CC-878
TXN-1053,2025-07-18,IT services,Pinnacle IT Group,IT services services,116892.13,PO-1053,CC-873
TXN-2027,2025-07-12,Professional services,Whitfield Advisory,Professional services services,58711.84,PO-2027,CC-362
TXN-1743,2025-06-05,Raw materials,Apex Electronics,Raw materials services,74195.09,PO-1743,CC-909
TXN-1167,2026-01-03,IT services,DataVault Inc,IT services services,96301.88,PO-1167,CC-524
TXN-1990,2025-05-26,Professional services,Sterling Consulting,Professional services services,73288.11,PO-1990,CC-830
TXN-2184,2026-03-13,Professional services,Broadview Analytics,Professional services services,37979.09,PO-2184,CC-806
TXN-1344,2025-10-02,Logistics,National Carriers Inc,Logistics services,39243.01,PO-1344,CC-138
TXN-1850,2025-11-23,Raw materials,Cascade Fasteners,Raw materials services,39495.03,PO-1850,CC-399
TXN-2182,2026-02-03,Professional services,Keystone Legal,Professional services services,67829.75,PO-2182,CC-481
TXN-2274,2025-07-22,MRO,FastParts Direct,MRO services,65906.3,PO-2274,CC-428
TXN-2173,2026-02-03,Professional services,Broadview Analytics,Professional services services,31942.03,PO-2173,CC-898
TXN-1388,2025-12-25,Logistics,Horizon Distribution,Logistics services,87411.38,PO-1388,CC-533
TXN-2116,2025-11-26,Professional services,Whitfield Advisory,Professional services services,68873.49,PO-2116,CC-977
TXN-1524,2025-06-19,Facilities,SafeGuard Security,Facilities services,56279.27,PO-1524,CC-133
TXN-2260,2025-06-14,MRO,Industrial Supply Co,MRO services,39627.81,PO-2260,CC-385
TXN-2329,2025-10-19,MRO,FastParts Direct,MRO services,30680.68,PO-2329,CC-775
TXN-1894,2026-01-05,Raw materials,Apex Electronics,Raw materials services,48129.76,PO-1894,CC-353
TXN-2261,2025-06-19,MRO,ToolWorks Inc,MRO services,28463.53,PO-2261,CC-966
TXN-1878,2025-12-03,Raw materials,Heartland Polymers,Raw materials services,54909.1,PO-1878,CC-820
TXN-1117,2025-11-28,IT services,Pinnacle IT Group,IT services services,103950.35,PO-1117,CC-852
TXN-1094,2025-09-15,IT services,NetSecure Corp,IT services services,62661.27,PO-1094,CC-953
TXN-1127,2025-11-09,IT services,RapidDeploy LLC,IT services services,116746.16,PO-1127,CC-139
TXN-1691,2026-04-28,Facilities,ProClean Services,Facilities services,92839.76,PO-1691,CC-479
TXN-2058,2025-09-18,Professional services,Nexus Staffing,Professional services services,45202.53,PO-2058,CC-803
TXN-2286,2025-08-19,MRO,ToolWorks Inc,MRO services,47799.42,PO-2286,CC-941
TXN-2400,2026-02-09,MRO,Grainger West,MRO services,48559.38,PO-2400,CC-279
TXN-2361,2025-12-18,MRO,Industrial Supply Co,MRO services,62240.58,PO-2361,CC-615
TXN-1207,2026-03-28,IT services,RapidDeploy LLC,IT services services,61336.84,PO-1207,CC-351
TXN-1605,2025-11-07,Facilities,SafeGuard Security,Facilities services,72463.33,PO-1605,CC-352
TXN-1465,2026-03-13,Logistics,Coastal Transport Co,Logistics services,40157.67,PO-1465,CC-257
TXN-2212,2026-04-12,Professional services,Broadview Analytics,Professional services services,71366.68,PO-2212,CC-945
TXN-2257,2025-06-07,MRO,FastParts Direct,MRO services,57650.49,PO-2257,CC-401
TXN-1462,2026-03-26,Logistics,Redline Logistics LLC,Logistics services,50641.32,PO-1462,CC-203
TXN-1931,2026-03-17,Raw materials,Great Lakes Steel,Raw materials services,43042.08,PO-1931,CC-102
TXN-2045,2025-08-27,Professional services,Broadview Analytics,Professional services services,28915.05,PO-2045,CC-777
TXN-1780,2025-08-15,Raw materials,Great Lakes Steel,Raw materials services,85859.36,PO-1780,CC-825
TXN-1745,2025-06-14,Raw materials,Pacific Aluminum,Raw materials services,32718.43,PO-1745,CC-337
TXN-1869,2025-12-02,Raw materials,Bayshore Materials,Raw materials services,74587.74,PO-1869,CC-201
TXN-2441,2026-04-10,MRO,ToolWorks Inc,MRO services,58065.48,PO-2441,CC-356
TXN-2282,2025-08-27,MRO,Industrial Supply Co,MRO services,31874.87,PO-2282,CC-819
TXN-1893,2026-01-13,Raw materials,Great Lakes Steel,Raw materials services,64383.91,PO-1893,CC-459
TXN-2102,2025-11-22,Professional services,Whitfield Advisory,Professional services services,56458.38,PO-2102,CC-311
TXN-1975,2025-05-27,Professional services,Whitfield Advisory,Professional services services,31035.19,PO-1975,CC-510
TXN-1656,2026-02-17,Facilities,ProClean Services,Facilities services,62237.94,PO-1656,CC-525
TXN-1475,2026-04-09,Logistics,Coastal Transport Co,Logistics services,40625.36,PO-1475,CC-153
TXN-2120,2025-12-19,Professional services,Broadview Analytics,Professional services services,60855.07,PO-2120,CC-825
TXN-1530,2025-07-09,Facilities,ProClean Services,Facilities services,49727.09,PO-1530,CC-820
TXN-2010,2025-06-05,Professional services,Keystone Legal,Professional services services,27533.71,PO-2010,CC-700
TXN-1860,2025-11-09,Raw materials,Apex Electronics,Raw materials services,60013.52,PO-1860,CC-811
TXN-1302,2025-08-21,Logistics,National Carriers Inc,Logistics services,92536.16,PO-1302,CC-835
TXN-1433,2026-02-19,Logistics,Coastal Transport Co,Logistics services,60384.88,PO-1433,CC-758
TXN-2408,2026-02-08,MRO,Grainger West,MRO services,51213.67,PO-2408,CC-793
TXN-1473,2026-04-17,Logistics,Horizon Distribution,Logistics services,81335.17,PO-1473,CC-640
TXN-1293,2025-07-22,Logistics,National Carriers Inc,Logistics services,56386.83,PO-1293,CC-911
TXN-2294,2025-08-01,MRO,Grainger West,MRO services,59727.46,PO-2294,CC-585
TXN-2250,2025-06-26,MRO,FastParts Direct,MRO services,45668.86,PO-2250,CC-917
TXN-1451,2026-03-18,Logistics,Redline Logistics LLC,Logistics services,52798.5,PO-1451,CC-794
TXN-1299,2025-08-09,Logistics,Redline Logistics LLC,Logistics services,61694.86,PO-1299,CC-446
TXN-1195,2026-03-19,IT services,TechBridge Systems,IT services services,55743.87,PO-1195,CC-807
TXN-1962,2026-04-04,Raw materials,Cascade Fasteners,Raw materials services,35984.76,PO-1962,CC-268
TXN-1529,2025-07-13,Facilities,Meridian Maintenance Group,Facilities services,65215.37,PO-1529,CC-675
TXN-1773,2025-07-23,Raw materials,Pacific Aluminum,Raw materials services,65189.76,PO-1773,CC-305
TXN-1572,2025-09-13,Facilities,ProClean Services,Facilities services,38517.09,PO-1572,CC-617
TXN-2367,2025-12-09,MRO,Industrial Supply Co,MRO services,41809.39,PO-2367,CC-588
TXN-1406,2026-01-22,Logistics,Redline Logistics LLC,Logistics services,49133.82,PO-1406,CC-534
TXN-1872,2025-12-14,Raw materials,Apex Electronics,Raw materials services,29585.4,PO-1872,CC-307
TXN-1532,2025-07-05,Facilities,GreenSpace Facilities,Facilities services,45706.09,PO-1532,CC-973
TXN-1252,2025-06-20,Logistics,SwiftLine Freight,Logistics services,82258.18,PO-1252,CC-866
TXN-2192,2026-03-03,Professional services,Broadview Analytics,Professional services services,46287.82,PO-2192,CC-367
TXN-2444,2026-04-11,MRO,Industrial Supply Co,MRO services,42910.11,PO-2444,CC-366
TXN-1463,2026-03-27,Logistics,Coastal Transport Co,Logistics services,80873.85,PO-1463,CC-856
TXN-1112,2025-10-12,IT services,DataVault Inc,IT services services,93149.95,PO-1112,CC-898
TXN-2216,2026-04-25,Professional services,Broadview Analytics,Professional services services,30213.85,PO-2216,CC-774
TXN-2295,2025-08-05,MRO,FastParts Direct,MRO services,46687.36,PO-2295,CC-864
TXN-2154,2026-01-24,Professional services,Sterling Consulting,Professional services services,35842.8,PO-2154,CC-234
TXN-2406,2026-02-19,MRO,Grainger West,MRO services,53379.06,PO-2406,CC-982
TXN-1550,2025-08-21,Facilities,ProClean Services,Facilities services,48997.85,PO-1550,CC-664
TXN-1918,2026-02-02,Raw materials,Apex Electronics,Raw materials services,65726.63,PO-1918,CC-416
TXN-2046,2025-08-04,Professional services,Nexus Staffing,Professional services services,48238.38,PO-2046,CC-126
TXN-1717,2025-05-12,Raw materials,Heartland Polymers,Raw materials services,59429.67,PO-1717,CC-161
TXN-2414,2026-02-22,MRO,FastParts Direct,MRO services,65374.2,PO-2414,CC-294
TXN-1321,2025-09-19,Logistics,National Carriers Inc,Logistics services,49285.12,PO-1321,CC-985
TXN-1825,2025-10-14,Raw materials,Heartland Polymers,Raw materials services,63511.27,PO-1825,CC-290
TXN-2378,2026-01-13,MRO,ToolWorks Inc,MRO services,57562.29,PO-2378,CC-853
TXN-2186,2026-03-23,Professional services,Whitfield Advisory,Professional services services,30166.27,PO-2186,CC-843
TXN-1415,2026-01-18,Logistics,SwiftLine Freight,Logistics services,40039.09,PO-1415,CC-820
TXN-1438,2026-02-12,Logistics,National Carriers Inc,Logistics services,34211.37,PO-1438,CC-951
TXN-1937,2026-03-11,Raw materials,Apex Electronics,Raw materials services,83664.15,PO-1937,CC-377
TXN-1813,2025-09-25,Raw materials,Heartland Polymers,Raw materials services,41705.45,PO-1813,CC-820
TXN-1333,2025-09-11,Logistics,Horizon Distribution,Logistics services,79326.5,PO-1333,CC-923
TXN-2265,2025-07-19,MRO,ToolWorks Inc,MRO services,44748.57,PO-2265,CC-663
TXN-1859,2025-11-25,Raw materials,Bayshore Materials,Raw materials services,76499.01,PO-1859,CC-195
TXN-1450,2026-03-21,Logistics,Redline Logistics LLC,Logistics services,82041.71,PO-1450,CC-442
TXN-1182,2026-02-25,IT services,Pinnacle IT Group,IT services services,66002.6,PO-1182,CC-488
TXN-1068,2025-08-24,IT services,CloudStack Solutions,IT services services,44750.66,PO-1068,CC-447
TXN-2289,2025-08-04,MRO,Industrial Supply Co,MRO services,40183.64,PO-2289,CC-647
TXN-2122,2025-12-21,Professional services,Whitfield Advisory,Professional services services,58374.38,PO-2122,CC-903
TXN-2215,2026-04-12,Professional services,Broadview Analytics,Professional services services,59867.3,PO-2215,CC-833
TXN-1423,2026-01-13,Logistics,SwiftLine Freight,Logistics services,59543.05,PO-1423,CC-636
TXN-2316,2025-09-16,MRO,ToolWorks Inc,MRO services,57588.16,PO-2316,CC-664
TXN-1016,2025-05-10,IT services,TechBridge Systems,IT services services,58104.16,PO-1016,CC-181
TXN-1419,2026-01-19,Logistics,Horizon Distribution,Logistics services,68457.4,PO-1419,CC-514
TXN-2060,2025-09-28,Professional services,Keystone Legal,Professional services services,28488.26,PO-2060,CC-831
TXN-2229,2025-05-05,MRO,FastParts Direct,MRO services,55588.14,PO-2229,CC-206
TXN-2140,2025-12-25,Professional services,Keystone Legal,Professional services services,34906.12,PO-2140,CC-272
TXN-1168,2026-01-15,IT services,Pinnacle IT Group,IT services services,66324.74,PO-1168,CC-525
TXN-1778,2025-08-07,Raw materials,Great Lakes Steel,Raw materials services,84622.15,PO-1778,CC-706
TXN-1486,2026-04-16,Logistics,SwiftLine Freight,Logistics services,80108.07,PO-1486,CC-559
TXN-1504,2025-05-03,Facilities,Meridian Maintenance Group,Facilities services,85611.65,PO-1504,CC-833
TXN-1787,2025-08-28,Raw materials,Apex Electronics,Raw materials services,61121.71,PO-1787,CC-808
TXN-2098,2025-10-12,Professional services,Nexus Staffing,Professional services services,51732.29,PO-2098,CC-267
TXN-2194,2026-03-19,Professional services,Nexus Staffing,Professional services services,62370.46,PO-2194,CC-841
TXN-1666,2026-02-12,Facilities,Meridian Maintenance Group,Facilities services,75300.14,PO-1666,CC-221
TXN-2424,2026-03-26,MRO,FastParts Direct,MRO services,25033.89,PO-2424,CC-533
TXN-2075,2025-09-14,Professional services,Nexus Staffing,Professional services services,67911.44,PO-2075,CC-370
TXN-1988,2025-05-26,Professional services,Broadview Analytics,Professional services services,34417.77,PO-1988,CC-638
TXN-1138,2025-12-13,IT services,DataVault Inc,IT services services,73474.22,PO-1138,CC-793
TXN-1489,2026-04-04,Logistics,Coastal Transport Co,Logistics services,65403.64,PO-1489,CC-894
TXN-1082,2025-09-17,IT services,RapidDeploy LLC,IT services services,52479.28,PO-1082,CC-182
TXN-1368,2025-11-04,Logistics,Horizon Distribution,Logistics services,64478.78,PO-1368,CC-562
TXN-1718,2025-05-20,Raw materials,Cascade Fasteners,Raw materials services,67229.42,PO-1718,CC-594
TXN-2445,2026-04-18,MRO,ToolWorks Inc,MRO services,38864.73,PO-2445,CC-929
TXN-2369,2025-12-01,MRO,Grainger West,MRO services,34234.17,PO-2369,CC-826
TXN-1238,2025-05-26,Logistics,National Carriers Inc,Logistics services,70402.03,PO-1238,CC-733
TXN-1611,2025-11-26,Facilities,SafeGuard Security,Facilities services,94953.63,PO-1611,CC-249
TXN-1826,2025-10-23,Raw materials,Apex Electronics,Raw materials services,67097.82,PO-1826,CC-760
TXN-1772,2025-07-05,Raw materials,Bayshore Materials,Raw materials services,87113.32,PO-1772,CC-407
TXN-1581,2025-09-04,Facilities,ProClean Services,Facilities services,41037.75,PO-1581,CC-503
TXN-1621,2025-12-16,Facilities,GreenSpace Facilities,Facilities services,75258.28,PO-1621,CC-588
TXN-1274,2025-07-21,Logistics,National Carriers Inc,Logistics services,39545.3,PO-1274,CC-723
TXN-1911,2026-02-03,Raw materials,Cascade Fasteners,Raw materials services,38567.48,PO-1911,CC-417
TXN-1627,2025-12-06,Facilities,GreenSpace Facilities,Facilities services,84075.21,PO-1627,CC-866
TXN-2119,2025-11-14,Professional services,Keystone Legal,Professional services services,37368.59,PO-2119,CC-514
TXN-1190,2026-02-25,IT services,Pinnacle IT Group,IT services services,95746.77,PO-1190,CC-477
TXN-1873,2025-12-21,Raw materials,Bayshore Materials,Raw materials services,83283.15,PO-1873,CC-409
TXN-1110,2025-10-26,IT services,NetSecure Corp,IT services services,69020.43,PO-1110,CC-981
TXN-2248,2025-06-04,MRO,ToolWorks Inc,MRO services,59361.71,PO-2248,CC-730
TXN-2025,2025-07-22,Professional services,Sterling Consulting,Professional services services,65034.15,PO-2025,CC-754
TXN-1281,2025-07-07,Logistics,Coastal Transport Co,Logistics services,41022.67,PO-1281,CC-713
TXN-1653,2026-01-28,Facilities,Meridian Maintenance Group,Facilities services,43379.51,PO-1653,CC-632
TXN-1454,2026-03-12,Logistics,Coastal Transport Co,Logistics services,74048.04,PO-1454,CC-417
TXN-1311,2025-08-08,Logistics,National Carriers Inc,Logistics services,71254.3,PO-1311,CC-609
TXN-1422,2026-01-28,Logistics,Horizon Distribution,Logistics services,37426.45,PO-1422,CC-208
TXN-1925,2026-02-14,Raw materials,Great Lakes Steel,Raw materials services,49341.56,PO-1925,CC-378
TXN-1993,2025-05-01,Professional services,Broadview Analytics,Professional services services,37910.33,PO-1993,CC-426
TXN-1786,2025-08-16,Raw materials,Apex Electronics,Raw materials services,88086.85,PO-1786,CC-696
TXN-1906,2026-01-01,Raw materials,Great Lakes Steel,Raw materials services,64253.3,PO-1906,CC-368
TXN-2232,2025-05-11,MRO,FastParts Direct,MRO services,34947.53,PO-2232,CC-401
TXN-2036,2025-08-18,Professional services,Whitfield Advisory,Professional services services,60621.49,PO-2036,CC-195
TXN-1122,2025-11-22,IT services,DataVault Inc,IT services services,57707.06,PO-1122,CC-297
TXN-2302,2025-09-21,MRO,FastParts Direct,MRO services,41229.57,PO-2302,CC-971
TXN-1571,2025-09-10,Facilities,GreenSpace Facilities,Facilities services,65196.81,PO-1571,CC-609
TXN-1070,2025-08-06,IT services,Pinnacle IT Group,IT services services,51102.27,PO-1070,CC-385
TXN-1326,2025-09-21,Logistics,SwiftLine Freight,Logistics services,71797.61,PO-1326,CC-761
TXN-1162,2026-01-25,IT services,TechBridge Systems,IT services services,62048.54,PO-1162,CC-633
TXN-1991,2025-05-26,Professional services,Keystone Legal,Professional services services,48206.69,PO-1991,CC-596
TXN-2065,2025-09-03,Professional services,Whitfield Advisory,Professional services services,26703.1,PO-2065,CC-799
TXN-1149,2025-12-25,IT services,Pinnacle IT Group,IT services services,88706.96,PO-1149,CC-174
TXN-1932,2026-03-01,Raw materials,Great Lakes Steel,Raw materials services,80286.17,PO-1932,CC-350
TXN-2272,2025-07-12,MRO,Industrial Supply Co,MRO services,27770.33,PO-2272,CC-556
TXN-1938,2026-03-04,Raw materials,Great Lakes Steel,Raw materials services,63318.03,PO-1938,CC-614
TXN-1723,2025-05-04,Raw materials,Heartland Polymers,Raw materials services,35869.15,PO-1723,CC-636
TXN-1706,2026-04-07,Facilities,GreenSpace Facilities,Facilities services,51908.39,PO-1706,CC-437
TXN-2049,2025-08-22,Professional services,Broadview Analytics,Professional services services,47776.63,PO-2049,CC-371
TXN-1755,2025-07-10,Raw materials,Great Lakes Steel,Raw materials services,34953.48,PO-1755,CC-555
TXN-2100,2025-11-02,Professional services,Keystone Legal,Professional services services,25953.91,PO-2100,CC-266
TXN-1798,2025-09-05,Raw materials,Cascade Fasteners,Raw materials services,70344.02,PO-1798,CC-453
TXN-1555,2025-08-21,Facilities,ProClean Services,Facilities services,37940.94,PO-1555,CC-889
TXN-1595,2025-10-24,Facilities,Meridian Maintenance Group,Facilities services,66859.61,PO-1595,CC-734
TXN-2170,2026-02-23,Professional services,Broadview Analytics,Professional services services,69398.5,PO-2170,CC-592
TXN-2006,2025-06-08,Professional services,Sterling Consulting,Professional services services,29044.41,PO-2006,CC-716
TXN-1212,2026-04-20,IT services,NetSecure Corp,IT services services,67079.68,PO-1212,CC-818
TXN-1135,2025-12-24,IT services,TechBridge Systems,IT services services,107604.73,PO-1135,CC-407
TXN-2435,2026-04-19,MRO,FastParts Direct,MRO services,48401.4,PO-2435,CC-802
TXN-1460,2026-03-11,Logistics,SwiftLine Freight,Logistics services,92347.14,PO-1460,CC-884
TXN-1338,2025-09-15,Logistics,Horizon Distribution,Logistics services,65963.69,PO-1338,CC-477
TXN-1620,2025-12-18,Facilities,Meridian Maintenance Group,Facilities services,32977.12,PO-1620,CC-261
TXN-2044,2025-08-12,Professional services,Broadview Analytics,Professional services services,32160.77,PO-2044,CC-103
TXN-1437,2026-02-10,Logistics,Horizon Distribution,Logistics services,64103.26,PO-1437,CC-572
TXN-1985,2025-05-08,Professional services,Nexus Staffing,Professional services services,55070.59,PO-1985,CC-762
TXN-1587,2025-10-11,Facilities,SafeGuard Security,Facilities services,93436.57,PO-1587,CC-266
TXN-1247,2025-05-15,Logistics,Horizon Distribution,Logistics services,76553.75,PO-1247,CC-172
TXN-2118,2025-11-21,Professional services,Whitfield Advisory,Professional services services,60094.89,PO-2118,CC-609
TXN-2298,2025-08-01,MRO,ToolWorks Inc,MRO services,65838.31,PO-2298,CC-666
TXN-1703,2026-04-11,Facilities,GreenSpace Facilities,Facilities services,82356.34,PO-1703,CC-308
TXN-1915,2026-02-23,Raw materials,Bayshore Materials,Raw materials services,33452.25,PO-1915,CC-547
TXN-1628,2025-12-01,Facilities,SafeGuard Security,Facilities services,89870.73,PO-1628,CC-405
TXN-1695,2026-04-28,Facilities,Meridian Maintenance Group,Facilities services,63932.68,PO-1695,CC-440
TXN-1534,2025-07-28,Facilities,ProClean Services,Facilities services,85547.39,PO-1534,CC-427
TXN-1998,2025-06-24,Professional services,Nexus Staffing,Professional services services,64769.59,PO-1998,CC-157
TXN-1862,2025-11-25,Raw materials,Cascade Fasteners,Raw materials services,29691.59,PO-1862,CC-967
TXN-2137,2025-12-06,Professional services,Keystone Legal,Professional services services,67038.43,PO-2137,CC-897
TXN-2308,2025-09-22,MRO,ToolWorks Inc,MRO services,38721.6,PO-2308,CC-771
TXN-1673,2026-03-22,Facilities,ProClean Services,Facilities services,34741.96,PO-1673,CC-529
TXN-1803,2025-09-23,Raw materials,Great Lakes Steel,Raw materials services,55437.08,PO-1803,CC-563
TXN-2391,2026-01-26,MRO,ToolWorks Inc,MRO services,31385.48,PO-2391,CC-713
TXN-1156,2026-01-04,IT services,DataVault Inc,IT services services,113148.92,PO-1156,CC-567
TXN-1231,2025-05-19,Logistics,Redline Logistics LLC,Logistics services,87354.89,PO-1231,CC-391
TXN-1287,2025-07-15,Logistics,National Carriers Inc,Logistics services,86880.22,PO-1287,CC-651
TXN-1569,2025-09-24,Facilities,SafeGuard Security,Facilities services,93592.11,PO-1569,CC-420
TXN-2225,2025-05-19,MRO,Grainger West,MRO services,43250.42,PO-2225,CC-616
TXN-1397,2025-12-09,Logistics,Horizon Distribution,Logistics services,33660.66,PO-1397,CC-819
TXN-1264,2025-06-22,Logistics,National Carriers Inc,Logistics services,53028.72,PO-1264,CC-207
TXN-1795,2025-08-17,Raw materials,Heartland Polymers,Raw materials services,59721.78,PO-1795,CC-671
TXN-1064,2025-08-16,IT services,Pinnacle IT Group,IT services services,59309.43,PO-1064,CC-926
TXN-1283,2025-07-26,Logistics,Redline Logistics LLC,Logistics services,49397.56,PO-1283,CC-974
TXN-1956,2026-04-13,Raw materials,Heartland Polymers,Raw materials services,67199.11,PO-1956,CC-176
TXN-1242,2025-05-07,Logistics,Redline Logistics LLC,Logistics services,92119.38,PO-1242,CC-740
TXN-1310,2025-08-03,Logistics,SwiftLine Freight,Logistics services,42635.32,PO-1310,CC-724
TXN-1641,2026-01-10,Facilities,SafeGuard Security,Facilities services,94916.16,PO-1641,CC-696
TXN-1364,2025-11-26,Logistics,Redline Logistics LLC,Logistics services,54615.42,PO-1364,CC-343
TXN-1361,2025-11-28,Logistics,Coastal Transport Co,Logistics services,31998.63,PO-1361,CC-248
TXN-2277,2025-07-17,MRO,ToolWorks Inc,MRO services,45821.86,PO-2277,CC-556
TXN-1356,2025-10-02,Logistics,Coastal Transport Co,Logistics services,93615.03,PO-1356,CC-905
TXN-1857,2025-11-21,Raw materials,Apex Electronics,Raw materials services,37946.51,PO-1857,CC-375
TXN-2209,2026-04-27,Professional services,Nexus Staffing,Professional services services,51622.32,PO-2209,CC-193
TXN-1763,2025-07-22,Raw materials,Cascade Fasteners,Raw materials services,60337.99,PO-1763,CC-489
TXN-1981,2025-05-14,Professional services,Whitfield Advisory,Professional services services,70076.32,PO-1981,CC-941
TXN-1502,2025-05-06,Facilities,SafeGuard Security,Facilities services,85742.94,PO-1502,CC-950
TXN-2085,2025-10-14,Professional services,Keystone Legal,Professional services services,37860.35,PO-2085,CC-719
TXN-1879,2025-12-16,Raw materials,Great Lakes Steel,Raw materials services,29609.65,PO-1879,CC-179
TXN-2042,2025-08-10,Professional services,Keystone Legal,Professional services services,57108.79,PO-2042,CC-343
TXN-1254,2025-06-23,Logistics,National Carriers Inc,Logistics services,75643.14,PO-1254,CC-512
TXN-1041,2025-07-09,IT services,TechBridge Systems,IT services services,109826.86,PO-1041,CC-612
TXN-1023,2025-06-08,IT services,TechBridge Systems,IT services services,94844.51,PO-1023,CC-801
TXN-1730,2025-05-13,Raw materials,Great Lakes Steel,Raw materials services,35070.48,PO-1730,CC-486
TXN-1941,2026-03-25,Raw materials,Apex Electronics,Raw materials services,80720.09,PO-1941,CC-965
TXN-1469,2026-03-20,Logistics,SwiftLine Freight,Logistics services,93519.27,PO-1469,CC-391
TXN-2259,2025-06-24,MRO,FastParts Direct,MRO services,66067.96,PO-2259,CC-626
TXN-1204,2026-03-21,IT services,TechBridge Systems,IT services services,81560.49,PO-1204,CC-376
TXN-1191,2026-03-24,IT services,DataVault Inc,IT services services,88277.4,PO-1191,CC-835
TXN-1091,2025-09-19,IT services,Pinnacle IT Group,IT services services,89496.05,PO-1091,CC-202
TXN-2109,2025-11-27,Professional services,Keystone Legal,Professional services services,57925.53,PO-2109,CC-738
TXN-2234,2025-05-18,MRO,ToolWorks Inc,MRO services,60673.98,PO-2234,CC-981
TXN-1497,2025-05-16,Facilities,ProClean Services,Facilities services,58126.84,PO-1497,CC-144
TXN-2080,2025-10-16,Professional services,Whitfield Advisory,Professional services services,27028.6,PO-2080,CC-375
TXN-2373,2025-12-09,MRO,Grainger West,MRO services,52022.95,PO-2373,CC-367
TXN-1727,2025-05-23,Raw materials,Cascade Fasteners,Raw materials services,43916.83,PO-1727,CC-331
TXN-2247,2025-06-18,MRO,ToolWorks Inc,MRO services,31803.55,PO-2247,CC-133
TXN-1390,2025-12-17,Logistics,Horizon Distribution,Logistics services,38410.95,PO-1390,CC-317
TXN-1237,2025-05-04,Logistics,Redline Logistics LLC,Logistics services,95067.52,PO-1237,CC-671
TXN-2095,2025-10-04,Professional services,Nexus Staffing,Professional services services,44135.25,PO-2095,CC-797
TXN-2032,2025-07-22,Professional services,Nexus Staffing,Professional services services,56635.01,PO-2032,CC-330
TXN-2268,2025-07-18,MRO,FastParts Direct,MRO services,41377.6,PO-2268,CC-513
TXN-1020,2025-06-21,IT services,TechBridge Systems,IT services services,114680.32,PO-1020,CC-173
TXN-2412,2026-02-06,MRO,ToolWorks Inc,MRO services,26022.35,PO-2412,CC-587
TXN-1369,2025-11-20,Logistics,Coastal Transport Co,Logistics services,45916.8,PO-1369,CC-144
TXN-1676,2026-03-02,Facilities,ProClean Services,Facilities services,48614.59,PO-1676,CC-511
TXN-1679,2026-03-25,Facilities,SafeGuard Security,Facilities services,70335.16,PO-1679,CC-788
TXN-1843,2025-11-27,Raw materials,Pacific Aluminum,Raw materials services,50143.18,PO-1843,CC-189
