shipment_id,carrier_id,mode,from_location,to_location,total_gbp,ship_date
SH-00565,CAR003,sea_fcl,Felixstowe,Shanghai,3004.03,2025-10-18
SH-00755,CAR023,sea_lcl,Cardiff,Naples,1446.48,2025-10-18
SH-00785,CAR018,parcel,Multiple UK,Multiple UK,12387.22,2025-10-18
SH-00907,CAR003,sea_fcl,Liverpool,New York,2736.85,2025-10-18
SH-00936,CAR007,road_temp_controlled,Manchester,Stockholm,3479.11,2025-10-18
SH-01139,CAR003,sea_fcl,Liverpool,New York,2683.61,2025-10-18
SH-01280,CAR018,parcel,Multiple UK,Multiple UK,12470.15,2025-10-18
SH-00345,CAR010,road_ftl,Manchester,Hamburg,2880.11,2025-10-19
SH-00731,CAR001,road_ftl,Birmingham,Antwerp,2354.82,2025-10-19
SH-00832,CAR009,road_pallet_network,Birmingham,Manchester,398.81,2025-10-19
SH-01370,CAR001,road_ltl,Manchester,Hamburg,974.52,2025-10-19
SH-00431,CAR007,road_temp_controlled,Manchester,Stockholm,3647.51,2025-10-20
SH-00588,CAR002,road_ltl,Birmingham,Lyon,1068.35,2025-10-20
SH-00605,CAR002,road_ftl,Birmingham,Munich,2633.0,2025-10-20
SH-00265,CAR009,road_pallet_network,Birmingham,Newcastle,813.38,2025-10-21
SH-00388,CAR014,sea_fcl,Liverpool,New York,2558.52,2025-10-21
SH-00542,CAR014,sea_fcl,Felixstowe,Shanghai,3224.87,2025-10-21
SH-01337,CAR001,road_ftl,Birmingham,Glasgow,1764.15,2025-10-21
SH-00656,CAR023,sea_lcl,Felixstowe,Antwerp,709.26,2025-10-22
SH-01301,CAR005,sea_fcl,Felixstowe,Shanghai,3142.33,2025-10-22
SH-01336,CAR014,sea_fcl,Felixstowe,Singapore,2892.39,2025-10-22
SH-00270,CAR007,road_temp_controlled,Manchester,Oslo,4191.42,2025-10-23
SH-00326,CAR002,road_ftl,Coventry,Madrid,3247.13,2025-10-23
SH-00458,CAR005,sea_fcl,Liverpool,New York,2630.41,2025-10-23
SH-00638,CAR014,sea_fcl,Felixstowe,Shanghai,3351.73,2025-10-23
SH-00857,CAR009,road_pallet_network,Birmingham,Glasgow,1409.82,2025-10-23
SH-00011,CAR005,sea_fcl,Felixstowe,Hong Kong,3181.33,2025-10-24
SH-00068,CAR018,parcel,Multiple UK,Multiple UK,14001.6,2025-10-24
SH-00239,CAR009,road_pallet_network,Birmingham,Newcastle,681.56,2025-10-24
SH-00385,CAR023,sea_lcl,Cardiff,Naples,1571.16,2025-10-24
SH-00467,CAR002,road_ltl,Birmingham,Munich,1395.87,2025-10-24
SH-00489,CAR009,road_pallet_network,Birmingham,Glasgow,1115.76,2025-10-24
SH-00312,CAR010,road_ftl,Birmingham,Glasgow,1623.12,2025-10-25
SH-00319,CAR007,road_temp_controlled,Manchester,Hamburg,2552.88,2025-10-25
SH-00482,CAR001,road_ltl,Manchester,Hamburg,1194.74,2025-10-25
SH-00836,CAR004,air,Heathrow,Dubai,6351.54,2025-10-25
SH-01009,CAR014,sea_fcl,Felixstowe,Shanghai,3018.87,2025-10-25
SH-01445,CAR007,road_temp_controlled,Manchester,Oslo,3640.79,2025-10-25
SH-01499,CAR001,road_ftl,Coventry,Madrid,3680.91,2025-10-25
SH-00195,CAR018,parcel,Multiple UK,Multiple UK,12288.19,2025-10-26
SH-00533,CAR002,road_ftl,Manchester,Hamburg,2819.41,2025-10-26
SH-00631,CAR003,sea_fcl,Felixstowe,Shanghai,3494.7,2025-10-26
SH-00759,CAR007,road_temp_controlled,Manchester,Stockholm,4011.32,2025-10-26
SH-00842,CAR012,air,Heathrow,Dubai,5862.85,2025-10-26
SH-00851,CAR023,sea_lcl,Cardiff,Naples,1766.0,2025-10-26
SH-01150,CAR005,sea_lcl,Cardiff,Genoa,1651.68,2025-10-26
SH-00696,CAR018,parcel,Multiple UK,Multiple UK,12738.69,2025-10-27
SH-01087,CAR010,road_ftl,Manchester,Hamburg,2949.33,2025-10-27
SH-01344,CAR002,road_ltl,Birmingham,Munich,1161.55,2025-10-27
SH-00226,CAR002,road_ltl,Manchester,Hamburg,1171.03,2025-10-28
SH-00416,CAR014,sea_fcl,Liverpool,New York,2664.09,2025-10-28
SH-00938,CAR010,road_ftl,Manchester,Hamburg,2980.97,2025-10-28
SH-00290,CAR014,sea_fcl,Liverpool,New York,2421.85,2025-10-29
SH-00595,CAR001,road_ftl,Birmingham,Antwerp,1836.79,2025-10-29
SH-00644,CAR012,air,Heathrow,Frankfurt,5077.18,2025-10-29
SH-00985,CAR009,road_pallet_network,Birmingham,Glasgow,1471.84,2025-10-29
SH-01387,CAR004,air,Heathrow,Frankfurt,4817.82,2025-10-29
SH-00116,CAR009,road_pallet_network,Birmingham,Manchester,535.85,2025-10-31
SH-00242,CAR003,sea_fcl,Felixstowe,Hong Kong,3522.69,2025-10-31
SH-00320,CAR018,parcel,Multiple UK,Multiple UK,11639.3,2025-10-31
SH-00322,CAR005,sea_lcl,Felixstowe,Antwerp,659.94,2025-10-31
SH-00376,CAR009,road_pallet_network,Birmingham,Manchester,568.41,2025-10-31
SH-01162,CAR005,sea_lcl,Cardiff,Naples,1641.63,2025-10-31
SH-01348,CAR003,sea_fcl,Liverpool,New York,2869.54,2025-10-31
SH-01405,CAR018,parcel,Multiple UK,Multiple UK,12851.33,2025-10-31
SH-01460,CAR018,parcel,Multiple UK,Multiple UK,13993.12,2025-10-31
SH-01462,CAR004,air,Heathrow,Frankfurt,5005.19,2025-10-31
SH-00057,CAR002,road_ftl,Birmingham,Hamburg,3079.27,2025-11-01
SH-00852,CAR001,road_ltl,Birmingham,Lyon,868.92,2025-11-01
SH-00874,CAR018,parcel,Multiple UK,Multiple UK,13132.27,2025-11-01
SH-01262,CAR014,sea_fcl,Felixstowe,Singapore,3194.93,2025-11-01
SH-00609,CAR001,road_ftl,Coventry,Lyon,2630.76,2025-11-02
SH-00688,CAR012,air,Heathrow,Dubai,6320.83,2025-11-02
SH-00698,CAR005,sea_lcl,Cardiff,Naples,1415.28,2025-11-02
SH-00975,CAR009,road_pallet_network,Birmingham,Newcastle,842.71,2025-11-02
SH-01271,CAR009,road_pallet_network,Birmingham,Manchester,355.25,2025-11-02
SH-00300,CAR009,road_pallet_network,Birmingham,Manchester,618.47,2025-11-03
SH-00729,CAR005,sea_lcl,Cardiff,Naples,1499.71,2025-11-03
SH-00118,CAR009,road_pallet_network,Birmingham,Newcastle,870.3,2025-11-04
SH-00248,CAR023,sea_lcl,Cardiff,Naples,1665.24,2025-11-04
SH-00283,CAR010,road_ftl,Birmingham,Hamburg,2509.58,2025-11-04
SH-00441,CAR004,air,Heathrow,Dubai,5549.22,2025-11-04
SH-00705,CAR003,sea_fcl,Felixstowe,Hong Kong,3311.9,2025-11-04
SH-00902,CAR023,sea_lcl,Cardiff,Naples,1621.38,2025-11-05
SH-01367,CAR009,road_pallet_network,Birmingham,Manchester,478.51,2025-11-05
SH-01375,CAR004,air,Heathrow,Frankfurt,5188.61,2025-11-05
SH-00083,CAR009,road_pallet_network,Birmingham,Manchester,526.18,2025-11-06
SH-00451,CAR003,sea_fcl,Felixstowe,Hong Kong,3487.76,2025-11-06
SH-00470,CAR014,sea_fcl,Felixstowe,Shanghai,3046.75,2025-11-06
SH-00740,CAR018,parcel,Multiple UK,Multiple UK,12500.65,2025-11-06
SH-00919,CAR004,air,Heathrow,Frankfurt,4939.28,2025-11-06
SH-01063,CAR007,road_temp_controlled,Manchester,Hamburg,2988.27,2025-11-06
SH-01088,CAR023,sea_lcl,Felixstowe,Antwerp,563.93,2025-11-06
SH-01342,CAR007,road_temp_controlled,Manchester,Stockholm,4234.74,2025-11-06
SH-00177,CAR001,road_ltl,Birmingham,Glasgow,754.03,2025-11-07
SH-00426,CAR023,sea_lcl,Felixstowe,Antwerp,738.14,2025-11-07
SH-01308,CAR012,air,Heathrow,JFK New York,6986.01,2025-11-07
SH-01427,CAR003,sea_fcl,Felixstowe,Hong Kong,3473.22,2025-11-07
SH-00194,CAR012,air,Heathrow,Singapore,9078.9,2025-11-08
SH-00534,CAR023,sea_lcl,Cardiff,Genoa,1397.56,2025-11-08
SH-01074,CAR007,road_temp_controlled,Manchester,Stockholm,3923.82,2025-11-08
SH-01407,CAR014,sea_fcl,Felixstowe,Singapore,2926.49,2025-11-08
SH-00321,CAR007,road_temp_controlled,Manchester,Hamburg,2751.79,2025-11-09
SH-00870,CAR005,sea_fcl,Felixstowe,Shanghai,3114.91,2025-11-09
SH-00636,CAR003,sea_fcl,Felixstowe,Singapore,3087.85,2025-11-10
SH-00670,CAR007,road_temp_controlled,Manchester,Stockholm,4041.87,2025-11-10
SH-00674,CAR012,air,Heathrow,JFK New York,7353.6,2025-11-10
SH-01044,CAR023,sea_lcl,Cardiff,Genoa,1612.9,2025-11-10
SH-00046,CAR018,parcel,Multiple UK,Multiple UK,10012.93,2025-11-11
SH-01182,CAR012,air,Heathrow,Dubai,6083.51,2025-11-11
SH-01400,CAR010,road_ftl,Coventry,Madrid,3632.33,2025-11-11
SH-00584,CAR009,road_pallet_network,Birmingham,Glasgow,1421.83,2025-11-12
SH-00828,CAR001,road_ftl,Birmingham,Antwerp,1909.11,2025-11-12
SH-00965,CAR001,road_ftl,Birmingham,Munich,2666.5,2025-11-12
SH-01204,CAR005,sea_lcl,Cardiff,Naples,1564.92,2025-11-12
SH-01484,CAR010,road_ftl,Birmingham,Glasgow,1498.6,2025-11-12
SH-00501,CAR023,sea_lcl,Felixstowe,Antwerp,577.77,2025-11-13
SH-00778,CAR002,road_ltl,Birmingham,Lyon,895.54,2025-11-13
SH-01019,CAR009,road_pallet_network,Birmingham,Manchester,421.14,2025-11-13
SH-01409,CAR018,parcel,Multiple UK,Multiple UK,15458.73,2025-11-13
SH-01471,CAR001,road_ltl,Birmingham,Lyon,1201.64,2025-11-13
SH-00016,CAR003,sea_fcl,Felixstowe,Singapore,3127.72,2025-11-14
SH-00206,CAR018,parcel,Multiple UK,Multiple UK,10541.82,2025-11-14
SH-00299,CAR014,sea_fcl,Felixstowe,Shanghai,3207.45,2025-11-14
SH-00645,CAR023,sea_lcl,Cardiff,Naples,1870.96,2025-11-14
SH-01065,CAR007,road_temp_controlled,Manchester,Stockholm,3918.7,2025-11-14
SH-00499,CAR004,air,Heathrow,Dubai,5714.18,2025-11-15
SH-00555,CAR010,road_ftl,Birmingham,Hamburg,2995.68,2025-11-15
SH-00669,CAR023,sea_lcl,Cardiff,Genoa,1454.18,2025-11-15
SH-00942,CAR001,road_ltl,Birmingham,Munich,1112.3,2025-11-15
SH-00018,CAR012,air,Heathrow,Dubai,6297.82,2025-11-16
SH-00045,CAR002,road_ftl,Manchester,Hamburg,2413.75,2025-11-17
SH-00141,CAR004,air,Heathrow,Frankfurt,5057.69,2025-11-17
SH-00622,CAR002,road_ltl,Birmingham,Lyon,900.13,2025-11-17
SH-00887,CAR007,road_temp_controlled,Manchester,Stockholm,3614.46,2025-11-17
SH-01207,CAR002,road_ftl,Coventry,Madrid,3481.84,2025-11-17
SH-01350,CAR010,road_ftl,Birmingham,Hamburg,2343.37,2025-11-17
SH-00162,CAR004,air,Heathrow,Frankfurt,5176.15,2025-11-18
SH-00367,CAR007,road_temp_controlled,Manchester,Hamburg,2692.62,2025-11-18
SH-00686,CAR007,road_temp_controlled,Manchester,Stockholm,3572.2,2025-11-18
SH-00809,CAR001,road_ftl,Coventry,Lyon,2488.77,2025-11-18
SH-00106,CAR007,road_temp_controlled,Manchester,Oslo,4268.87,2025-11-19
SH-00468,CAR004,air,Heathrow,Frankfurt,4698.44,2025-11-19
SH-00521,CAR004,air,Heathrow,Dubai,5631.86,2025-11-19
SH-00620,CAR012,air,Heathrow,JFK New York,6831.08,2025-11-19
SH-00713,CAR007,road_temp_controlled,Manchester,Oslo,4506.91,2025-11-19
SH-00823,CAR018,parcel,Multiple UK,Multiple UK,12706.75,2025-11-19
SH-01135,CAR004,air,Heathrow,JFK New York,7307.95,2025-11-19
SH-01142,CAR004,air,Heathrow,Dubai,5576.17,2025-11-19
SH-01354,CAR023,sea_lcl,Felixstowe,Antwerp,653.34,2025-11-19
SH-00692,CAR010,road_ftl,Manchester,Hamburg,2411.39,2025-11-20
SH-00159,CAR007,road_temp_controlled,Manchester,Stockholm,3870.01,2025-11-21
SH-00180,CAR002,road_ftl,Birmingham,Munich,3122.44,2025-11-21
SH-00504,CAR007,road_temp_controlled,Manchester,Hamburg,2455.33,2025-11-21
SH-00777,CAR002,road_ltl,Manchester,Hamburg,998.65,2025-11-21
SH-01059,CAR007,road_temp_controlled,Manchester,Stockholm,3626.27,2025-11-21
SH-00176,CAR023,sea_lcl,Cardiff,Naples,1591.49,2025-11-22
SH-00188,CAR005,sea_fcl,Felixstowe,Singapore,2922.1,2025-11-22
SH-00548,CAR004,air,Heathrow,JFK New York,7762.77,2025-11-22
SH-00868,CAR023,sea_lcl,Cardiff,Genoa,1409.68,2025-11-22
SH-00454,CAR014,sea_fcl,Felixstowe,Singapore,2985.35,2025-11-23
SH-00490,CAR009,road_pallet_network,Birmingham,Manchester,343.46,2025-11-23
SH-01178,CAR023,sea_lcl,Felixstowe,Antwerp,675.72,2025-11-23
SH-00535,CAR023,sea_lcl,Felixstowe,Antwerp,658.02,2025-11-24
SH-00779,CAR003,sea_fcl,Felixstowe,Hong Kong,3153.88,2025-11-24
SH-00994,CAR007,road_temp_controlled,Manchester,Oslo,4158.02,2025-11-24
SH-01420,CAR004,air,Heathrow,Singapore,9078.13,2025-11-24
SH-01497,CAR003,sea_fcl,Liverpool,New York,2450.45,2025-11-24
SH-00143,CAR023,sea_lcl,Cardiff,Genoa,1359.23,2025-11-25
SH-00353,CAR014,sea_fcl,Felixstowe,Singapore,3183.48,2025-11-25
SH-00597,CAR009,road_pallet_network,Birmingham,Glasgow,1293.08,2025-11-25
SH-01255,CAR009,road_pallet_network,Birmingham,Newcastle,945.41,2025-11-25
SH-00104,CAR023,sea_lcl,Felixstowe,Antwerp,701.9,2025-11-26
SH-00630,CAR007,road_temp_controlled,Manchester,Oslo,3983.02,2025-11-26
SH-00655,CAR012,air,Heathrow,Dubai,5838.22,2025-11-26
SH-00922,CAR005,sea_lcl,Felixstowe,Antwerp,590.23,2025-11-26
SH-00111,CAR005,sea_fcl,Felixstowe,Hong Kong,3476.0,2025-11-27
SH-01168,CAR007,road_temp_controlled,Manchester,Hamburg,2987.05,2025-11-27
SH-01374,CAR004,air,Heathrow,Dubai,5968.05,2025-11-27
SH-00020,CAR018,parcel,Multiple UK,Multiple UK,14752.48,2025-11-28
SH-00062,CAR009,road_pallet_network,Birmingham,Glasgow,1155.38,2025-11-28
SH-00882,CAR007,road_temp_controlled,Manchester,Oslo,4454.98,2025-11-28
SH-00916,CAR004,air,Heathrow,JFK New York,6854.15,2025-11-28
SH-00956,CAR005,sea_fcl,Felixstowe,Singapore,2931.49,2025-11-28
SH-01025,CAR012,air,Heathrow,Frankfurt,4937.4,2025-11-28
SH-00193,CAR001,road_ltl,Birmingham,Munich,1259.49,2025-11-29
SH-00251,CAR001,road_ftl,Birmingham,Glasgow,1410.18,2025-11-29
SH-01158,CAR010,road_ftl,Birmingham,Lyon,2508.95,2025-11-29
SH-01303,CAR012,air,Heathrow,Dubai,5688.63,2025-11-29
SH-01352,CAR005,sea_fcl,Felixstowe,Shanghai,3116.43,2025-11-29
SH-00325,CAR001,road_ltl,Coventry,Lyon,1025.12,2025-11-30
SH-01222,CAR002,road_ltl,Coventry,Madrid,1582.67,2025-11-30
SH-01300,CAR010,road_ftl,Coventry,Madrid,3197.56,2025-11-30
SH-00559,CAR001,road_ftl,Manchester,Hamburg,2656.52,2025-12-01
SH-00590,CAR012,air,Heathrow,Frankfurt,4668.01,2025-12-01
SH-00839,CAR010,road_ftl,Coventry,Madrid,3607.7,2025-12-01
SH-01347,CAR003,sea_fcl,Felixstowe,Hong Kong,3592.48,2025-12-01
SH-01423,CAR003,sea_fcl,Felixstowe,Shanghai,3200.52,2025-12-01
SH-00038,CAR014,sea_fcl,Felixstowe,Shanghai,3048.47,2025-12-02
SH-00511,CAR012,air,Heathrow,Singapore,10152.0,2025-12-02
SH-00953,CAR023,sea_lcl,Felixstowe,Antwerp,482.37,2025-12-02
SH-01364,CAR001,road_ltl,Birmingham,Glasgow,529.24,2025-12-02
SH-01440,CAR023,sea_lcl,Felixstowe,Antwerp,674.43,2025-12-02
SH-01485,CAR001,road_ftl,Birmingham,Hamburg,2830.41,2025-12-03
SH-00023,CAR018,parcel,Multiple UK,Multiple UK,10669.31,2025-12-04
SH-00123,CAR002,road_ftl,Manchester,Hamburg,2907.31,2025-12-04
SH-01014,CAR005,sea_lcl,Felixstowe,Antwerp,570.46,2025-12-04
SH-01021,CAR009,road_pallet_network,Birmingham,Glasgow,1339.12,2025-12-04
SH-01152,CAR010,road_ftl,Coventry,Lyon,2365.43,2025-12-04
SH-01254,CAR004,air,Heathrow,JFK New York,7047.83,2025-12-04
SH-01425,CAR023,sea_lcl,Cardiff,Genoa,1659.29,2025-12-04
SH-00105,CAR009,road_pallet_network,Birmingham,Manchester,401.44,2025-12-05
SH-01441,CAR004,air,Heathrow,Singapore,9523.76,2025-12-05
SH-00754,CAR001,road_ftl,Birmingham,Lyon,2395.79,2025-12-06
SH-00892,CAR004,air,Heathrow,JFK New York,7440.29,2025-12-06
SH-01061,CAR012,air,Heathrow,JFK New York,6866.14,2025-12-06
SH-00179,CAR009,road_pallet_network,Birmingham,Glasgow,1624.51,2025-12-07
SH-00540,CAR014,sea_fcl,Felixstowe,Shanghai,3380.0,2025-12-07
SH-00144,CAR010,road_ftl,Coventry,Lyon,2405.46,2025-12-08
SH-00391,CAR004,air,Heathrow,Frankfurt,4677.09,2025-12-08
SH-00570,CAR010,road_ftl,Coventry,Lyon,2554.47,2025-12-08
SH-00690,CAR018,parcel,Multiple UK,Multiple UK,10806.31,2025-12-08
SH-01293,CAR023,sea_lcl,Cardiff,Naples,1764.27,2025-12-08
SH-00337,CAR003,sea_fcl,Felixstowe,Shanghai,3226.02,2025-12-09
SH-00624,CAR001,road_ftl,Birmingham,Antwerp,2522.0,2025-12-09
SH-01278,CAR004,air,Heathrow,Dubai,5746.7,2025-12-09
SH-01302,CAR004,air,Heathrow,Frankfurt,4572.56,2025-12-09
SH-01346,CAR005,sea_fcl,Felixstowe,Hong Kong,3443.52,2025-12-09
SH-00812,CAR014,sea_fcl,Felixstowe,Shanghai,3334.47,2025-12-10
SH-00815,CAR001,road_ltl,Birmingham,Munich,1561.69,2025-12-10
SH-01077,CAR003,sea_fcl,Liverpool,New York,2554.03,2025-12-10
SH-00291,CAR012,air,Heathrow,Dubai,6010.6,2025-12-11
SH-00677,CAR009,road_pallet_network,Birmingham,Glasgow,1669.55,2025-12-11
SH-01005,CAR003,sea_fcl,Felixstowe,Hong Kong,3580.83,2025-12-11
SH-00096,CAR007,road_temp_controlled,Manchester,Hamburg,3089.2,2025-12-12
SH-00125,CAR004,air,Heathrow,Frankfurt,4623.14,2025-12-12
SH-00369,CAR005,sea_fcl,Felixstowe,Shanghai,3193.17,2025-12-12
SH-00615,CAR002,road_ltl,Birmingham,Lyon,888.6,2025-12-12
SH-00983,CAR004,air,Heathrow,Frankfurt,4824.91,2025-12-12
SH-01483,CAR012,air,Heathrow,Dubai,5871.49,2025-12-12
SH-00959,CAR002,road_ltl,Birmingham,Glasgow,616.6,2025-12-13
SH-01064,CAR012,air,Heathrow,Frankfurt,4816.52,2025-12-13
SH-01145,CAR018,parcel,Multiple UK,Multiple UK,13965.29,2025-12-13
SH-00773,CAR023,sea_lcl,Cardiff,Genoa,1708.29,2025-12-14
SH-00853,CAR003,sea_fcl,Felixstowe,Hong Kong,3294.05,2025-12-14
SH-00462,CAR003,sea_fcl,Felixstowe,Shanghai,3109.36,2025-12-15
SH-00601,CAR014,sea_fcl,Felixstowe,Hong Kong,3143.19,2025-12-15
SH-00733,CAR003,sea_fcl,Felixstowe,Hong Kong,3574.23,2025-12-15
SH-00750,CAR012,air,Heathrow,Singapore,9702.07,2025-12-15
SH-00772,CAR014,sea_fcl,Felixstowe,Singapore,3127.3,2025-12-15
SH-00316,CAR007,road_temp_controlled,Manchester,Stockholm,3463.1,2025-12-16
SH-00404,CAR004,air,Heathrow,Singapore,9027.49,2025-12-16
SH-00527,CAR005,sea_lcl,Felixstowe,Antwerp,571.52,2025-12-16
SH-00554,CAR004,air,Heathrow,Frankfurt,4984.75,2025-12-16
SH-00903,CAR009,road_pallet_network,Birmingham,Manchester,609.15,2025-12-16
SH-01040,CAR018,parcel,Multiple UK,Multiple UK,11193.25,2025-12-16
SH-01216,CAR005,sea_lcl,Cardiff,Naples,1733.66,2025-12-16
SH-01274,CAR023,sea_lcl,Cardiff,Genoa,1745.95,2025-12-16
SH-00007,CAR005,sea_fcl,Felixstowe,Hong Kong,3503.56,2025-12-17
SH-00072,CAR002,road_ltl,Manchester,Hamburg,1044.56,2025-12-17
SH-00558,CAR014,sea_fcl,Felixstowe,Shanghai,3049.79,2025-12-17
SH-00918,CAR014,sea_fcl,Felixstowe,Shanghai,3349.12,2025-12-17
SH-01116,CAR014,sea_fcl,Felixstowe,Singapore,3162.29,2025-12-17
SH-00625,CAR014,sea_fcl,Felixstowe,Hong Kong,3161.26,2025-12-18
SH-01253,CAR002,road_ftl,Birmingham,Antwerp,2273.26,2025-12-18
SH-01307,CAR001,road_ltl,Manchester,Hamburg,1017.94,2025-12-18
SH-01422,CAR003,sea_fcl,Felixstowe,Singapore,3253.42,2025-12-18
SH-00513,CAR009,road_pallet_network,Birmingham,Manchester,444.75,2025-12-19
SH-01141,CAR012,air,Heathrow,Frankfurt,4873.73,2025-12-19
SH-01261,CAR002,road_ftl,Birmingham,Munich,3376.42,2025-12-19
SH-01310,CAR018,parcel,Multiple UK,Multiple UK,13355.69,2025-12-19
SH-01481,CAR003,sea_fcl,Felixstowe,Shanghai,3150.46,2025-12-19
SH-00101,CAR003,sea_fcl,Liverpool,New York,2565.44,2025-12-20
SH-00021,CAR010,road_ftl,Coventry,Lyon,2536.3,2025-12-21
SH-00403,CAR009,road_pallet_network,Birmingham,Glasgow,1610.64,2025-12-21
SH-00946,CAR001,road_ltl,Coventry,Lyon,1217.55,2025-12-21
SH-00982,CAR007,road_temp_controlled,Manchester,Hamburg,2678.13,2025-12-21
SH-01386,CAR018,parcel,Multiple UK,Multiple UK,13964.84,2025-12-21
SH-00148,CAR002,road_ftl,Manchester,Hamburg,2889.37,2025-12-22
SH-00292,CAR003,sea_fcl,Felixstowe,Hong Kong,3582.8,2025-12-22
SH-00453,CAR018,parcel,Multiple UK,Multiple UK,14816.9,2025-12-22
SH-00720,CAR005,sea_fcl,Liverpool,New York,2825.61,2025-12-22
SH-00302,CAR005,sea_lcl,Cardiff,Genoa,1319.15,2025-12-23
SH-00424,CAR009,road_pallet_network,Birmingham,Glasgow,1691.68,2025-12-23
SH-00634,CAR003,sea_fcl,Felixstowe,Shanghai,3404.33,2025-12-23
SH-01218,CAR001,road_ftl,Manchester,Hamburg,2853.83,2025-12-23
SH-00037,CAR003,sea_fcl,Liverpool,New York,2521.5,2025-12-24
SH-00699,CAR007,road_temp_controlled,Manchester,Stockholm,4360.52,2025-12-24
SH-01237,CAR001,road_ftl,Birmingham,Lyon,2716.72,2025-12-24
SH-00396,CAR001,road_ftl,Coventry,Lyon,2587.6,2025-12-25
SH-01181,CAR001,road_ltl,Manchester,Hamburg,1186.69,2025-12-25
SH-01230,CAR010,road_ftl,Coventry,Lyon,2624.15,2025-12-25
SH-01461,CAR009,road_pallet_network,Birmingham,Manchester,587.92,2025-12-25
SH-00728,CAR002,road_ftl,Coventry,Lyon,2363.05,2025-12-26
SH-00343,CAR002,road_ltl,Coventry,Madrid,1285.57,2025-12-27
SH-00667,CAR007,road_temp_controlled,Manchester,Hamburg,2900.07,2025-12-27
SH-00241,CAR004,air,Heathrow,JFK New York,6954.73,2025-12-28
SH-00875,CAR018,parcel,Multiple UK,Multiple UK,15630.53,2025-12-28
SH-01206,CAR009,road_pallet_network,Birmingham,Manchester,607.16,2025-12-28
SH-00135,CAR023,sea_lcl,Cardiff,Genoa,1408.19,2025-12-29
SH-00174,CAR009,road_pallet_network,Birmingham,Glasgow,1367.93,2025-12-29
SH-00514,CAR014,sea_fcl,Felixstowe,Hong Kong,3598.85,2025-12-29
SH-01012,CAR023,sea_lcl,Cardiff,Naples,1562.35,2025-12-29
SH-01113,CAR014,sea_fcl,Liverpool,New York,2653.0,2025-12-29
SH-01114,CAR018,parcel,Multiple UK,Multiple UK,12040.7,2025-12-29
SH-00036,CAR018,parcel,Multiple UK,Multiple UK,11670.86,2025-12-30
SH-00286,CAR005,sea_lcl,Cardiff,Genoa,1470.87,2025-12-30
SH-00557,CAR014,sea_fcl,Felixstowe,Singapore,3083.07,2025-12-30
SH-01039,CAR005,sea_fcl,Felixstowe,Shanghai,3451.94,2025-12-30
SH-01241,CAR023,sea_lcl,Cardiff,Genoa,1692.75,2025-12-30
SH-01395,CAR010,road_ftl,Birmingham,Munich,3363.79,2025-12-30
SH-00183,CAR018,parcel,Multiple UK,Multiple UK,13760.8,2025-12-31
SH-00553,CAR005,sea_fcl,Felixstowe,Hong Kong,3327.35,2025-12-31
SH-01211,CAR005,sea_lcl,Cardiff,Naples,1744.42,2025-12-31
SH-01228,CAR014,sea_fcl,Felixstowe,Singapore,2807.82,2025-12-31
SH-00122,CAR009,road_pallet_network,Birmingham,Glasgow,1609.75,2026-01-01
SH-01376,CAR009,road_pallet_network,Birmingham,Newcastle,673.23,2026-01-01
SH-00336,CAR007,road_temp_controlled,Manchester,Hamburg,3133.18,2026-01-02
SH-00500,CAR023,sea_lcl,Cardiff,Naples,1747.48,2026-01-02
SH-00689,CAR001,road_ltl,Coventry,Lyon,948.96,2026-01-02
SH-00952,CAR005,sea_fcl,Felixstowe,Shanghai,3343.88,2026-01-02
SH-01058,CAR007,road_temp_controlled,Manchester,Stockholm,4252.13,2026-01-02
SH-01198,CAR004,air,Heathrow,JFK New York,7240.57,2026-01-02
SH-01412,CAR005,sea_lcl,Felixstowe,Antwerp,705.28,2026-01-02
SH-00154,CAR004,air,Heathrow,Singapore,9500.66,2026-01-03
SH-00603,CAR012,air,Heathrow,Dubai,5768.27,2026-01-03
SH-00639,CAR023,sea_lcl,Cardiff,Naples,1874.18,2026-01-03
SH-00914,CAR023,sea_lcl,Felixstowe,Antwerp,641.37,2026-01-03
SH-01437,CAR001,road_ftl,Birmingham,Glasgow,1218.91,2026-01-03
SH-00126,CAR003,sea_fcl,Liverpool,New York,2568.2,2026-01-04
SH-00365,CAR003,sea_fcl,Felixstowe,Shanghai,3025.27,2026-01-04
SH-00538,CAR009,road_pallet_network,Birmingham,Manchester,498.38,2026-01-04
SH-00256,CAR014,sea_fcl,Felixstowe,Hong Kong,3159.99,2026-01-05
SH-00363,CAR023,sea_lcl,Felixstowe,Antwerp,708.56,2026-01-05
SH-00987,CAR023,sea_lcl,Cardiff,Genoa,1562.03,2026-01-05
SH-01094,CAR004,air,Heathrow,JFK New York,7414.29,2026-01-05
SH-01276,CAR002,road_ftl,Birmingham,Hamburg,2897.08,2026-01-05
SH-01360,CAR014,sea_fcl,Felixstowe,Singapore,2946.78,2026-01-05
SH-00334,CAR003,sea_fcl,Felixstowe,Shanghai,3367.84,2026-01-06
SH-00362,CAR014,sea_fcl,Felixstowe,Singapore,3181.56,2026-01-06
SH-00769,CAR001,road_ltl,Birmingham,Munich,1348.86,2026-01-06
SH-00963,CAR001,road_ftl,Coventry,Madrid,3220.24,2026-01-06
SH-01079,CAR001,road_ltl,Coventry,Madrid,1375.19,2026-01-06
