transaction_id,date,supplier_id,supplier_name,category,amount_usd,cost_center
TXN005265,2025-09-09,SUP008,Frontier Plastics,raw-materials,52923.68,CC-200
TXN005340,2025-09-09,SUP010,Keystone Coatings,raw-materials,17209.11,CC-300
TXN005927,2025-09-09,SUP026,CyberShield Security,it-services,17441.19,CC-500
TXN006476,2025-09-09,SUP041,Whitfield Consulting,professional-services,125635.05,CC-300
TXN006546,2025-09-09,SUP043,Meridian Legal,professional-services,42421.1,CC-400
TXN005301,2025-09-10,SUP009,Harbor Wire,raw-materials,23069.48,CC-300
TXN005408,2025-09-10,SUP012,Patriot Logistics,logistics,64128.78,CC-500
TXN005441,2025-09-10,SUP013,Eagle Transport,logistics,69624.72,CC-100
TXN005661,2025-09-10,SUP019,Lakeshore Drayage,logistics,11332.23,CC-500
TXN006253,2025-09-10,SUP035,Cornerstone Electric,facilities,28652.16,CC-400
TXN005164,2025-09-11,SUP005,Cascade Fasteners,raw-materials,44230.34,CC-100
TXN005300,2025-09-11,SUP009,Harbor Wire,raw-materials,25333.71,CC-400
TXN005629,2025-09-11,SUP018,Valley Haulage,logistics,19332.41,CC-300
TXN005664,2025-09-11,SUP019,Lakeshore Drayage,logistics,10297.98,CC-400
TXN005694,2025-09-11,SUP020,Bridgewater Cold Chain,logistics,9853.83,CC-400
TXN006513,2025-09-11,SUP042,Sterling Advisory,professional-services,68389.77,CC-500
TXN006754,2025-09-11,SUP049,Northstar Audit,professional-services,8857.19,CC-500
TXN005013,2025-09-12,SUP001,Great Lakes Steel,raw-materials,101611.62,CC-400
TXN005165,2025-09-12,SUP005,Cascade Fasteners,raw-materials,49237.71,CC-500
TXN005735,2025-09-12,SUP021,TechForward Solutions,it-services,92015.1,CC-300
TXN005886,2025-09-12,SUP025,DataVault Analytics,it-services,34485.94,CC-300
TXN005961,2025-09-12,SUP027,Quantum Hosting,it-services,12095.8,CC-500
TXN006070,2025-09-12,SUP030,Beacon Consulting,it-services,8506.6,CC-300
TXN006653,2025-09-12,SUP046,Catalyst Training,professional-services,15602.49,CC-500
TXN005406,2025-09-13,SUP012,Patriot Logistics,logistics,61674.75,CC-200
TXN005482,2025-09-13,SUP014,Horizon Carriers,logistics,26729.65,CC-100
TXN005885,2025-09-13,SUP025,DataVault Analytics,it-services,25373.5,CC-200
TXN006148,2025-09-13,SUP032,Metro Building Services,facilities,40026.98,CC-400
TXN006441,2025-09-13,SUP040,Heritage Painting,facilities,7181.23,CC-300
TXN005163,2025-09-14,SUP005,Cascade Fasteners,raw-materials,38288.14,CC-400
TXN006037,2025-09-14,SUP029,Redstone Cloud,it-services,14278.16,CC-200
TXN006329,2025-09-14,SUP037,ClearView Janitorial,facilities,17495.83,CC-300
TXN006362,2025-09-14,SUP038,Precision Plumbing,facilities,5665.57,CC-100
TXN005237,2025-09-15,SUP007,Liberty Composites,raw-materials,26247.22,CC-100
TXN005371,2025-09-15,SUP011,Continental Freight,logistics,82051.09,CC-300
TXN005481,2025-09-15,SUP014,Horizon Carriers,logistics,40840.35,CC-400
TXN005521,2025-09-15,SUP015,Summit Shipping,logistics,37430.23,CC-200
TXN005559,2025-09-15,SUP016,Gateway Freight,logistics,25313.61,CC-100
TXN005736,2025-09-15,SUP021,TechForward Solutions,it-services,99572.25,CC-300
TXN005809,2025-09-15,SUP023,Nexus IT Services,it-services,49920.06,CC-200
TXN005811,2025-09-15,SUP023,Nexus IT Services,it-services,66493.38,CC-300
TXN005884,2025-09-15,SUP025,DataVault Analytics,it-services,34897.23,CC-500
TXN006071,2025-09-15,SUP030,Beacon Consulting,it-services,9940.92,CC-100
TXN006220,2025-09-15,SUP034,Atlas HVAC,facilities,48479.17,CC-300
TXN006363,2025-09-15,SUP038,Precision Plumbing,facilities,9245.84,CC-200
TXN005407,2025-09-16,SUP012,Patriot Logistics,logistics,68178.01,CC-200
TXN006290,2025-09-16,SUP036,SafeGuard Fire Systems,facilities,31840.3,CC-500
TXN006686,2025-09-16,SUP047,Blueprint Marketing,professional-services,20949.34,CC-500
TXN006794,2025-09-16,SUP050,Clearpath Compliance,professional-services,5673.51,CC-200
TXN005051,2025-09-17,SUP002,Heartland Polymers,raw-materials,166114.15,CC-300
TXN005339,2025-09-17,SUP010,Keystone Coatings,raw-materials,17157.71,CC-100
TXN005442,2025-09-17,SUP013,Eagle Transport,logistics,65997.64,CC-500
TXN005773,2025-09-17,SUP022,CloudBridge Systems,it-services,77967.38,CC-300
TXN006072,2025-09-17,SUP030,Beacon Consulting,it-services,9272.18,CC-400
TXN006719,2025-09-17,SUP048,Ironside Recruiting,professional-services,6200.13,CC-400
TXN005015,2025-09-18,SUP001,Great Lakes Steel,raw-materials,136572.58,CC-200
TXN006147,2025-09-18,SUP032,Metro Building Services,facilities,47142.75,CC-400
TXN006252,2025-09-18,SUP035,Cornerstone Electric,facilities,27083.75,CC-300
TXN006792,2025-09-18,SUP050,Clearpath Compliance,professional-services,4425.22,CC-200
TXN006793,2025-09-18,SUP050,Clearpath Compliance,professional-services,5210.34,CC-400
TXN005266,2025-09-19,SUP008,Frontier Plastics,raw-materials,51035.06,CC-500
TXN005592,2025-09-19,SUP017,Prairie Express,logistics,25845.0,CC-400
TXN005928,2025-09-19,SUP026,CyberShield Security,it-services,20387.25,CC-100
TXN006185,2025-09-19,SUP033,Greenfield Maintenance,facilities,54075.87,CC-300
TXN006254,2025-09-19,SUP035,Cornerstone Electric,facilities,23036.03,CC-100
TXN006652,2025-09-19,SUP046,Catalyst Training,professional-services,22870.91,CC-400
TXN006755,2025-09-19,SUP049,Northstar Audit,professional-services,8289.82,CC-400
TXN005693,2025-09-20,SUP020,Bridgewater Cold Chain,logistics,6877.68,CC-500
TXN005843,2025-09-20,SUP024,Pinnacle Software,it-services,30674.17,CC-400
TXN005844,2025-09-20,SUP024,Pinnacle Software,it-services,24976.32,CC-400
TXN006149,2025-09-20,SUP032,Metro Building Services,facilities,46659.14,CC-100
TXN005238,2025-09-21,SUP007,Liberty Composites,raw-materials,25155.63,CC-100
TXN006402,2025-09-21,SUP039,Eastside Landscaping,facilities,6274.82,CC-200
TXN006544,2025-09-21,SUP043,Meridian Legal,professional-services,52149.2,CC-500
TXN006791,2025-09-21,SUP050,Clearpath Compliance,professional-services,4429.94,CC-400
TXN005775,2025-09-23,SUP022,CloudBridge Systems,it-services,50585.0,CC-200
TXN005812,2025-09-23,SUP023,Nexus IT Services,it-services,56022.26,CC-100
TXN006073,2025-09-23,SUP030,Beacon Consulting,it-services,6385.74,CC-500
TXN006330,2025-09-23,SUP037,ClearView Janitorial,facilities,18969.11,CC-400
TXN005052,2025-09-24,SUP002,Heartland Polymers,raw-materials,144301.74,CC-300
TXN005596,2025-09-24,SUP017,Prairie Express,logistics,24337.23,CC-500
TXN005665,2025-09-24,SUP019,Lakeshore Drayage,logistics,18329.95,CC-400
TXN006724,2025-09-24,SUP048,Ironside Recruiting,professional-services,6950.47,CC-300
TXN005666,2025-09-25,SUP019,Lakeshore Drayage,logistics,17534.59,CC-500
TXN005848,2025-09-25,SUP024,Pinnacle Software,it-services,30483.02,CC-500
TXN006620,2025-09-25,SUP045,Vanguard Staffing,professional-services,29380.63,CC-300
TXN005525,2025-09-26,SUP015,Summit Shipping,logistics,41276.61,CC-200
TXN005697,2025-09-26,SUP020,Bridgewater Cold Chain,logistics,7565.91,CC-100
TXN005813,2025-09-26,SUP023,Nexus IT Services,it-services,95090.19,CC-400
TXN006038,2025-09-26,SUP029,Redstone Cloud,it-services,6048.4,CC-500
TXN006444,2025-09-26,SUP040,Heritage Painting,facilities,6483.76,CC-300
TXN006689,2025-09-26,SUP047,Blueprint Marketing,professional-services,18249.21,CC-400
TXN005239,2025-09-27,SUP007,Liberty Composites,raw-materials,33598.29,CC-400
TXN005630,2025-09-27,SUP018,Valley Haulage,logistics,21782.36,CC-400
TXN005887,2025-09-27,SUP025,DataVault Analytics,it-services,29535.03,CC-200
TXN005204,2025-09-28,SUP006,Summit Metals,raw-materials,56087.34,CC-300
TXN005304,2025-09-28,SUP009,Harbor Wire,raw-materials,18044.67,CC-300
TXN005305,2025-09-28,SUP009,Harbor Wire,raw-materials,12412.94,CC-500
TXN005774,2025-09-28,SUP022,CloudBridge Systems,it-services,46252.52,CC-100
TXN005966,2025-09-28,SUP027,Quantum Hosting,it-services,14241.75,CC-500
TXN006365,2025-09-28,SUP038,Precision Plumbing,facilities,9589.28,CC-400
TXN006583,2025-09-28,SUP044,Crestline Accounting,professional-services,48920.45,CC-400
TXN006479,2025-09-29,SUP041,Whitfield Consulting,professional-services,47230.11,CC-500
TXN005166,2025-09-30,SUP005,Cascade Fasteners,raw-materials,42481.5,CC-500
TXN005268,2025-09-30,SUP008,Frontier Plastics,raw-materials,23984.37,CC-200
TXN005488,2025-09-30,SUP014,Horizon Carriers,logistics,32931.9,CC-100
TXN005597,2025-09-30,SUP017,Prairie Express,logistics,24790.58,CC-400
TXN006221,2025-09-30,SUP034,Atlas HVAC,facilities,36420.04,CC-100
TXN006331,2025-09-30,SUP037,ClearView Janitorial,facilities,27903.97,CC-500
TXN006367,2025-09-30,SUP038,Precision Plumbing,facilities,5694.76,CC-100
TXN006514,2025-09-30,SUP042,Sterling Advisory,professional-services,35168.49,CC-100
TXN006656,2025-09-30,SUP046,Catalyst Training,professional-services,21521.09,CC-200
TXN005595,2025-10-01,SUP017,Prairie Express,logistics,22039.93,CC-200
TXN005738,2025-10-01,SUP021,TechForward Solutions,it-services,64627.53,CC-300
TXN006255,2025-10-01,SUP035,Cornerstone Electric,facilities,19076.48,CC-100
TXN006481,2025-10-01,SUP041,Whitfield Consulting,professional-services,42769.59,CC-300
TXN005445,2025-10-02,SUP013,Eagle Transport,logistics,53588.76,CC-100
TXN005524,2025-10-02,SUP015,Summit Shipping,logistics,64146.12,CC-200
TXN006074,2025-10-02,SUP030,Beacon Consulting,it-services,6353.26,CC-500
TXN006292,2025-10-02,SUP036,SafeGuard Fire Systems,facilities,29593.38,CC-300
TXN006584,2025-10-02,SUP044,Crestline Accounting,professional-services,49287.99,CC-500
TXN006796,2025-10-02,SUP050,Clearpath Compliance,professional-services,4513.52,CC-500
TXN005342,2025-10-03,SUP010,Keystone Coatings,raw-materials,23919.78,CC-500
TXN006480,2025-10-03,SUP041,Whitfield Consulting,professional-services,63032.25,CC-100
TXN006797,2025-10-03,SUP050,Clearpath Compliance,professional-services,3390.15,CC-500
TXN006547,2025-10-04,SUP043,Meridian Legal,professional-services,37130.87,CC-400
TXN006758,2025-10-04,SUP049,Northstar Audit,professional-services,15496.08,CC-100
TXN005129,2025-10-05,SUP004,Apex Electronics,raw-materials,51897.31,CC-300
TXN005372,2025-10-05,SUP011,Continental Freight,logistics,192185.27,CC-300
TXN005411,2025-10-05,SUP012,Patriot Logistics,logistics,57799.85,CC-500
TXN005740,2025-10-05,SUP021,TechForward Solutions,it-services,81720.51,CC-100
TXN005847,2025-10-05,SUP024,Pinnacle Software,it-services,29436.44,CC-200
TXN006004,2025-10-05,SUP028,Agile Platforms,it-services,19636.09,CC-400
TXN006116,2025-10-05,SUP031,National Facilities Group,facilities,74325.78,CC-200
TXN006445,2025-10-05,SUP040,Heritage Painting,facilities,6618.72,CC-500
TXN006186,2025-10-06,SUP033,Greenfield Maintenance,facilities,62719.64,CC-500
TXN005017,2025-10-07,SUP001,Great Lakes Steel,raw-materials,135527.37,CC-400
TXN005409,2025-10-07,SUP012,Patriot Logistics,logistics,67595.24,CC-400
TXN005446,2025-10-07,SUP013,Eagle Transport,logistics,37523.9,CC-100
TXN005447,2025-10-07,SUP013,Eagle Transport,logistics,53338.87,CC-100
TXN005485,2025-10-07,SUP014,Horizon Carriers,logistics,24989.01,CC-300
TXN005849,2025-10-07,SUP024,Pinnacle Software,it-services,23525.37,CC-400
TXN005850,2025-10-07,SUP024,Pinnacle Software,it-services,27801.15,CC-400
TXN005968,2025-10-07,SUP027,Quantum Hosting,it-services,14037.89,CC-100
TXN006117,2025-10-07,SUP031,National Facilities Group,facilities,78583.04,CC-500
TXN006404,2025-10-07,SUP039,Eastside Landscaping,facilities,12066.13,CC-400
TXN006721,2025-10-07,SUP048,Ironside Recruiting,professional-services,8885.2,CC-100
TXN005088,2025-10-08,SUP003,Pacific Aluminum,raw-materials,52965.24,CC-200
TXN005167,2025-10-08,SUP005,Cascade Fasteners,raw-materials,30086.52,CC-500
TXN005306,2025-10-08,SUP009,Harbor Wire,raw-materials,12831.79,CC-500
TXN006041,2025-10-08,SUP029,Redstone Cloud,it-services,8217.27,CC-500
TXN006366,2025-10-08,SUP038,Precision Plumbing,facilities,6194.85,CC-200
TXN006655,2025-10-08,SUP046,Catalyst Training,professional-services,30828.77,CC-500
TXN005018,2025-10-09,SUP001,Great Lakes Steel,raw-materials,118588.85,CC-200
TXN005130,2025-10-09,SUP004,Apex Electronics,raw-materials,69132.72,CC-300
TXN005563,2025-10-09,SUP016,Gateway Freight,logistics,22753.16,CC-400
TXN005888,2025-10-09,SUP025,DataVault Analytics,it-services,23500.92,CC-300
TXN006040,2025-10-09,SUP029,Redstone Cloud,it-services,8635.72,CC-100
TXN006075,2025-10-09,SUP030,Beacon Consulting,it-services,7851.57,CC-200
TXN006257,2025-10-09,SUP035,Cornerstone Electric,facilities,14217.59,CC-200
TXN006443,2025-10-09,SUP040,Heritage Painting,facilities,6008.31,CC-100
TXN005890,2025-10-10,SUP025,DataVault Analytics,it-services,22646.75,CC-500
TXN006115,2025-10-10,SUP031,National Facilities Group,facilities,43971.74,CC-300
TXN006258,2025-10-10,SUP035,Cornerstone Electric,facilities,17459.97,CC-200
TXN006293,2025-10-10,SUP036,SafeGuard Fire Systems,facilities,30302.64,CC-300
TXN005206,2025-10-11,SUP006,Summit Metals,raw-materials,47185.32,CC-300
TXN005240,2025-10-11,SUP007,Liberty Composites,raw-materials,24488.07,CC-400
TXN005267,2025-10-11,SUP008,Frontier Plastics,raw-materials,28821.54,CC-300
TXN005696,2025-10-11,SUP020,Bridgewater Cold Chain,logistics,7653.38,CC-100
TXN005343,2025-10-12,SUP010,Keystone Coatings,raw-materials,21105.49,CC-300
TXN006039,2025-10-12,SUP029,Redstone Cloud,it-services,5425.66,CC-500
TXN006152,2025-10-12,SUP032,Metro Building Services,facilities,54339.33,CC-300
TXN006403,2025-10-12,SUP039,Eastside Landscaping,facilities,14007.45,CC-100
TXN006517,2025-10-12,SUP042,Sterling Advisory,professional-services,42776.35,CC-500
TXN006548,2025-10-12,SUP043,Meridian Legal,professional-services,31309.24,CC-400
TXN006795,2025-10-12,SUP050,Clearpath Compliance,professional-services,3445.05,CC-200
TXN005303,2025-10-13,SUP009,Harbor Wire,raw-materials,18109.48,CC-400
TXN005410,2025-10-13,SUP012,Patriot Logistics,logistics,65304.06,CC-400
TXN005632,2025-10-13,SUP018,Valley Haulage,logistics,15086.83,CC-500
TXN006151,2025-10-13,SUP032,Metro Building Services,facilities,43740.69,CC-300
TXN005016,2025-10-14,SUP001,Great Lakes Steel,raw-materials,147965.78,CC-400
TXN005241,2025-10-14,SUP007,Liberty Composites,raw-materials,39471.64,CC-100
TXN005269,2025-10-14,SUP008,Frontier Plastics,raw-materials,27569.32,CC-400
TXN005739,2025-10-14,SUP021,TechForward Solutions,it-services,78740.88,CC-500
TXN005929,2025-10-14,SUP026,CyberShield Security,it-services,32144.32,CC-200
TXN006003,2025-10-14,SUP028,Agile Platforms,it-services,16481.29,CC-300
TXN006222,2025-10-14,SUP034,Atlas HVAC,facilities,49096.07,CC-100
TXN005487,2025-10-15,SUP014,Horizon Carriers,logistics,27600.39,CC-100
TXN005561,2025-10-15,SUP016,Gateway Freight,logistics,36089.28,CC-400
TXN005889,2025-10-15,SUP025,DataVault Analytics,it-services,17628.49,CC-300
TXN005373,2025-10-16,SUP011,Continental Freight,logistics,167546.2,CC-400
TXN005562,2025-10-16,SUP016,Gateway Freight,logistics,21902.46,CC-100
TXN006515,2025-10-16,SUP042,Sterling Advisory,professional-services,55060.16,CC-500
TXN005168,2025-10-17,SUP005,Cascade Fasteners,raw-materials,45176.26,CC-200
TXN005776,2025-10-17,SUP022,CloudBridge Systems,it-services,60631.53,CC-500
TXN005777,2025-10-17,SUP022,CloudBridge Systems,it-services,41409.43,CC-100
TXN006187,2025-10-17,SUP033,Greenfield Maintenance,facilities,68831.9,CC-500
TXN006621,2025-10-17,SUP045,Vanguard Staffing,professional-services,38298.03,CC-400
TXN006688,2025-10-17,SUP047,Blueprint Marketing,professional-services,16598.39,CC-200
TXN006798,2025-10-17,SUP050,Clearpath Compliance,professional-services,4241.71,CC-100
TXN005091,2025-10-18,SUP003,Pacific Aluminum,raw-materials,71633.09,CC-300
TXN005631,2025-10-18,SUP018,Valley Haulage,logistics,18360.32,CC-400
TXN005698,2025-10-18,SUP020,Bridgewater Cold Chain,logistics,6355.82,CC-500
TXN006757,2025-10-18,SUP049,Northstar Audit,professional-services,10343.39,CC-400
TXN005053,2025-10-19,SUP002,Heartland Polymers,raw-materials,171898.92,CC-400
TXN005169,2025-10-19,SUP005,Cascade Fasteners,raw-materials,41566.36,CC-100
TXN005444,2025-10-19,SUP013,Eagle Transport,logistics,47783.88,CC-200
TXN005486,2025-10-19,SUP014,Horizon Carriers,logistics,27354.28,CC-400
TXN005965,2025-10-19,SUP027,Quantum Hosting,it-services,11000.42,CC-100
TXN006256,2025-10-19,SUP035,Cornerstone Electric,facilities,16543.93,CC-200
TXN006516,2025-10-19,SUP042,Sterling Advisory,professional-services,43399.05,CC-500
TXN005089,2025-10-20,SUP003,Pacific Aluminum,raw-materials,48077.85,CC-200
TXN005128,2025-10-20,SUP004,Apex Electronics,raw-materials,75401.18,CC-300
TXN005967,2025-10-20,SUP027,Quantum Hosting,it-services,9463.18,CC-500
TXN006364,2025-10-20,SUP038,Precision Plumbing,facilities,8414.05,CC-300
TXN006549,2025-10-20,SUP043,Meridian Legal,professional-services,50602.13,CC-500
TXN006722,2025-10-20,SUP048,Ironside Recruiting,professional-services,8521.37,CC-400
TXN005090,2025-10-21,SUP003,Pacific Aluminum,raw-materials,72851.42,CC-100
TXN005205,2025-10-21,SUP006,Summit Metals,raw-materials,32110.21,CC-300
TXN005699,2025-10-21,SUP020,Bridgewater Cold Chain,logistics,6608.59,CC-400
TXN005930,2025-10-21,SUP026,CyberShield Security,it-services,38439.78,CC-500
TXN006153,2025-10-21,SUP032,Metro Building Services,facilities,48346.95,CC-300
TXN006478,2025-10-21,SUP041,Whitfield Consulting,professional-services,44736.65,CC-200
TXN006723,2025-10-21,SUP048,Ironside Recruiting,professional-services,8822.73,CC-500
TXN005413,2025-10-23,SUP012,Patriot Logistics,logistics,135676.67,CC-200
TXN005526,2025-10-23,SUP015,Summit Shipping,logistics,23283.74,CC-300
TXN005853,2025-10-23,SUP024,Pinnacle Software,it-services,37360.79,CC-500
TXN005894,2025-10-23,SUP025,DataVault Analytics,it-services,21278.63,CC-100
TXN006482,2025-10-23,SUP041,Whitfield Consulting,professional-services,138122.71,CC-500
TXN005020,2025-10-24,SUP001,Great Lakes Steel,raw-materials,189823.8,CC-300
TXN005056,2025-10-24,SUP002,Heartland Polymers,raw-materials,69355.19,CC-100
TXN005307,2025-10-24,SUP009,Harbor Wire,raw-materials,16060.81,CC-100
TXN005931,2025-10-24,SUP026,CyberShield Security,it-services,39295.88,CC-300
TXN006005,2025-10-24,SUP028,Agile Platforms,it-services,25767.08,CC-300
TXN005055,2025-10-25,SUP002,Heartland Polymers,raw-materials,89428.81,CC-400
TXN005310,2025-10-25,SUP009,Harbor Wire,raw-materials,17801.44,CC-100
TXN005599,2025-10-25,SUP017,Prairie Express,logistics,19768.05,CC-200
TXN005814,2025-10-25,SUP023,Nexus IT Services,it-services,92444.16,CC-100
TXN006078,2025-10-25,SUP030,Beacon Consulting,it-services,7572.19,CC-400
TXN006006,2025-10-26,SUP028,Agile Platforms,it-services,22444.84,CC-500
TXN006120,2025-10-26,SUP031,National Facilities Group,facilities,54710.44,CC-500
TXN006332,2025-10-26,SUP037,ClearView Janitorial,facilities,13458.5,CC-400
TXN005490,2025-10-27,SUP014,Horizon Carriers,logistics,65848.98,CC-200
TXN005636,2025-10-27,SUP018,Valley Haulage,logistics,10250.86,CC-100
TXN006156,2025-10-27,SUP032,Metro Building Services,facilities,42624.88,CC-300
TXN005528,2025-10-28,SUP015,Summit Shipping,logistics,26924.38,CC-300
TXN005668,2025-10-28,SUP019,Lakeshore Drayage,logistics,14438.86,CC-100
TXN006076,2025-10-28,SUP030,Beacon Consulting,it-services,6442.42,CC-300
TXN006334,2025-10-28,SUP037,ClearView Janitorial,facilities,8876.02,CC-400
TXN006800,2025-10-28,SUP050,Clearpath Compliance,professional-services,6315.76,CC-500
TXN005377,2025-10-29,SUP011,Continental Freight,logistics,79150.22,CC-500
TXN005448,2025-10-29,SUP013,Eagle Transport,logistics,103811.89,CC-500
TXN005667,2025-10-29,SUP019,Lakeshore Drayage,logistics,10109.23,CC-200
TXN005970,2025-10-29,SUP027,Quantum Hosting,it-services,19553.31,CC-400
TXN005132,2025-10-30,SUP004,Apex Electronics,raw-materials,78452.66,CC-100
TXN005634,2025-10-30,SUP018,Valley Haulage,logistics,13970.51,CC-200
TXN006077,2025-10-30,SUP030,Beacon Consulting,it-services,6375.9,CC-200
TXN006406,2025-10-30,SUP039,Eastside Landscaping,facilities,5015.33,CC-400
TXN005242,2025-10-31,SUP007,Liberty Composites,raw-materials,39662.4,CC-200
TXN005270,2025-10-31,SUP008,Frontier Plastics,raw-materials,20051.2,CC-500
TXN005375,2025-10-31,SUP011,Continental Freight,logistics,89242.25,CC-400
TXN005702,2025-10-31,SUP020,Bridgewater Cold Chain,logistics,9156.24,CC-500
TXN005743,2025-11-01,SUP021,TechForward Solutions,it-services,51279.99,CC-100
TXN005892,2025-11-01,SUP025,DataVault Analytics,it-services,28106.98,CC-400
TXN006191,2025-11-01,SUP033,Greenfield Maintenance,facilities,22347.9,CC-400
TXN005489,2025-11-02,SUP014,Horizon Carriers,logistics,65204.71,CC-300
TXN005971,2025-11-02,SUP027,Quantum Hosting,it-services,15745.99,CC-200
TXN006118,2025-11-02,SUP031,National Facilities Group,facilities,68048.83,CC-100
TXN006657,2025-11-02,SUP046,Catalyst Training,professional-services,23078.86,CC-400
TXN006658,2025-11-02,SUP046,Catalyst Training,professional-services,15020.47,CC-500
TXN005092,2025-11-03,SUP003,Pacific Aluminum,raw-materials,72703.03,CC-500
TXN005244,2025-11-03,SUP007,Liberty Composites,raw-materials,37341.03,CC-500
TXN005376,2025-11-03,SUP011,Continental Freight,logistics,57624.95,CC-500
TXN006079,2025-11-03,SUP030,Beacon Consulting,it-services,6427.15,CC-400
TXN006223,2025-11-03,SUP034,Atlas HVAC,facilities,49809.14,CC-500
TXN006262,2025-11-03,SUP035,Cornerstone Electric,facilities,20713.04,CC-400
TXN006551,2025-11-03,SUP043,Meridian Legal,professional-services,32003.43,CC-100
TXN006759,2025-11-03,SUP049,Northstar Audit,professional-services,10520.1,CC-200
TXN005635,2025-11-04,SUP018,Valley Haulage,logistics,11235.36,CC-300
TXN005700,2025-11-04,SUP020,Bridgewater Cold Chain,logistics,10625.15,CC-500
TXN005779,2025-11-04,SUP022,CloudBridge Systems,it-services,99730.76,CC-400
TXN005932,2025-11-04,SUP026,CyberShield Security,it-services,44255.23,CC-100
TXN006519,2025-11-04,SUP042,Sterling Advisory,professional-services,64904.4,CC-100
TXN006585,2025-11-04,SUP044,Crestline Accounting,professional-services,55505.3,CC-400
TXN006690,2025-11-04,SUP047,Blueprint Marketing,professional-services,26754.41,CC-100
TXN005172,2025-11-05,SUP005,Cascade Fasteners,raw-materials,41786.26,CC-400
TXN005309,2025-11-05,SUP009,Harbor Wire,raw-materials,12389.5,CC-200
TXN005600,2025-11-05,SUP017,Prairie Express,logistics,18670.37,CC-500
TXN005852,2025-11-05,SUP024,Pinnacle Software,it-services,22546.85,CC-500
TXN006155,2025-11-05,SUP032,Metro Building Services,facilities,30014.66,CC-100
TXN006368,2025-11-05,SUP038,Precision Plumbing,facilities,8798.4,CC-200
TXN006550,2025-11-05,SUP043,Meridian Legal,professional-services,55819.5,CC-500
TXN005131,2025-11-06,SUP004,Apex Electronics,raw-materials,77351.31,CC-400
TXN005171,2025-11-06,SUP005,Cascade Fasteners,raw-materials,33308.08,CC-200
TXN005207,2025-11-06,SUP006,Summit Metals,raw-materials,57487.1,CC-500
TXN005412,2025-11-06,SUP012,Patriot Logistics,logistics,127518.06,CC-400
TXN006296,2025-11-06,SUP036,SafeGuard Fire Systems,facilities,16795.69,CC-500
TXN006370,2025-11-06,SUP038,Precision Plumbing,facilities,12880.71,CC-400
TXN006407,2025-11-06,SUP039,Eastside Landscaping,facilities,5715.97,CC-100
TXN005054,2025-11-07,SUP002,Heartland Polymers,raw-materials,85424.12,CC-200
TXN005345,2025-11-07,SUP010,Keystone Coatings,raw-materials,18829.87,CC-500
TXN005669,2025-11-07,SUP019,Lakeshore Drayage,logistics,16083.49,CC-300
TXN005744,2025-11-07,SUP021,TechForward Solutions,it-services,43067.63,CC-300
TXN006586,2025-11-07,SUP044,Crestline Accounting,professional-services,42878.75,CC-500
TXN006691,2025-11-07,SUP047,Blueprint Marketing,professional-services,22772.87,CC-100
TXN005173,2025-11-08,SUP005,Cascade Fasteners,raw-materials,43686.88,CC-400
TXN005208,2025-11-08,SUP006,Summit Metals,raw-materials,44282.11,CC-200
TXN005527,2025-11-08,SUP015,Summit Shipping,logistics,29468.07,CC-300
TXN006043,2025-11-08,SUP029,Redstone Cloud,it-services,7143.08,CC-100
TXN006297,2025-11-08,SUP036,SafeGuard Fire Systems,facilities,10996.56,CC-400
TXN006483,2025-11-08,SUP041,Whitfield Consulting,professional-services,82487.73,CC-500
TXN006728,2025-11-08,SUP048,Ironside Recruiting,professional-services,10031.95,CC-300
TXN005093,2025-11-09,SUP003,Pacific Aluminum,raw-materials,56459.87,CC-300
TXN005742,2025-11-09,SUP021,TechForward Solutions,it-services,63490.31,CC-500
TXN006260,2025-11-09,SUP035,Cornerstone Electric,facilities,21553.44,CC-400
TXN006335,2025-11-09,SUP037,ClearView Janitorial,facilities,13604.61,CC-100
TXN006659,2025-11-09,SUP046,Catalyst Training,professional-services,15213.29,CC-200
TXN005243,2025-11-10,SUP007,Liberty Composites,raw-materials,24793.92,CC-400
TXN005564,2025-11-10,SUP016,Gateway Freight,logistics,45530.29,CC-400
TXN006154,2025-11-10,SUP032,Metro Building Services,facilities,37971.05,CC-400
TXN006552,2025-11-10,SUP043,Meridian Legal,professional-services,43998.26,CC-300
TXN005701,2025-11-11,SUP020,Bridgewater Cold Chain,logistics,9564.99,CC-200
TXN005778,2025-11-11,SUP022,CloudBridge Systems,it-services,100023.63,CC-400
TXN005854,2025-11-11,SUP024,Pinnacle Software,it-services,33828.84,CC-500
TXN006408,2025-11-11,SUP039,Eastside Landscaping,facilities,6404.54,CC-200
TXN006725,2025-11-11,SUP048,Ironside Recruiting,professional-services,8118.23,CC-200
TXN006760,2025-11-11,SUP049,Northstar Audit,professional-services,15158.29,CC-500
TXN005272,2025-11-12,SUP008,Frontier Plastics,raw-materials,30141.81,CC-500
TXN005344,2025-11-12,SUP010,Keystone Coatings,raw-materials,19439.91,CC-400
TXN005851,2025-11-12,SUP024,Pinnacle Software,it-services,22208.17,CC-400
TXN006622,2025-11-12,SUP045,Vanguard Staffing,professional-services,42916.3,CC-100
TXN006799,2025-11-12,SUP050,Clearpath Compliance,professional-services,7630.62,CC-400
TXN005565,2025-11-13,SUP016,Gateway Freight,logistics,55935.73,CC-200
TXN005741,2025-11-13,SUP021,TechForward Solutions,it-services,74660.32,CC-300
TXN005969,2025-11-13,SUP027,Quantum Hosting,it-services,12751.64,CC-100
