PO_ID,LINE_NUMBER,REQ_ID,PO_DATE,SUPPLIER_ID,SUPPLIER_NAME,CATEGORY,ITEM_CODE,QUANTITY,PO_UNIT_PRICE,LINE_TOTAL,DEPT,REQUESTER,STATUS
PO-0346,1,,2026-04-12,SUPP-08,Atlantic Steel Co,Raw Materials,STEEL-T01,21,720.00,15120.00,Procurement,D. Holloway,Open
PO-0347,1,,2026-01-16,SUPP-02,Globex Supply Co,Components,BRKT-1144,437,23.10,10094.70,Engineering,M. Castillo,Open
PO-0348,1,,2026-02-18,SUPP-13,Eagle Mechanical Supply,MRO Supplies,WRNCH-022,478,28.75,13742.50,IT,U. Vasquez,Open
PO-0349,1,,2025-12-03,SUPP-13,Eagle Mechanical Supply,MRO Supplies,FILT-0088,37,84.00,3108.00,Sales,R. Tanaka,Open
PO-0350,1,,2025-11-17,SUPP-09,Beacon Professional Services,Professional Services,CONS-HR,44,175.00,7700.00,Facilities,H. Okonkwo,Open
PO-0351,1,,2026-02-28,SUPP-07,Acme Components Inc,MRO Supplies,WRNCH-022,264,28.75,7590.00,Finance,U. Vasquez,Open
PO-0352,1,,2026-02-14,SUPP-09,Beacon Professional Services,Professional Services,CONS-HR,36,175.00,6300.00,IT,U. Vasquez,Open
PO-0353,1,,2026-01-28,SUPP-14,Redwood Office Products,Office Supplies,CHAIR-EX,24,280.00,6720.00,Engineering,B. Sutherland,Open
PO-0354,1,,2025-12-09,SUPP-10,Cornerstone Facilities Group,Facilities,CLEAN-SF,12705,1.40,17787.00,Sales,V. Lindgren,Open
PO-0355,1,,2025-12-17,SUPP-08,Atlantic Steel Co,Raw Materials,STEEL-T01,17,720.00,12240.00,IT,M. Castillo,Open
PO-0356,1,,2026-04-03,SUPP-08,Atlantic Steel Co,Raw Materials,POLY-RES,1820,9.20,16744.00,Operations,P. Aldridge,Open
PO-0357,1,,2026-01-13,SUPP-04,Northwind Industrial LLC,Components,BRKT-1144,370,23.10,8547.00,Engineering,D. Holloway,Open
PO-0358,1,,2025-12-18,SUPP-07,Acme Components Inc,MRO Supplies,WRNCH-022,355,28.75,10206.25,Sales,L. Petersen,Open
PO-0359,1,,2026-01-31,SUPP-01,Cascade Cable Systems,IT Hardware,MNTR-2701,34,320.00,10880.00,Operations,X. Chambers,Open
PO-0360,1,,2025-12-17,SUPP-10,Cornerstone Facilities Group,Facilities,CLEAN-SF,10267,1.40,14373.80,HR,V. Lindgren,Open
PO-0361,1,,2025-11-13,SUPP-01,Cascade Cable Systems,IT Hardware,SVR-3050,5,1336.08,6680.40,Engineering,L. Petersen,Open
PO-0362,1,,2026-02-01,SUPP-08,Atlantic Steel Co,Raw Materials,POLY-RES,1038,9.20,9549.60,IT,Y. Halverson,Open
PO-0363,1,,2026-03-12,SUPP-20,Vanguard Office Supply Co,Office Supplies,CHAIR-EX,8,280.00,2240.00,Sales,J. Whitfield,Open
PO-0364,1,,2025-11-06,SUPP-01,Cascade Cable Systems,IT Hardware,MNTR-2701,16,320.00,5120.00,HR,Q. Strickland,Open
PO-0365,1,,2025-10-31,SUPP-06,Heartland Logistics Inc,Logistics,EXPED-HR,61,110.00,6710.00,Engineering,E. Calloway,Open
PO-0366,1,,2026-01-05,SUPP-17,Sterling Building Services,Facilities,HVAC-VST,35,425.00,14875.00,HR,W. Espinoza,Open
PO-0367,1,,2026-03-18,SUPP-01,Cascade Cable Systems,IT Hardware,MNTR-2701,54,320.00,17280.00,Facilities,K. Marquez,Open
PO-0368,1,,2025-11-18,SUPP-05,Summit Office Solutions,Office Supplies,TONER-77,92,145.00,13340.00,Finance,Q. Strickland,Open
PO-0369,1,,2026-02-13,SUPP-05,Summit Office Solutions,Office Supplies,TONER-77,121,145.00,17545.00,Engineering,V. Lindgren,Open
PO-0370,1,,2026-04-12,SUPP-07,Acme Components Inc,MRO Supplies,WRNCH-022,111,28.75,3191.25,Finance,R. McAllister,Open
PO-0371,1,,2025-11-30,SUPP-17,Sterling Building Services,Facilities,HVAC-VST,19,484.81,9211.39,Facilities,M. Castillo,Open
PO-0372,1,,2026-01-16,SUPP-06,Heartland Logistics Inc,Logistics,EXPED-HR,139,110.00,15290.00,Operations,M. Castillo,Open
PO-0373,1,,2026-02-09,SUPP-14,Redwood Office Products,Office Supplies,PAPR-0501,156,38.50,6006.00,HR,Z. Donovan,Open
PO-0374,1,,2025-11-29,SUPP-04,Northwind Industrial LLC,Components,BRKT-1144,172,23.10,3973.20,HR,V. Lindgren,Open
PO-0375,1,,2026-04-20,SUPP-08,Atlantic Steel Co,Raw Materials,STEEL-T01,2,720.00,1440.00,Sales,R. Tanaka,Open
PO-0376,1,,2026-02-24,SUPP-20,Vanguard Office Supply Co,Office Supplies,TONER-77,90,145.00,13050.00,Facilities,E. Calloway,Open
PO-0377,1,,2025-12-07,SUPP-05,Summit Office Solutions,Office Supplies,PAPR-0501,107,38.50,4119.50,Procurement,A. Fontaine,Open
PO-0378,1,,2025-12-22,SUPP-14,Redwood Office Products,Office Supplies,PAPR-0501,352,38.50,13552.00,Finance,J. Whitfield,Open
PO-0379,1,,2026-04-02,SUPP-15,Magnolia Consulting LLC,Professional Services,CONS-HR,53,175.00,9275.00,Sales,B. Sutherland,Open
PO-0380,1,,2026-03-31,SUPP-02,Globex Supply Co,Components,CHIP-A12,731,18.40,13450.40,Engineering,G. Rasmussen,Open
PO-0381,1,,2026-03-28,SUPP-19,Crestline Network Hardware,IT Hardware,SVR-3050,7,1450.00,10150.00,Operations,W. Espinoza,Open
PO-0382,1,,2025-12-28,SUPP-02,Globex Supply Co,Components,CHIP-A12,528,18.40,9715.20,Operations,G. Rasmussen,Open
PO-0383,1,,2025-12-14,SUPP-02,Globex Supply Co,Components,RESI-100,6833,0.85,5808.05,HR,G. Rasmussen,Open
